"campagne";"npp";"xl93";"yl93"
2021;"21-38-281-1-178T";914794;6431985
2021;"21-41-142-1-121T";558084;6744639
2021;"21-41-164-1-119T";625655;6728235
2021;"21-41-169-1-118T";641859;6725949
2021;"21-42-223-1-152T";768021;6568944
2021;"21-43-240-1-179T";791310;6471163
2021;"21-46-177-1-230T";550879;6383665
2021;"21-49-096-1-155T";385147;6690376
2021;"21-49-118-1-149T";457319;6685188
2021;"21-51-211-1-066T";820159;6838368
2021;"21-53-103-1-121T";440699;6784530
2021;"21-54-241-1-054T";922439;6843430
2021;"21-54-244-1-043T";942476;6873028
2021;"21-61-101-1-104T";452838;6837182
2021;"21-61-118-1-097T";510588;6840688
2021;"21-61-120-1-105T";508597;6815352
2021;"21-64-151-1-294T";407162;6218542
2021;"21-64-155-1-284T";429607;6244509
2021;"21-65-168-1-283T";469401;6233713
2021;"21-69-252-1-165T";841518;6500371
2021;"21-70-255-1-086T";931345;6733704
2021;"21-72-133-1-121T";530499;6753756
2021;"21-82-180-1-245T";544247;6335607
2021;"21-82-192-1-237T";588542;6346742
2021;"21-82-194-1-245T";586450;6321318
2021;"21-85-110-1-169T";412510;6634148
2021;"21-86-125-1-152T";475404;6669725
2021;"21-87-165-1-182T";563668;6539216
2021;"21-95-153-1-072T";640512;6880167
2022;"22-03-208-1-146T";727795;6603273
2022;"22-06-326-1-206T";1019698;6303173
2022;"22-08-190-1-036T";787418;6951213
2022;"22-09-196-1-270T";565630;6245556
2022;"22-12-200-1-222T";626741;6384647
2022;"22-12-217-1-237T";661875;6321876
2022;"22-12-222-1-230T";684344;6338265
2022;"22-14-093-1-091T";441323;6885735
2022;"22-15-206-1-212T";654833;6408035
2022;"22-16-141-1-193T";480134;6531686
2022;"22-18-182-1-128T";669427;6684255
2022;"22-18-185-1-125T";681123;6690237
2022;"22-19-184-1-206T";594986;6448356
2022;"22-19-186-1-204T";603598;6452634
2022;"22-19-190-1-188T";631042;6496690
2022;"22-19-191-1-189T";633127;6492534
2022;"22-22-063-1-123T";318623;6820857
2022;"22-24-161-1-207T";525827;6469067
2022;"22-2A-357-1-256T";1189688;6078298
2022;"22-30-264-1-238T";800958;6271024
2022;"22-31-187-1-259T";549305;6287361
2022;"22-33-145-1-239T";444772;6390355
2022;"22-34-237-1-251T";707618;6259837
2022;"22-36-156-1-154T";565082;6632483
2022;"22-37-152-1-142T";565334;6672363
2022;"22-39-252-1-118T";888978;6642012
2022;"22-39-255-1-129T";885898;6606431
2022;"22-40-142-1-264T";410495;6318132
2022;"22-42-228-1-166T";767159;6523415
2022;"22-42-230-1-162T";777326;6532778
2022;"22-46-187-1-212T";598291;6427356
2022;"22-47-160-1-254T";473740;6329819
2022;"22-47-168-1-239T";513782;6366821
2022;"22-50-082-1-096T";403253;6881666
2022;"22-55-223-1-063T";858293;6836386
2022;"22-56-068-1-142T";313702;6759147
2022;"22-58-197-1-125T";716701;6677133
2022;"22-63-204-1-182T";679541;6499801
2022;"22-64-141-1-287T";384047;6250509
2022;"22-72-118-1-120T";485599;6773882
2022;"22-73-273-1-153T";915064;6515806
2022;"22-73-276-1-158T";919210;6498373
2022;"22-74-280-1-126T";963495;6589156
2022;"22-79-113-1-157T";433303;6667661
2022;"22-82-183-1-239T";558140;6351457
2022;"22-82-183-1-243T";554076;6339344
2022;"22-86-153-1-175T";534018;6573554
2022;"22-87-166-1-176T";572044;6556871
2022;"22-88-262-1-068T";969239;6781036
