sl|npp|disti|xi|yi|repi|flpi
2|25-12-204-1-231T|-19|631863|6353825|1|C
1|25-12-204-1-234T|-15|629663|6345024|1|B
1|25-12-212-1-235T|12|652242|6333835|1|H
1|25-12-213-1-209T|9|681426|6409768|1|C
1|25-12-217-1-216T|-13|686260|6385120|1|C
2|25-12-217-1-233T|1|669322|6334505|1|0
1|25-12-217-1-233T|11|669331|6334507|1|0
1|25-12-220-1-221T|-1|690437|6367317|1|H
1|25-12-223-1-225T|28|694784|6351676|1|B
1|25-12-224-1-240T|-6|682465|6306020|1|B
1|25-13-288-1-234T|-13|880680|6258105|1|H
1|25-14-078-1-087T|27|402795|6913128|1|C
2|25-14-084-1-086T|30|421888|6909646|1|B
1|25-14-084-1-086T|-19|421875|6909599|1|B
1|25-14-085-1-085T|30|425803|6912094|1|B
1|25-14-086-1-086T|-23|427641|6907993|1|0
1|25-14-087-1-085T|30|432016|6909283|1|H
1|25-14-095-1-092T|-30|449148|6880427|1|H
1|25-14-096-1-092T|19|451394|6879237|1|H
1|25-14-105-1-080T|8|491146|6905972|1|C
1|25-14-108-1-086T|10|494115|6885409|1|B
1|25-15-202-1-195T|12|663584|6463214|1|H
2|25-15-216-1-190T|23|710639|6464250|1|B
1|25-15-216-1-190T|-22|710595|6464240|1|H
2|25-16-146-1-185T|-27|505866|6550260|1|B
1|25-16-146-1-185T|30|505887|6550313|1|B
1|25-16-146-1-200T|-30|490936|6505420|1|C
1|25-16-148-1-193T|-25|503779|6524567|1|H
1|25-16-149-1-191T|29|508764|6529778|1|B
1|25-16-153-1-187T|-23|524580|6536866|1|0
2|25-17-131-1-216T|24|429553|6472670|1|A
1|25-17-131-1-216T|-6|429533|6472692|1|A
1|25-18-181-1-156T|-22|640016|6601504|1|C
1|25-18-182-1-148T|-24|651089|6624382|1|H
1|25-18-182-1-153T|-10|646663|6609583|1|H
1|25-18-185-1-154T|-15|654823|6603388|1|C
1|25-18-190-1-143T|-15|680138|6630802|1|H
1|25-18-196-1-139T|11|702392|6636512|1|H
1|25-21-214-1-106T|-8|790569|6716882|1|H
1|25-21-221-1-114T|30|803354|6685647|1|H
2|25-21-221-1-118T|-23|798320|6673625|1|H
1|25-21-221-1-118T|-14|798324|6673617|1|H
1|25-21-223-1-110T|19|812917|6695836|1|H
1|25-21-226-1-107T|-3|824596|6701549|1|H
2|25-21-229-1-120T|30|820380|6659773|1|H
1|25-21-229-1-120T|-11|820365|6659811|1|H
1|25-21-230-1-096T|-27|848440|6730663|1|B
1|25-21-235-1-117T|-19|841349|6662666|1|A
1|25-22-030-1-123T|16|223098|6854367|1|0
1|25-22-046-1-120T|30|273154|6846812|1|0
1|25-22-050-1-125T|14|280792|6828070|1|H
1|25-22-054-1-135T|-24|281752|6793713|1|H
1|25-22-059-1-128T|0|303820|6810339|1|0
1|25-22-063-1-122T|6|322665|6824138|1|0
1|25-23-166-1-165T|9|586707|6590164|1|C
1|25-23-167-1-170T|30|584203|6573430|1|C
1|25-23-179-1-162T|5|628026|6585714|1|B
1|25-23-179-1-164T|23|625882|6578861|1|C
1|25-23-183-1-163T|-19|638987|6578388|1|B
1|25-23-184-1-167T|30|637627|6565052|1|B
1|25-23-184-1-175T|-5|629587|6540953|1|C
1|25-23-188-1-166T|-18|651022|6564484|1|C
2|25-25-259-1-100T|-22|930673|6688410|1|0
1|25-25-259-1-100T|22|930715|6688424|1|B
2|25-25-260-1-094T|16|940474|6706047|1|H
1|25-25-260-1-094T|-22|940460|6706082|1|H
1|25-25-272-1-098T|-9|971943|6681044|1|C
1|25-26-262-1-187T|27|850336|6425299|1|0
1|25-27-109-1-073T|-21|510502|6922705|1|H
1|25-27-109-1-075T|18|508264|6916655|1|H
1|25-27-117-1-085T|13|521352|6879338|1|H
1|25-29-006-1-133T|-16|140323|6848810|1|B
2|25-29-010-1-134T|30|152024|6841678|1|H
1|25-29-010-1-134T|-30|151974|6841712|1|H
4|25-29-012-1-137T|-8|154890|6830975|1|0
3|25-29-012-1-137T|-3|154892|6830971|1|H
1|25-29-012-1-137T|-21|154884|6830987|1|0
1|25-29-015-1-134T|-7|166195|6836915|1|0
1|25-29-020-1-131T|26|184235|6840750|1|B
1|25-29-020-1-152T|-17|163034|6777688|1|0
1|25-29-025-1-135T|0|195608|6823427|1|B
1|25-29-026-1-134T|10|199526|6825662|1|B
1|25-29-031-1-147T|1|200932|6781329|1|0
1|25-29-036-1-151T|8|211612|6764944|1|B
1|25-31-184-1-277T|30|525838|6236836|1|B
2|25-31-192-1-253T|1|573784|6300023|1|0
1|25-31-192-1-253T|-9|573781|6300033|1|0
1|25-32-158-1-266T|-19|459134|6296384|1|B
1|25-35-073-1-136T|17|337896|6771367|1|B
1|25-35-075-1-114T|-25|366309|6835487|1|A
1|25-35-080-1-138T|13|356451|6758381|1|H
1|25-35-083-1-113T|10|391230|6830071|1|B
1|25-35-086-1-129T|-18|383807|6779425|1|B
1|25-35-087-1-132T|-25|383951|6769568|1|0
1|25-35-089-1-125T|6|397303|6787648|1|0
1|25-36-154-1-152T|22|563450|6640761|1|B
1|25-36-158-1-165T|-6|562747|6598280|1|H
2|25-36-165-1-149T|-21|599412|6639049|1|H
1|25-36-165-1-149T|-30|599410|6639058|1|H
1|25-37-135-1-138T|-23|521626|6702260|1|C
1|25-37-140-1-150T|-3|523672|6661138|1|B
1|25-37-144-1-134T|-9|551892|6705018|1|H
1|25-37-146-1-152T|18|539864|6648596|1|H
1|25-39-247-1-116T|1|878162|6653485|1|H
1|25-39-256-1-117T|-14|904775|6641149|1|H
2|25-39-258-1-125T|-19|902447|6614780|1|H
1|25-39-258-1-125T|-10|902456|6614780|1|H
1|25-39-260-1-112T|-20|921075|6651918|1|H
2|25-39-265-1-118T|30|930372|6628455|1|B
1|25-39-265-1-118T|-19|930329|6628432|1|B
1|25-41-148-1-121T|-12|577458|6739792|1|0
1|25-42-224-1-157T|27|768041|6554611|1|B
1|25-42-228-1-155T|7|782215|6555681|1|H
1|25-42-228-1-161T|18|775587|6538156|1|H
1|25-42-239-1-170T|-3|799718|6499845|1|B
1|25-42-246-1-169T|10|821177|6495311|1|H
1|25-42-249-1-172T|-19|827447|6483692|1|H
1|25-43-226-1-186T|6|743671|6465344|1|H
1|25-43-232-1-193T|-25|754448|6438066|1|A
1|25-43-237-1-188T|-26|775379|6448656|1|H
1|25-43-239-1-189T|24|779916|6442947|1|H
1|25-44-073-1-155T|-5|318923|6715206|1|B
1|25-44-073-1-161T|20|312867|6696421|1|C
1|25-44-077-1-160T|13|325755|6695905|1|H
1|25-44-078-1-158T|-25|330189|6701005|1|B
1|25-44-081-1-163T|-15|333850|6682476|1|B
1|25-44-084-1-140T|29|366940|6748480|1|H
1|25-44-086-1-142T|-28|371015|6740795|1|H
1|25-44-086-1-167T|5|345541|6665854|1|C
1|25-45-176-1-099T|-10|683315|6776562|1|0
2|25-46-182-1-225T|-17|572372|6394460|1|H
1|25-46-182-1-225T|-23|572366|6394460|1|H
1|25-47-155-1-246T|8|470382|6359271|1|B
1|25-48-232-1-200T|30|747214|6417118|1|B
1|25-49-089-1-137T|1|384335|6752528|1|0
1|25-49-098-1-158T|3|389966|6679792|1|B
1|25-49-101-1-151T|-27|406783|6697654|1|C
2|25-49-103-1-152T|23|411686|6693192|1|H
1|25-49-103-1-152T|-24|411664|6693150|1|H
2|25-49-107-1-157T|-6|418282|6674491|1|C
1|25-49-107-1-157T|6|418288|6674499|1|B
1|25-49-114-1-136T|-29|460259|6729734|1|B
1|25-49-117-1-146T|21|459700|6696586|1|B
1|25-49-118-1-146T|23|461792|6695351|1|B
1|25-50-066-1-081T|24|372892|6943027|1|B
1|25-50-069-1-081T|8|382393|6940594|1|0
1|25-50-069-1-093T|23|370345|6904012|1|B
3|25-50-070-1-079T|20|387299|6944853|1|H
2|25-50-070-1-079T|26|387301|6944846|1|0
1|25-50-070-1-079T|-27|387282|6944896|1|H
1|25-50-072-1-082T|17|390346|6933853|1|B
2|25-50-072-1-092T|28|379753|6904107|2|B
1|25-50-072-1-092T|-24|379719|6904145|1|C
1|25-50-074-1-101T|28|376936|6874959|1|B
1|25-50-076-1-098T|-18|385895|6881915|1|H
1|25-50-081-1-099T|28|399461|6873764|1|B
1|25-50-088-1-110T|-12|409314|6833611|1|H
1|25-52-213-1-072T|13|822517|6819649|1|H
1|25-52-239-1-079T|-22|892135|6771703|1|H
1|25-53-096-1-129T|-27|413550|6768631|1|H
1|25-53-100-1-116T|-11|438656|6803252|1|H
2|25-53-104-1-131T|-20|435465|6755212|1|C
1|25-53-104-1-131T|23|435480|6755253|1|C
1|25-54-241-1-048T|8|930621|6862143|1|C
1|25-54-241-1-049T|-1|928894|6859519|1|0
1|25-54-244-1-045T|25|942892|6868117|1|C
1|25-54-258-1-053T|-4|975666|6829844|1|C
1|25-55-214-1-030T|5|867844|6944366|1|H
1|25-55-215-1-055T|19|845050|6868501|1|C
1|25-55-223-1-041T|-28|883920|6901645|1|H
1|25-55-223-1-058T|-22|865830|6851067|1|C
1|25-55-224-1-053T|-17|874286|6864784|1|H
1|25-56-044-1-150T|14|237294|6759588|1|0
1|25-56-062-1-140T|-24|300490|6770974|1|B
1|25-56-063-1-145T|29|298847|6755160|1|H
1|25-57-242-1-038T|-29|943726|6891097|1|H
1|25-57-245-1-035T|-26|955725|6897643|1|H
1|25-57-249-1-037T|14|965100|6887108|1|H
1|25-57-253-1-033T|-20|981878|6895539|1|C
2|25-58-190-1-123T|-12|701215|6690728|1|B
1|25-58-190-1-123T|-24|701212|6690739|1|H
1|25-58-202-1-116T|-27|744518|6699000|1|H
1|25-58-205-1-119T|-29|750259|6687076|1|H
1|25-58-207-1-130T|-25|744690|6652722|1|B
1|25-58-208-1-118T|-21|759546|6686927|1|B
1|25-58-210-1-115T|-14|768576|6694091|1|B
1|25-58-210-1-136T|23|747210|6631038|1|C
2|25-58-214-1-125T|-15|770941|6660372|1|H
1|25-58-214-1-125T|-4|770949|6660379|1|H
1|25-59-178-1-025T|19|765346|6996342|1|C
1|25-59-179-1-020T|15|773420|7010230|1|H
1|25-61-094-1-102T|21|435446|6852028|1|H
1|25-61-097-1-102T|-18|444920|6848188|1|C
1|25-61-112-1-103T|-18|488320|6830190|1|H
1|25-61-113-1-098T|-5|496495|6844628|1|B
1|25-61-125-1-095T|-22|535746|6841178|1|B
1|25-62-127-1-023T|-9|615128|7054076|1|C
1|25-62-136-1-014T|25|651303|7071445|1|0
1|25-63-194-1-168T|-18|667195|6551524|1|B
2|25-63-197-1-166T|-26|678024|6555316|1|H
1|25-63-197-1-166T|-11|678039|6555316|1|H
1|25-63-198-1-173T|-14|673480|6533255|1|A
1|25-63-207-1-168T|11|705711|6538637|1|0
1|25-63-221-1-171T|16|744977|6515550|1|H
1|25-64-148-1-289T|6|405257|6237722|1|H
1|25-65-174-1-282T|-9|490733|6231472|1|H
1|25-67-283-1-027T|2|1077640|6882089|1|B
1|25-70-245-1-084T|24|905093|6750600|1|H
2|25-70-268-1-085T|-30|972814|6723897|1|B
1|25-70-268-1-085T|26|972844|6723944|1|B
1|25-71-220-1-128T|22|785159|6644843|1|H
1|25-71-221-1-134T|-25|782534|6625999|1|H
1|25-71-222-1-133T|-16|786753|6628138|1|H
1|25-71-224-1-122T|9|803254|6658328|1|H
1|25-71-224-1-145T|-11|780416|6589731|1|H
2|25-71-227-1-147T|18|786659|6581098|1|A
1|25-71-227-1-147T|-26|786654|6581054|1|H
1|25-71-231-1-131T|4|815408|6624702|1|H
1|25-71-232-1-129T|21|820670|6629269|1|H
1|25-71-232-1-147T|1|802355|6575937|1|H
1|25-71-233-1-125T|-25|827846|6640480|1|H
1|25-71-233-1-147T|24|804526|6574449|1|H
1|25-71-235-1-132T|-30|826704|6617955|1|H
1|25-71-235-1-140T|-23|817879|6593524|1|H
2|25-71-236-1-134T|25|827360|6610764|1|B
1|25-71-236-1-134T|-9|827345|6610795|1|B
1|25-71-237-1-134T|14|830010|6609898|1|H
2|25-71-237-1-141T|22|822926|6588412|1|H
1|25-71-237-1-141T|16|822920|6588414|1|H
2|25-71-238-1-136T|-25|830907|6602571|1|H
1|25-71-238-1-136T|-15|830917|6602571|1|H
1|25-71-240-1-123T|6|850597|6639100|1|H
1|25-71-248-1-122T|24|875047|6633704|1|B
1|25-71-250-1-127T|-7|875833|6617684|1|H
1|25-72-111-1-120T|3|467995|6780888|1|B
1|25-72-116-1-120T|-26|482925|6774956|1|A
1|25-72-118-1-126T|26|483212|6755716|1|C
2|25-72-127-1-114T|-24|522345|6782358|1|H
1|25-72-127-1-114T|20|522384|6782338|1|B
1|25-72-127-1-117T|7|518756|6773085|1|B
1|25-73-271-1-155T|-20|909879|6512028|1|B
1|25-73-271-1-157T|-19|908293|6506295|1|H
1|25-74-276-1-128T|-14|952606|6587924|1|0
1|25-74-280-1-138T|-2|955108|6553306|1|0
1|25-76-129-1-053T|-5|590801|6962509|1|B
1|25-76-133-1-052T|-28|603156|6961397|1|0
2|25-77-168-1-073T|18|686820|6862265|1|0
1|25-77-168-1-073T|-1|686805|6862253|1|0
1|25-79-107-1-164T|30|410578|6653109|1|H
2|25-79-111-1-167T|28|419939|6639873|1|H
1|25-79-111-1-167T|1|419912|6639880|1|H
1|25-79-113-1-165T|-14|427513|6643821|1|H
1|25-79-114-1-159T|30|437423|6660432|1|B
1|25-79-115-1-163T|-1|436347|6647764|1|H
1|25-79-118-1-165T|-10|442750|6638961|1|H
1|25-79-120-1-168T|-23|445639|6627616|1|H
1|25-79-129-1-169T|-22|471967|6615798|1|B
1|25-79-129-1-179T|-25|460945|6586181|1|B
1|25-79-129-1-184T|23|455947|6571204|1|B
1|25-79-131-1-186T|27|460465|6563040|1|H
1|25-79-137-1-183T|-23|480820|6565844|1|H
1|25-80-145-1-044T|-16|647460|6972918|1|H
1|25-81-207-1-245T|19|627269|6308891|1|B
1|25-81-229-1-245T|19|692870|6286127|1|B
1|25-82-191-1-250T|29|573922|6310467|1|B
2|25-82-198-1-234T|15|610781|6350561|1|H
1|25-82-198-1-234T|28|610793|6350560|1|H
1|25-84-272-1-217T|-14|849506|6325299|1|0
1|25-84-278-1-215T|16|869547|6325103|1|0
1|25-85-086-1-177T|27|335060|6635826|1|B
2|25-85-087-1-177T|-25|338188|6634870|1|C
1|25-85-087-1-177T|-12|338198|6634879|1|C
1|25-85-095-1-179T|-19|359232|6620701|1|0
2|25-85-095-1-185T|-14|353484|6602406|1|B
1|25-85-095-1-185T|30|353512|6602372|1|B
1|25-85-096-1-182T|26|359938|6610379|1|0
1|25-85-097-1-165T|28|380505|6660164|1|B
1|25-85-099-1-181T|-12|369872|6610653|1|C
1|25-85-100-1-163T|-15|391255|6663040|1|B
2|25-85-103-1-179T|-1|383957|6611916|1|B
1|25-85-103-1-179T|-18|383946|6611902|1|C
1|25-85-107-1-178T|-10|396315|6611709|1|H
1|25-85-109-1-171T|-12|410083|6629855|1|B
1|25-86-141-1-157T|6|519730|6639370|1|B
1|25-86-149-1-174T|8|525982|6579993|1|B
1|25-86-152-1-171T|-16|537937|6586025|1|H
1|25-86-156-1-166T|4|555161|6596502|1|B
2|25-87-154-1-173T|-23|542676|6578188|1|H
1|25-87-154-1-173T|-28|542672|6578185|1|H
1|25-87-155-1-175T|12|543449|6570673|1|B
1|25-87-156-1-175T|9|545819|6569577|1|H
1|25-87-156-1-191T|23|529341|6522502|1|H
1|25-87-157-1-176T|-5|547686|6566098|1|B
1|25-87-157-1-190T|-14|533588|6524363|1|H
1|25-87-160-1-171T|-9|562080|6577968|1|B
1|25-87-161-1-194T|26|541646|6507772|1|0
1|25-87-164-1-170T|22|575272|6576336|1|B
1|25-87-164-1-175T|-19|570279|6561947|1|B
1|25-88-244-1-077T|11|909881|6772871|1|B
1|25-88-245-1-074T|17|915533|6781156|1|C
1|25-88-258-1-063T|-3|965385|6800001|1|H
1|25-88-267-1-073T|-14|982168|6761479|1|0
1|25-93-157-1-074T|-7|652365|6870657|1|A
1|25-94-162-1-076T|26|665355|6859673|1|0
1|25-95-152-1-070T|-19|642043|6887956|1|0
1|25-95-159-1-069T|23|664087|6883382|1|0
1|25-01-246-1-149T|-12|841663|6555826|1|0
2|25-01-257-1-152T|10|871453|6534964|1|H
1|25-01-257-1-152T|-2|871450|6534976|1|H
2|25-02-179-1-029T|24|764097|6982669|1|H
1|25-02-179-1-029T|1|764075|6982662|1|H
1|25-03-192-1-158T|-19|671568|6583727|1|B
3|25-03-197-1-145T|17|699378|6617371|1|H
2|25-03-197-1-145T|5|699367|6617367|1|B
1|25-03-197-1-145T|-8|699354|6617362|1|B
1|25-03-200-1-152T|15|701610|6593522|1|H
2|25-03-201-1-149T|19|706975|6601177|1|C
1|25-03-201-1-149T|-2|706954|6601177|1|C
1|25-03-209-1-153T|21|726837|6581624|1|H
2|25-03-211-1-145T|-20|741069|6603099|1|H
1|25-03-211-1-145T|-9|741078|6603092|1|H
1|25-03-211-1-161T|8|724497|6555762|1|H
1|25-03-213-1-156T|2|736291|6568545|1|C
1|25-05-290-1-182T|16|939881|6411504|1|B
1|25-07-249-1-188T|-14|810450|6435909|1|0
1|25-07-251-1-198T|9|806769|6403967|1|B
1|25-07-251-1-205T|-4|799436|6383295|1|C
1|25-07-255-1-177T|-9|840117|6462320|1|B
2|25-08-205-1-043T|-21|827995|6914683|1|H
1|25-08-205-1-043T|-13|827996|6914691|1|H
2|25-08-214-1-029T|-13|868868|6947246|1|B
1|25-08-214-1-029T|-5|868872|6947240|1|H
1|25-09-204-1-272T|6|590763|6231348|1|B
1|25-11-219-1-263T|-13|643892|6242844|1|B
1|25-12-198-1-230T|2|615016|6362963|1|C
1|25-12-219-1-214T|-23|694352|6389088|1|B
1|25-13-271-1-224T|6|839678|6305659|1|B
2|25-13-280-1-224T|-9|866909|6296260|1|0
1|25-13-280-1-224T|-17|866903|6296266|1|0
2|25-13-280-1-227T|-10|863637|6287505|1|0
1|25-13-280-1-227T|29|863670|6287524|1|0
1|25-13-290-1-227T|-12|893043|6277416|1|A
1|25-13-298-1-232T|5|912438|6254441|1|0
1|25-14-097-1-094T|-2|452552|6872260|1|H
2|25-15-212-1-203T|7|684839|6428695|1|B
1|25-15-212-1-203T|-7|684825|6428697|1|B
1|25-15-214-1-205T|12|688535|6421461|1|0
2|25-16-134-1-191T|23|464007|6544830|1|C
1|25-16-134-1-191T|7|463994|6544820|1|B
1|25-16-140-1-204T|27|468351|6499449|1|0
1|25-16-146-1-214T|17|476513|6464218|1|B
1|25-17-111-1-192T|-22|394074|6565479|1|H
2|25-17-112-1-184T|25|405822|6587907|1|H
1|25-17-112-1-184T|19|405820|6587902|1|H
2|25-17-120-1-194T|2|418619|6549630|1|C
1|25-17-120-1-194T|-21|418597|6549627|1|C
1|25-17-134-1-213T|18|441586|6478704|1|B
1|25-18-175-1-126T|24|653213|6697517|1|B
1|25-18-183-1-155T|13|647756|6602387|1|C
3|25-18-184-1-150T|29|655032|6615799|1|C
2|25-18-184-1-150T|6|655027|6615777|1|H
1|25-18-184-1-150T|-12|655024|6615759|1|H
1|25-19-188-1-210T|-13|606390|6432912|1|H
1|25-19-196-1-191T|15|648996|6481671|1|B
1|25-21-220-1-106T|-29|807709|6711170|1|H
1|25-22-029-1-125T|27|217868|6849357|1|0
1|25-22-032-1-122T|-17|230208|6855843|1|B
1|25-22-032-1-135T|-9|216195|6816827|1|B
1|25-22-051-1-133T|-19|275581|6803062|1|C
1|25-22-052-1-126T|-1|285560|6822721|1|H
1|25-22-052-1-127T|-9|284342|6819758|1|C
2|25-23-174-1-167T|5|608245|6575033|1|A
1|25-23-174-1-167T|-25|608218|6575021|1|B
1|25-23-177-1-167T|-5|616722|6572307|1|B
1|25-23-182-1-182T|-11|616860|6522245|1|C
3|25-23-194-1-174T|22|660474|6533805|1|C
2|25-23-194-1-174T|-21|660431|6533796|1|H
1|25-23-194-1-174T|-30|660423|6533794|1|H
1|25-23-194-1-179T|-11|655366|6518685|1|C
2|25-24-174-1-220T|15|553768|6417026|1|0
1|25-24-174-1-220T|30|553781|6417020|1|A
2|25-25-261-1-107T|18|929828|6665978|1|C
1|25-25-261-1-107T|-18|929818|6666013|1|C
1|25-26-262-1-190T|9|847141|6416802|1|0
1|25-26-264-1-186T|13|858034|6426758|1|C
1|25-27-111-1-077T|-1|512320|6909328|1|B
1|25-27-115-1-078T|13|522556|6902431|1|C
1|25-28-129-1-091T|13|551526|6849064|1|C
1|25-28-131-1-107T|1|540773|6798636|1|C
2|25-29-012-1-141T|-4|150916|6819172|1|B
1|25-29-012-1-141T|-14|150916|6819182|1|B
2|25-29-019-1-149T|-3|162922|6787640|1|C
1|25-29-019-1-149T|4|162929|6787642|1|H
1|25-29-026-1-136T|21|197166|6819272|1|0
2|25-29-028-1-149T|15|190266|6779054|1|0
1|25-29-028-1-149T|1|190252|6779052|1|B
1|25-2B-351-1-224T|-4|1207441|6179926|1|H
2|25-30-253-1-220T|30|789840|6336320|1|B
1|25-30-253-1-220T|-15|789801|6336297|1|C
2|25-30-264-1-211T|-7|831903|6351851|1|0
1|25-30-264-1-211T|10|831915|6351839|1|0
1|25-30-265-1-228T|7|818125|6300135|1|B
1|25-30-269-1-228T|-15|829879|6295456|1|C
1|25-31-179-1-284T|-12|503395|6221044|1|C
1|25-31-196-1-257T|-25|581741|6283743|1|B
1|25-31-199-1-262T|8|586018|6266017|1|B
1|25-32-166-1-267T|4|481401|6284807|1|H
1|25-32-171-1-256T|-13|508295|6313082|1|H
1|25-32-174-1-272T|4|501066|6262163|1|B
1|25-32-175-1-271T|-4|504708|6263750|1|B
1|25-33-119-1-228T|-12|381589|6449858|1|H
1|25-33-136-1-243T|-24|416864|6387509|1|0
1|25-33-138-1-230T|12|436517|6424347|1|B
1|25-34-230-1-259T|26|681737|6243555|1|B
1|25-35-069-1-128T|14|334315|6799235|1|H
2|25-35-069-1-145T|-16|316883|6748453|1|B
1|25-35-069-1-145T|26|316918|6748429|1|C
1|25-35-072-1-120T|19|350938|6820179|1|H
1|25-36-158-1-145T|24|582494|6657338|1|B
1|25-36-161-1-153T|-30|583125|6630973|1|B
1|25-38-265-1-166T|1|881421|6485710|1|0
2|25-39-259-1-129T|15|901542|6602053|1|B
1|25-39-259-1-129T|-9|901519|6602045|1|C
1|25-41-151-1-129T|-5|577895|6712495|1|0
1|25-42-232-1-166T|0|782239|6518919|1|B
1|25-43-228-1-191T|-21|745153|6448708|1|B
1|25-44-067-1-157T|-25|298031|6714687|1|H
3|25-44-075-1-155T|26|324591|6713227|1|B
2|25-44-075-1-155T|-20|324584|6713181|1|0
1|25-44-075-1-155T|17|324589|6713218|1|0
1|25-44-082-1-153T|8|347540|6711905|1|B
1|25-44-087-1-167T|4|348497|6664312|1|C
1|25-45-175-1-107T|-10|672992|6753348|1|C
1|25-45-178-1-102T|-16|686882|6765709|1|B
1|25-45-178-1-104T|2|684642|6759416|1|B
1|25-46-195-1-230T|29|606864|6365244|1|B
1|25-47-165-1-249T|15|497611|6339414|1|C
1|25-47-166-1-232T|3|517886|6389090|1|0
1|25-47-168-1-249T|-29|506684|6337079|1|C
1|25-49-098-1-142T|26|406945|6727921|1|H
1|25-49-099-1-157T|12|394150|6681923|1|B
1|25-49-105-1-141T|-30|428357|6723611|1|B
2|25-49-108-1-159T|-3|418638|6667328|1|C
1|25-49-108-1-159T|13|418649|6667339|1|H
1|25-49-109-1-135T|3|446221|6737732|1|H
1|25-49-110-1-144T|-16|440120|6710274|1|H
1|25-49-116-1-137T|-6|465948|6724749|1|H
1|25-50-066-1-080T|-4|374855|6946058|1|C
1|25-50-070-1-099T|-17|367145|6884892|1|C
2|25-50-073-1-106T|25|368608|6861078|1|H
1|25-50-073-1-106T|10|368596|6861087|1|B
1|25-50-075-1-093T|-2|388000|6898072|1|B
1|25-50-081-1-093T|2|405573|6891554|1|0
1|25-50-081-1-107T|-19|391941|6849874|1|H
1|25-50-090-1-105T|-5|420559|6847176|1|B
1|25-51-184-1-053T|11|754661|6905597|1|B
1|25-51-189-1-058T|3|764468|6885574|1|B
2|25-52-231-1-094T|-12|853328|6735395|1|B
1|25-52-231-1-094T|-4|853329|6735403|1|H
1|25-52-238-1-080T|3|888769|6770120|1|B
1|25-53-100-1-123T|-3|432495|6783004|1|B
1|25-54-232-1-036T|-29|915576|6907781|1|C
1|25-55-221-1-057T|-2|861688|6856286|1|B
2|25-56-038-1-150T|-2|219075|6765540|1|0
1|25-56-038-1-150T|25|219077|6765513|1|0
1|25-56-059-1-139T|4|293041|6776679|1|C
2|25-56-068-1-152T|-13|306502|6729262|1|A
1|25-56-068-1-152T|-5|306505|6729270|1|A
1|25-57-246-1-044T|1|949790|6869223|1|C
1|25-57-263-1-041T|-25|1003664|6861332|1|0
2|25-57-265-1-045T|-6|1005431|6846605|1|0
1|25-57-265-1-045T|5|1005438|6846612|1|0
1|25-58-187-1-118T|19|697137|6708712|1|0
1|25-58-191-1-115T|7|711946|6713773|1|B
1|25-59-169-1-026T|-14|737551|7002081|1|B
1|25-60-138-1-055T|7|615192|6947030|1|H
1|25-61-122-1-105T|-8|516578|6814263|1|C
1|25-61-129-1-107T|22|535530|6801320|1|C
1|25-62-127-1-028T|29|610441|7039388|1|B
2|25-62-128-1-010T|6|631907|7092044|1|0
1|25-62-128-1-010T|-18|631885|7092053|1|0
2|25-63-195-1-178T|-26|659301|6521569|1|H
1|25-63-195-1-178T|25|659342|6521538|1|B
1|25-63-203-1-185T|-19|676123|6491530|1|B
1|25-64-149-1-290T|-3|407268|6233128|1|C
1|25-64-160-1-284T|1|446185|6239899|1|A
1|25-68-286-1-076T|-16|1036232|6732597|1|C
1|25-69-247-1-157T|0|836682|6530932|1|H
1|25-70-251-1-091T|9|916521|6723946|1|B
2|25-71-223-1-135T|-19|787009|6620714|1|H
1|25-71-223-1-135T|0|787027|6620708|1|H
1|25-71-224-1-147T|-4|778053|6584116|1|H
1|25-71-225-1-137T|14|791514|6612665|1|H
1|25-71-226-1-147T|-11|784539|6582344|1|H
1|25-71-239-1-137T|-1|833315|6598839|1|H
1|25-72-108-1-118T|3|461438|6789993|1|C
2|25-72-126-1-124T|0|508828|6752790|1|B
1|25-72-126-1-124T|8|508830|6752782|1|C
1|25-73-281-1-151T|27|944693|6513320|1|B
2|25-74-277-1-138T|10|945574|6556519|1|B
1|25-74-277-1-138T|-3|945565|6556528|1|C
1|25-77-178-1-074T|23|715039|6849573|1|B
1|25-78-141-1-081T|8|597204|6866556|1|B
1|25-79-110-1-168T|7|415430|6638365|1|B
1|25-79-116-1-175T|-3|426470|6611412|1|C
1|25-79-132-1-190T|23|459046|6549972|1|B
1|25-79-133-1-184T|20|467703|6566821|1|B
1|25-80-150-1-045T|-25|661471|6964887|1|H
1|25-81-204-1-254T|-15|608243|6284774|1|C
1|25-81-207-1-240T|7|631604|6323505|1|0
1|25-81-207-1-256T|-13|615465|6276021|1|B
2|25-81-226-1-243T|-14|685929|6294700|1|0
1|25-81-226-1-243T|-27|685916|6294704|1|0
2|25-82-178-1-247T|-22|538256|6332562|1|0
1|25-82-178-1-247T|22|538298|6332572|1|C
1|25-83-313-1-236T|0|952686|6226765|1|0
1|25-83-315-1-218T|2|976917|6279018|1|C
2|25-85-095-1-167T|-4|372472|6656124|1|0
1|25-85-095-1-167T|8|372479|6656114|1|B
2|25-85-099-1-168T|16|382745|6649112|1|0
1|25-85-099-1-168T|4|382733|6649112|1|H
1|25-86-124-1-152T|-25|473723|6671464|1|B
2|25-86-131-1-170T|-17|476360|6610787|1|B
1|25-86-131-1-170T|-8|476368|6610792|1|H
1|25-86-137-1-172T|25|492633|6598671|1|B
1|25-86-139-1-154T|1|516720|6649786|1|H
1|25-86-146-1-166T|5|525407|6606953|1|C
