npp|nppg|occ|auteurpi|datepi|note|cso|dbpi|pbpi|uspi|ufpi|tfpi|phpi|blpi|efpi|dupi|evof
25-76-125-1-059C|76541-F7050-6-5T|1|106|2024-05-21||6A||2||0|||0|||
25-76-137-1-059C|76551-F1010-7-7T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-77-169-1-078C|77552-F8080-6-6T|1|106|2024-05-21||1|0|2|X||2|0|0||0|
25-77-170-1-082C|77552-F8070-7-9T|1|106|2024-05-21||6A||2||0|||0|||
25-77-173-1-076C|77562-F0020-6-4T|1|106|2024-05-21||1|0|2|X||2|0|0||0|
25-77-179-1-070C|77562-F2060-5-2T|1|106|2024-05-21||6A||2||0|||0|||
25-77-182-1-071C|77562-F3040-5-8T|1|106|2024-05-21||6A||2||0|||0|||
25-78-140-1-079C|78552-F0000-4-0T|1|106|2024-05-21||6A||2||0|||0|||
25-79-118-1-167C|79534-F4060-8-2T|1|101|2024-03-22||6A||1||0|||0|||
25-79-125-1-180C|79535-F5040-2-8T|1|101|2024-03-22||1|R|2|X||2|0|0||0|
25-79-126-1-183C|79535-F5040-3-8T|1|101|2024-03-22||6A||2||0|||0|||
25-80-138-1-039C|80551-F3040-1-8T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-80-146-1-049C|80551-F4080-5-6T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-80-148-1-040C|80551-F6030-3-1T|1|82|2024-05-14||7||2||0|||0|||
25-80-149-1-039C|80551-F6070-2-9T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-80-156-1-043C|80551-F8040-4-8T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-80-158-1-045C|80551-F8080-5-6T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-81-199-1-247C|81558-F0090-0-3T|1|138|2024-04-08||6A||2||0|||0|||
25-81-204-1-239C|81557-F3020-8-4T|1|138|2024-04-08||6A||2||0|||0|||
25-81-214-1-237C|81557-F6040-8-8T|1|138|2024-04-08||6A||2||0|||0|||
25-82-183-1-244C|82547-F6040-7-8T|1|101|2024-03-22||6A||2||0|||0|||
25-82-198-1-237C|82557-F1060-7-2T|1|101|2024-03-22|chemin non individualisable|1|0|2|X||2|0|0||0|
25-83-302-1-222C|83588-F4030-3-1T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-83-311-1-220C|83588-F7020-3-4T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-83-322-1-221C|83598-F0040-4-8T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-83-327-1-216C|83598-F2040-3-8T|1|138|2024-04-09||3|0|2|X||2|0|0||0|
25-84-271-1-215C|84577-F5070-7-9T|1|138|2024-04-03||6A||2||0|||0|||
25-85-088-1-177C|85524-F4060-8-2T|1|106|2024-05-21||6A||2||0|||0|||
25-86-137-1-171C|86535-F9090-1-3T|1|101|2024-04-02||6A||2||0|||0|||
25-86-140-1-182C|86535-F9070-4-9T|1|101|2024-04-02||6A||2||0|||0|||
25-86-144-1-160C|86544-F3010-8-7T|1|101|2024-04-02||6A||2||0|||0|||
25-87-164-1-184C|87545-F6070-7-9T|1|101|2024-04-17||7||2||0|||0|||
25-87-167-1-177C|87545-F8030-6-1T|1|101|2024-04-17||1|0|2|X||2|0|0||0|
25-87-168-1-194C|87546-F6090-1-3T|1|101|2024-04-17||6A||2||0|||0|||
25-87-174-1-191C|87546-F9000-1-0T|1|101|2024-04-17||7||2||0|||0|||
25-88-243-1-068C|88583-F2000-1-0T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-88-254-1-075C|88583-F4060-4-2T|1|82|2024-05-14||6A||1||0|||0|||
25-88-262-1-057C|88582-F8080-9-6T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-88-262-1-066C|88583-F7090-2-3T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-89-189-1-094C|89563-F3020-3-4T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-89-189-1-105C|89563-F2010-6-7T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-89-194-1-091C|89563-F5000-3-0T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-89-213-1-103C|89563-F9050-8-5T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-95-144-1-072C|95552-F1090-2-3T|1|240|2024-05-13||5|0|2|X||2|0|0||0|
20-19-192-1-192C|20-19-0536-0631T|1|101|2024-04-22||1|0|2|X||2|0|0||0|
20-21-227-1-093C|20-21-0740-0369T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
20-21-228-1-112C|20-21-0724-0427T|1|169|2024-05-03||6A||2||0|||0|||
20-21-231-1-114C|20-21-0731-0436T|1|169|2024-05-03|<VD>|3|5|2|X||2|0|X||0|
25-01-256-1-138C|01575-F8090-3-3T|1|169|2024-05-02||1|0|2|X||2|0|0||0|
25-01-259-1-138C|01575-F9080-3-6T|1|169|2024-05-02||1|0|2|X||2|0|0||0|
25-01-265-1-138C|01585-F1060-4-2T|1|169|2024-05-02||1|0|2|X||2|0|0||0|
25-01-265-1-147C|01585-F0070-6-9T|1|169|2024-05-02||1|0|2|X||2|0|0||0|
25-02-169-1-040C|02561-F2060-5-2T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-02-177-1-052C|02561-F3080-9-6T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-02-181-1-032C|02561-F7000-4-0T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-02-183-1-048C|02561-F6000-9-0T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-03-187-1-154C|03555-F6060-1-2T|1|169|2024-05-02||6A||2||0|||0|||
25-03-192-1-144C|03554-F9010-8-7T|1|101|2024-03-22||6A||2||0|||0|||
25-03-194-1-149C|03555-F9020-0-4T|1|169|2024-05-02||1|0|2|X||2|0|0||0|
25-03-216-1-162C|03565-F4050-6-5T|1|169|2024-05-03||3|5|2|X||2|0|0||0|
25-04-289-1-211C|04587-F1050-8-5T|1|138|2024-03-26||6A||2||0|||0|||
25-04-298-1-194C|04587-F5090-4-3T|1|138|2024-03-26||3|H|2|X||2|0|0||0|
25-04-298-1-195C|04587-F5080-4-6T|1|138|2024-03-26||3|5|2|X||2|0|0||0|
25-04-300-1-203C|04587-F5060-7-2T|1|138|2024-03-26||4L|0|2|X|0|2||0||0|
25-04-301-1-191C|04587-F7010-3-7T|1|138|2024-03-26||7||2||0|||0|||
25-05-291-1-197C|05587-F3050-4-5T|1|138|2024-03-27||6A||2||0|||0|||
25-05-294-1-185C|05587-F5060-1-2T|1|138|2024-03-27||6A||1||0|||0|||
25-05-309-1-176C|05597-F1000-0-0T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-06-321-1-196C|06597-F2060-7-2T|1|138|2024-03-27||6H||2||0|||0|||
25-06-321-1-208C|06598-F1040-0-8T|1|138|2024-03-27||6H||2||0|||0|||
25-06-326-1-210C|06598-F2070-1-9T|1|138|2024-03-27||6A||2||0|||0|||
25-07-253-1-212C|07577-F0060-5-2T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-07-257-1-191C|07576-F3090-9-3T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-07-262-1-205C|07577-F4000-4-0T|1|138|2024-03-27||6A||2||0|||0|||
25-08-192-1-044C|08561-F9010-8-7T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-08-201-1-026C|08571-F3060-4-2T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-08-208-1-029C|08571-F5040-5-8T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-09-195-1-289C|09549-F5050-2-5T|1|138|2024-03-27||3|0|2|X||2|0|0||0|
25-09-200-1-276C|09548-F8030-9-1T|1|138|2024-03-27||1|0|2|X||2|0|0||0|
25-09-204-1-270C|09558-F0010-7-7T|1|138|2024-03-27||6A||2||0|||0|||
25-10-196-1-072C|10562-F7050-7-5T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-10-203-1-094C|10563-F7040-4-8T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-11-235-1-266C|11558-F9080-9-6T|1|138|2024-04-03||3|5|2|X||2|0|0||0|
25-12-212-1-219C|12557-F7060-3-2T|1|138|2024-04-08||1|0|2|X||2|0|0||0|
25-12-214-1-221C|12557-F8000-4-0T|1|138|2024-04-08||6A||2||0|||0|||
25-12-224-1-236C|12557-F9050-9-5T|1|138|2024-04-08||1|0|2|X||2|0|0||0|
25-12-229-1-237C|12568-F0090-0-3T|1|138|2024-04-08||3|0|2|X||2|0|0||0|
25-12-234-1-236C|12568-F2050-0-5T|1|138|2024-04-08||1|0|2|X||2|0|0||0|
25-13-283-1-235C|13578-F7030-5-1T|1|138|2024-04-08|<pb> |3|5|2|X||2|0|0||0|
25-13-288-1-230C|13578-F9030-4-1T|1|138|2024-04-08||3|5|2|X||2|0|0||0|
25-13-292-1-231C|13588-F0040-4-8T|1|138|2024-04-08||6A||2||0|||0|||
25-14-100-1-085C|14532-F7040-1-8T|1|106|2024-05-14||6A||2||0|||0|||
25-14-104-1-085C|14532-F8060-2-2T|1|106|2024-05-14||6A||2||0|||0|||
25-15-198-1-206C|15556-F4070-7-9T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-15-211-1-190C|15566-F0020-4-4T|1|169|2024-05-03||6H||2||0|||0|||
25-16-134-1-201C|16536-F6000-0-0T|1|101|2024-03-22||6A||2||0|||0|||
25-16-134-1-209C|16536-F5020-2-4T|1|101|2024-03-22||6A||2||0|||0|||
25-16-147-1-201C|16536-F9090-1-3T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-16-152-1-189C|16545-F2060-8-2T|1|101|2024-03-22||6A||1||0|||0|||
25-16-154-1-188C|16545-F3030-8-1T|1|101|2024-03-22||6A||2||0|||0|||
25-17-115-1-196C|17535-F0080-6-6T|1|101|2024-03-22||6A||2||0|||0|||
25-17-119-1-199C|17535-F1070-7-9T|1|101|2024-03-22||6A||2||0|||0|||
25-17-129-1-215C|17536-F3010-3-7T|1|101|2024-03-22||1|0|2|X||1|0|0||0|
25-18-183-1-126C|18554-F8020-2-4T|1|101|2024-03-22||6A||2||0|||0|||
25-18-188-1-125C|18554-F9080-2-6T|1|101|2024-03-22||6A||2||0|||0|||
25-19-170-1-198C|19546-F7010-2-7T|1|101|2024-04-17||1|0|2|X||2|0|0||0|
25-19-182-1-198C|19556-F0070-3-9T|1|101|2024-04-22||1|0|2|X||2|0|0||0|
25-19-187-1-206C|19556-F1040-6-8T|1|101|2024-04-22||1|0|2|X||2|0|0||0|
25-19-189-1-187C|19556-F3090-1-3T|1|101|2024-04-22||1|0|2|X||2|0|0||0|
25-21-213-1-100C|21563-F9080-7-6T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-21-214-1-093C|21573-F0080-5-6T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-21-216-1-103C|21573-F0040-8-8T|1|169|2024-05-03||6A||2||0|||0|||
25-21-217-1-096C|21573-F1040-6-8T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-21-217-1-099C|21573-F1010-7-7T|1|169|2024-05-03||6A||2||0|||0|||
25-21-240-1-096C|21573-F8030-9-1T|1|169|2024-05-03||6A||2||0|||0|||
25-21-241-1-104C|21574-F7080-1-6T|1|169|2024-05-03||6A||2||0|||0|||
25-21-242-1-105C|21574-F8000-2-0T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-22-030-1-117C|22512-F3020-4-4T|1|106|2024-05-14||1|1|1|X||2|0|0||0|
25-22-032-1-136C|22513-F1090-0-3T|1|106|2024-05-14||6A||2||0|||0|||
25-22-056-1-117C|22522-F1000-7-0T|1|106|2024-05-14||6A||2||0|||0|||
25-23-173-1-175C|23555-F0030-6-1T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-23-174-1-171C|23555-F1000-5-0T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-23-185-1-180C|23555-F3040-8-8T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-24-147-1-218C|24536-F8020-6-4T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-24-149-1-214C|24536-F9020-5-4T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-24-159-1-227C|24547-F0090-0-3T|1|101|2024-03-22||6A||2||0|||0|||
25-24-162-1-208C|24546-F3070-4-9T|1|101|2024-03-22||6A||2||0|||0|||
25-24-164-1-208C|24546-F4030-5-1T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-24-173-1-227C|24547-F5010-1-7T|1|101|2024-03-22||6A||2||0|||0|||
25-24-177-1-224C|24547-F6060-1-2T|1|101|2024-03-22||1|1|1|X||2|0|0||0|
25-25-271-1-089C|25584-F8030-0-1T|1|169|2024-05-03||6A||2||0|||0|||
25-26-261-1-177C|26576-F6050-5-5T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-26-263-1-178C|26576-F7000-6-0T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-26-264-1-198C|26577-F5030-2-1T|1|138|2024-04-03||1|0|2|V||2|0|0||0|
25-26-270-1-199C|26577-F7000-3-0T|1|138|2024-04-03||1|1|1|X||2|0|0||U|
25-26-272-1-185C|26576-F9000-9-0T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-26-284-1-206C|26587-F0050-6-5T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-27-124-1-088C|27542-F4030-5-1T|1|106|2024-05-14||1|0|2|X||2|0|0||0|
25-27-128-1-083C|27542-F6000-4-0T|1|106|2024-05-14||1|0|2|X||2|0|0||0|
25-27-129-1-073C|27542-F7030-1-1T|1|106|2024-05-14||6A||2||0|||0|||
25-27-129-1-089C|27542-F5070-5-9T|1|106|2024-05-14||6A||2||0|||0|||
25-27-132-1-075C|27542-F8000-2-0T|1|106|2024-05-14||6A||2||0|||0|||
25-27-137-1-083C|27542-F8070-4-9T|1|106|2024-05-14||1|0|2|X||2|0|0||0|
25-28-132-1-108C|28543-F4070-1-9T|1|106|2024-05-14||6A||2||0|||0|||
25-28-135-1-096C|28542-F6080-8-6T|1|106|2024-05-14||6A||2||0|||0|||
25-28-137-1-093C|28542-F7070-7-9T|1|106|2024-05-14||6A||2||0|||0|||
25-28-140-1-103C|28543-F7060-1-2T|1|106|2024-05-14||6A||2||0|||0|||
25-29-023-1-124C|29512-F0040-5-8T|1|106|2024-05-14||6A||2||0|||0|||
25-29-025-1-138C|29503-F9060-0-2T|1|106|2024-05-14||6A||2||0|||0|||
25-29-027-1-150C|29503-F9000-4-0T|1|106|2024-05-14||6A||2||0|||0|||
25-29-033-1-149C|29513-F0090-4-3T|1|106|2024-05-14||6A||2||0|||0|||
25-29-035-1-152C|29513-F1020-5-4T|1|106|2024-05-14||1|0|2|X||2|0|0||0|
25-2B-346-1-233C|2B509-F9031-5-1T|1|138|2024-04-03||8||2|||||0|||
25-2B-355-1-224C|2B519-F2091-3-3T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-2B-358-1-226C|2B519-F3061-4-2T|1|138|2024-04-03||7||2||1|||0|||
25-30-235-1-226C|30567-F3080-7-6T|1|138|2024-04-09||6A||2||0|||0|||
25-30-248-1-212C|30567-F9010-4-7T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-30-257-1-223C|30577-F0070-8-9T|1|138|2024-04-09||6A||2||0|||0|||
25-30-258-1-230C|30578-F0030-1-1T|1|138|2024-04-09||3|0|2|X||2|0|0||0|
25-30-261-1-217C|30577-F2050-7-5T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-30-268-1-219C|30577-F4040-8-8T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-30-269-1-218C|30577-F4080-8-6T|1|138|2024-04-09||6H||2||0|||0|||
25-31-186-1-257C|31548-F6000-2-0T|1|138|2024-04-09||6A||1||0|||0|||
25-31-187-1-268C|31548-F5020-5-4T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-31-200-1-255C|31558-F0040-2-8T|1|138|2024-04-09||7||2||0|||0|||
25-31-200-1-261C|31548-F9080-4-6T|1|138|2024-04-09||6A||2||0|||0|||
25-31-200-1-268C|31548-F9010-6-7T|1|138|2024-04-09||6A||2||0|||0|||
25-33-125-1-230C|33536-F0040-7-8T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-33-127-1-220C|33536-F2000-5-0T|1|101|2024-03-22||6A||2||0|||0|||
25-33-133-1-229C|33536-F2090-8-3T|1|101|2024-03-22||6A||2||0|||0|||
25-33-136-1-221C|33536-F4060-6-2T|1|101|2024-03-22||1|7|2|X||2|0|0||0|
25-33-147-1-240C|33537-F6000-3-0T|1|101|2024-03-22||6A||2||0|||0|||
25-33-149-1-236C|33537-F7000-2-0T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-34-237-1-240C|34568-F3000-2-0T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-34-239-1-241C|34568-F3050-2-5T|1|138|2024-04-09||3|5|2|X||2|0|0||0|
25-34-239-1-248C|34568-F2080-4-6T|1|138|2024-04-09||6A||2||0|||0|||
25-34-242-1-240C|34568-F4050-2-5T|1|138|2024-04-09||1|4|2|X||2|0|0||0|
25-34-253-1-237C|34568-F8010-2-7T|1|138|2024-04-09||6A||2||0|||0|||
25-35-075-1-128C|35523-F5060-2-2T|1|106|2024-05-20||6A||2||0|||0|||
25-35-081-1-124C|35523-F7080-1-6T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-36-152-1-151C|36544-F6040-6-8T|1|101|2024-04-02||6A||2||0|||0|||
25-36-152-1-160C|36544-F5050-9-5T|1|101|2024-04-02||6A||2||0|||0|||
25-36-168-1-151C|36554-F1020-8-4T|1|101|2024-04-02||1|0|2|X||2|0|0||0|
25-37-134-1-149C|37544-F1020-4-4T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-37-143-1-148C|37544-F4000-5-0T|1|106|2024-05-20||6A||2||0|||0|||
25-38-262-1-162C|38576-F8030-1-1T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-38-264-1-166C|38576-F8050-2-5T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-38-279-1-170C|38586-F2060-5-2T|1|169|2024-05-03||6A||2||0|||0|||
25-38-280-1-161C|38586-F3080-2-6T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-38-284-1-177C|38586-F3040-7-8T|1|169|2024-05-03||3|H|2|X||2|X|0||0|
25-39-255-1-106C|39584-F1080-3-6T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-39-258-1-118C|39584-F1050-7-5T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-39-269-1-123C|39585-F4030-0-1T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-40-135-1-266C|40527-F9080-9-6T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-40-137-1-254C|40537-F1060-6-2T|1|101|2024-03-22||6A||2||0|||0|||
25-40-142-1-259C|40537-F2060-8-2T|1|101|2024-03-22||6A||2||0|||0|||
25-40-142-1-269C|40538-F1060-1-2T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-41-152-1-122C|41543-F9030-8-1T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-41-154-1-126C|41543-F9050-9-5T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-41-160-1-132C|41554-F0070-1-9T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-43-228-1-196C|43566-F4070-7-9T|1|169|2024-05-03||6H||2||0|||0|||
25-43-228-1-200C|43566-F4030-9-1T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-43-241-1-192C|43566-F9000-8-0T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-43-243-1-182C|43576-F0060-5-2T|1|169|2024-05-03||6A||2||0|||0|||
25-44-079-1-144C|44523-F5020-7-4T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-44-081-1-149C|44523-F5030-9-1T|1|106|2024-05-20||6A||2||0|||0|||
25-44-083-1-155C|44524-F5030-1-1T|1|106|2024-05-20||6A||2||0|||0|||
25-44-087-1-167C|44524-F5030-5-1T|1|106|2024-05-20||6A||2||0|||0|||
25-45-158-1-101C|45553-F3020-2-4T|1|106|2024-05-20||6A||2||0|||0|||
25-45-170-1-112C|45553-F5070-6-9T|1|106|2024-05-20|<pb resolu> |3|5|2|X||2|0|0||0|
25-45-180-1-112C|45553-F8070-7-9T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-45-184-1-115C|45553-F9060-9-2T|1|106|2024-05-20||6A||2||0|||0|||
25-46-183-1-224C|46547-F8040-1-8T|1|101|2024-03-22||6A||2||0|||0|||
25-46-186-1-215C|46556-F0020-9-4T|1|101|2024-03-22||3|0|2|X||2|0|0||0|
25-47-161-1-244C|47537-F9080-5-6T|1|101|2024-03-22||7||2||0|||0|||
25-47-169-1-242C|47547-F2040-5-8T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-47-173-1-234C|47547-F4040-3-8T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-48-243-1-219C|48567-F6090-6-3T|1|138|2024-04-05||1|0|2|X||2|0|0||0|
25-49-117-1-148C|49534-F6020-2-4T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-50-061-1-080C|50521-F6020-6-4T|1|106|2024-05-20||7||2||0|||0|||
25-50-066-1-074C|50521-F8030-5-1T|1|106|2024-05-20||4L|5|2|X|0|2||0||0|
25-50-079-1-105C|50522-F9010-5-7T|1|106|2024-05-20||1|1|1|X||2|0|0||0|
25-51-188-1-061C|51562-F6020-3-4T|1|82|2024-05-14||9||2|||||0|||
25-51-188-1-069C|51562-F5040-5-8T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-51-207-1-054C|51572-F2060-3-2T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-51-209-1-070C|51572-F1060-8-2T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-51-212-1-065C|51572-F3000-7-0T|1|82|2024-05-14||1|2|2|X||2|0|0||0|
25-52-219-1-083C|52573-F3030-3-1T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-52-221-1-070C|52572-F5020-9-4T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-52-221-1-073C|52573-F4090-0-3T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-52-223-1-072C|52573-F5060-0-2T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-52-238-1-077C|52573-F9060-3-2T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-52-240-1-088C|52573-F9010-6-7T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-53-092-1-120C|53533-F1050-1-5T|1|106|2024-05-20||6A||2||0|||0|||
25-54-231-1-035C|54581-F1070-9-9T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-54-237-1-050C|54582-F2000-5-0T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-54-248-1-059C|54582-F4040-8-8T|1|82|2024-05-14||1|0|1|X||2|0|0||0|
25-55-214-1-056C|55572-F4050-4-5T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-55-223-1-057C|55572-F7010-5-7T|1|82|2024-05-14||6A||2||0|||0|||
25-56-038-1-150C|56513-F2030-5-1T|1|106|2024-05-21||6A||2||0|||0|||
25-56-043-1-137C|56513-F5010-1-7T|1|106|2024-05-21||6A||2||0|||0|||
25-57-233-1-033C|57581-F2050-9-5T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-57-240-1-030C|57581-F4090-9-3T|1|82|2024-05-14||4L|0|2|X|0|2||0||0|
25-57-251-1-044C|57582-F6080-4-6T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-57-258-1-033C|57592-F0000-2-0T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-57-262-1-044C|57592-F0010-5-7T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-57-270-1-032C|57592-F3070-2-9T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-59-135-1-004C|59550-F6000-1-0T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-59-155-1-018C|59560-F0060-7-2T|1|240|2024-05-30|<auto>|1|0|2|X||2|0|0||0|
25-59-161-1-029C|59561-F1030-1-1T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-60-149-1-065C|60552-F4010-0-7T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-60-166-1-058C|60552-F9090-0-3T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-60-167-1-055C|60561-F0050-9-5T|1|82|2024-05-14||5|0|2|X||2|0|0||0|
25-61-091-1-105C|61532-F2070-6-9T|1|106|2024-05-21|<pb resolu> |3|5|2|X||1|0|0||0|
25-61-092-1-103C|61532-F3020-6-4T|1|106|2024-05-21||6A||2||0|||0|||
25-61-113-1-101C|61532-F9070-7-9T|1|106|2024-05-21||6A||2||0|||0|||
25-61-115-1-097C|61542-F0070-6-9T|1|106|2024-05-21||6A||1||0|||0|||
25-62-123-1-011C|62550-F1070-1-9T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-62-123-1-022C|62550-F0060-5-2T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-62-128-1-024C|62550-F1090-6-3T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-62-137-1-030C|62550-F4000-9-0T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-62-142-1-022C|62550-F6030-7-1T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-62-148-1-026C|62550-F7070-8-9T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-63-209-1-167C|63565-F1090-7-3T|1|169|2024-05-03||6A||2||0|||0|||
25-63-218-1-164C|63565-F4090-7-3T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-63-219-1-167C|63565-F4090-8-3T|1|169|2024-05-03||6A||2||0|||0|||
25-63-220-1-175C|63566-F4040-0-8T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-63-220-1-180C|63566-F3090-2-3T|1|169|2024-05-03||6A||2||0|||0|||
25-63-220-1-182C|63566-F3070-2-9T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-64-122-1-292C|64528-F3030-6-1T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-64-128-1-283C|64528-F6000-4-0T|1|101|2024-03-22||7||2||0|||0|||
25-64-132-1-295C|64528-F6000-8-0T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-64-148-1-287C|64538-F1060-7-2T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-64-150-1-281C|64538-F2080-5-6T|1|101|2024-03-22||6A||2||0|||0|||
25-64-153-1-281C|64538-F3070-5-9T|1|101|2024-03-22||6A||2||0|||0|||
25-64-156-1-287C|64538-F4000-8-0T|1|101|2024-03-22||3|0|2|X||2|0|0||0|
25-65-176-1-277C|65548-F1000-7-0T|1|101|2024-03-22||6A||2||0|||0|||
25-66-220-1-289C|66559-F3000-5-0T|1|138|2024-04-09||6H||2||0|||0|||
25-66-223-1-291C|66559-F3070-5-9T|1|138|2024-04-09||6A||2||0|||0|||
25-66-225-1-290C|66559-F4040-5-8T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-66-229-1-285C|66559-F6010-4-7T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-66-230-1-287C|66559-F6020-5-4T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-66-236-1-272C|66559-F9050-1-5T|1|138|2024-04-09||4L|0|2|X|0|2||0||0|
