npp|nppg|occ|auteurpi|datepi|note|cso|dbpi|pbpi|uspi|ufpi|tfpi|phpi|blpi|efpi|dupi|evof
25-2B-351-1-224C|2B519-F1071-2-9T|1|138|2024-04-03||6A||2||0|||0|||
25-2B-352-1-212C|2B518-F3021-9-4T|1|138|2024-04-03||1|0|2|X||2|0|0||0|
25-2B-355-1-218C|2B519-F3051-1-5T|1|138|2024-04-03||6H||2||0|||0|||
25-2B-363-1-234C|2B519-F4031-7-1T|1|138|2024-04-03||7||2||0|||0|||
25-30-247-1-216C|30567-F8040-5-8T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-30-259-1-238C|30568-F9080-3-6T|1|138|2024-04-09||3|5|2|X||2|0|0||0|
25-30-268-1-228C|30578-F3050-1-5T|1|138|2024-04-09||6A||2||0|||0|||
25-31-180-1-272C|31548-F2070-5-9T|1|138|2024-04-09||6A||2||0|||0|||
25-31-195-1-254C|31548-F9000-2-0T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-32-167-1-267C|32538-F9030-3-1T|1|101|2024-03-22||6A||2||0|||0|||
25-32-170-1-251C|32547-F1080-8-6T|1|101|2024-03-22||6A||2||0|||0|||
25-32-184-1-270C|32548-F4010-5-7T|1|101|2024-03-22||6A||2||0|||0|||
25-33-122-1-223C|33536-F0020-5-4T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-33-128-1-225C|33536-F1080-6-6T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-33-128-1-238C|33537-F0050-0-5T|1|101|2024-03-22||7||2||0|||0|||
25-33-132-1-228C|33536-F2070-7-9T|1|101|2024-03-22||6A||2||0|||0|||
25-33-136-1-226C|33536-F4010-7-7T|1|101|2024-03-22||6A||2||0|||0|||
25-33-141-1-247C|33537-F3050-4-5T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-33-143-1-247C|33537-F4010-4-7T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-34-238-1-237C|34568-F3060-1-2T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-34-246-1-246C|34568-F5010-4-7T|1|138|2024-04-09||6A||2||0|||0|||
25-34-248-1-239C|34568-F6040-2-8T|1|138|2024-04-09||3|5|2|X||2|0|0||0|
25-35-072-1-138C|35523-F3070-4-9T|1|106|2024-05-20||1|H|2|X||2|0|0||0|
25-35-077-1-137C|35523-F5030-5-1T|1|106|2024-05-20||6A||2||0|||0|||
25-35-080-1-133C|35523-F6060-4-2T|1|106|2024-05-20||7||2||0|||0|||
25-36-159-1-162C|36545-F7040-0-8T|1|101|2024-04-02||6A||2||0|||0|||
25-36-163-1-136C|36554-F1020-3-4T|1|101|2024-04-02||6A||2||0|||0|||
25-36-166-1-159C|36545-F9080-0-6T|1|101|2024-04-02||6A||2||0|||0|||
25-37-132-1-149C|37544-F0060-4-2T|1|106|2024-05-20||6A||2||0|||0|||
25-37-143-1-139C|37544-F4090-2-3T|1|106|2024-05-20||6A||2||0|||0|||
25-37-143-1-143C|37544-F4050-3-5T|1|106|2024-05-20||6A||2||0|||0|||
25-37-146-1-145C|37544-F5020-4-4T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-38-264-1-168C|38576-F8030-3-1T|1|169|2024-05-03||6A||2||0|||0|||
25-38-265-1-166C|38576-F8080-2-6T|1|169|2024-05-03||6A||2||0|||0|||
25-38-267-1-174C|38576-F8060-5-2T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-38-268-1-171C|38576-F9020-4-4T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-38-274-1-175C|38586-F0060-6-2T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-38-278-1-177C|38586-F1060-7-2T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-38-284-1-178C|38586-F3030-8-1T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-39-247-1-107C|39574-F9030-3-1T|1|169|2024-05-03||6A||2||0|||0|||
25-39-250-1-114C|39574-F9050-5-5T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-39-263-1-133C|39585-F1050-2-5T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-40-126-1-265C|40527-F7020-8-4T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-40-127-1-264C|40527-F7060-8-2T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-40-137-1-267C|40538-F0030-0-1T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-40-141-1-250C|40537-F3020-5-4T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-41-136-1-117C|41543-F5000-5-0T|1|106|2024-05-20||6A||2||0|||0|||
25-41-144-1-121C|41543-F7000-7-0T|1|106|2024-05-20||1|1|1|X||2|3|0||0|
25-41-152-1-132C|41544-F8030-1-1T|1|106|2024-05-20||5|0|2|X||2|0|0||0|
25-41-153-1-132C|41544-F8060-1-2T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-41-161-1-122C|41553-F2000-9-0T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-41-167-1-119C|41553-F4010-8-7T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-42-221-1-154C|42565-F6080-4-6T|1|169|2024-05-03||6A||2||0|||0|||
25-43-223-1-185C|43566-F4030-4-1T|1|169|2024-05-03|coupe récente|1|0|2|X||2|0|0||0|
25-44-091-1-156C|44524-F7060-2-2T|1|106|2024-05-20||6A||2||0|||0|||
25-45-160-1-108C|45553-F3010-4-7T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-45-167-1-109C|45553-F5010-5-7T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-45-182-1-103C|45563-F0020-5-4T|1|106|2024-05-20||6A||2||0|||0|||
25-45-183-1-113C|45553-F9050-8-5T|1|106|2024-05-20||6A||2||0|||0|||
25-46-182-1-227C|46547-F7080-2-6T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-46-187-1-224C|46547-F9060-2-2T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-46-193-1-233C|46557-F0050-5-5T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-46-195-1-210C|46556-F3040-8-8T|1|101|2024-03-22||6A||2||0|||0|||
25-47-151-1-242C|47537-F7000-4-0T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-47-159-1-239C|47537-F9070-3-9T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-47-161-1-250C|47537-F9020-7-4T|1|101|2024-03-22||6A||2||0|||0|||
25-47-168-1-240C|47547-F2030-5-1T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-48-221-1-203C|48566-F1090-9-3T|1|138|2024-04-05||6A||2||0|||0|||
25-48-223-1-212C|48567-F1060-2-2T|1|138|2024-04-05||6H||2||0|||0|||
25-48-229-1-222C|48567-F2040-5-8T|1|138|2024-04-05||1|0|2|X||2|0|0||0|
25-48-231-1-206C|48567-F4060-1-2T|1|138|2024-04-05||1|0|2|X||2|0|0||0|
25-48-233-1-215C|48567-F4030-4-1T|1|138|2024-04-05||1|0|2|X||2|0|0||0|
25-48-239-1-206C|48567-F7000-2-0T|1|138|2024-04-05|<pb> |6A||2||0|||0|||
25-49-115-1-149C|49534-F5050-2-5T|1|106|2024-05-20||6A||2||0|||0|||
25-50-073-1-106C|50522-F7020-5-4T|1|106|2024-05-20||6A||2||0|||0|||
25-50-083-1-092C|50532-F1060-2-2T|1|106|2024-05-20||6A||2||0|||0|||
25-51-191-1-067C|51562-F6050-5-5T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-51-195-1-050C|51562-F9040-0-8T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-51-201-1-048C|51572-F1040-0-8T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-51-205-1-055C|51572-F1090-3-3T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-51-210-1-065C|51572-F2040-6-8T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-51-213-1-057C|51572-F4010-4-7T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-51-217-1-061C|51572-F4090-6-3T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-52-220-1-074C|52573-F4050-0-5T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-52-239-1-092C|52573-F8040-7-8T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-52-243-1-082C|52583-F0060-5-2T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-53-102-1-118C|53533-F4070-1-9T|1|106|2024-05-20||1|0|2|X||2|0|0||0|
25-54-243-1-047C|54582-F4010-4-7T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-54-247-1-052C|54582-F4080-6-6T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-55-218-1-050C|55572-F6030-3-1T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-55-219-1-046C|55572-F7000-2-0T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-55-220-1-048C|55572-F7010-2-7T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-55-221-1-054C|55572-F6080-4-6T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-56-043-1-146C|56513-F4020-4-4T|1|106|2024-05-21||6A||2||0|||0|||
25-56-047-1-141C|56513-F5090-3-3T|1|106|2024-05-21||6A||2||0|||0|||
25-56-049-1-151C|56513-F5050-6-5T|1|106|2024-05-21||6A||2||0|||0|||
25-56-066-1-141C|56523-F1060-5-2T|1|106|2024-05-21||6A||2||0|||0|||
25-56-067-1-150C|56523-F1000-8-0T|1|106|2024-05-21||6A||2||0|||0|||
25-57-235-1-029C|57581-F3050-8-5T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-57-239-1-036C|57582-F4000-1-0T|1|82|2024-05-14||6A||2||0|||0|||
25-58-204-1-133C|58564-F3080-6-6T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-58-210-1-129C|58564-F6000-6-0T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-58-215-1-137C|58564-F6070-8-9T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-59-171-1-026C|59561-F4060-1-2T|1|240|2024-05-30|<auto>|1|0|2|X||2|0|0||0|
25-60-145-1-054C|60551-F4000-7-0T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-61-093-1-104C|61532-F3040-6-8T|1|106|2024-05-21||6A||2||0|||0|||
25-61-104-1-098C|61532-F7030-6-1T|1|106|2024-05-21||6A||2||0|||0|||
25-61-111-1-100C|61532-F9020-7-4T|1|106|2024-05-21||6A||2||0|||0|||
25-62-128-1-012C|62550-F3010-2-7T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-62-134-1-022C|62550-F3090-6-3T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-63-199-1-161C|63555-F9050-4-5T|1|169|2024-05-03||6A||2||0|||0|||
25-63-202-1-165C|63565-F0000-6-0T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-63-204-1-170C|63565-F0010-7-7T|1|169|2024-05-03||6A||2||0|||0|||
25-63-206-1-166C|63565-F1010-6-7T|1|169|2024-05-03||6A||2||0|||0|||
25-63-215-1-162C|63565-F4020-6-4T|1|169|2024-05-03||6A||2||0|||0|||
25-64-134-1-287C|64528-F7040-5-8T|1|101|2024-03-22||1|1|1|X||2|0|0||0|
25-64-143-1-298C|64529-F9000-0-0T|1|101|2024-03-22||6H||2||0|||0|||
25-64-157-1-299C|64539-F3010-1-7T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-64-158-1-290C|64538-F4030-9-1T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-64-160-1-285C|64538-F5040-7-8T|1|101|2024-03-22||6A||2||0|||0|||
25-65-161-1-287C|65538-F5050-8-5T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-65-164-1-288C|65538-F6030-9-1T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-65-167-1-289C|65538-F7010-9-7T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-65-168-1-297C|65539-F6060-2-2T|1|101|2024-03-22||4L|0|2|X|0|2||0||0|
25-65-169-1-282C|65538-F8040-7-8T|1|101|2024-03-22||6A||2||0|||0|||
25-65-173-1-297C|65539-F8010-2-7T|1|101|2024-03-22||4L|0|2|X|0|2||0||0|
25-65-174-1-283C|65538-F9080-8-6T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-65-178-1-294C|65539-F9090-2-3T|1|101|2024-03-22||6H||2||0|||0|||
25-66-213-1-293C|66559-F0050-5-5T|1|138|2024-04-09||6H||2||0|||0|||
25-66-216-1-291C|66559-F1060-5-2T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-66-228-1-281C|66559-F6020-3-4T|1|138|2024-04-09||6A||2||0|||0|||
25-66-239-1-284C|66559-F9020-5-4T|1|138|2024-04-09||4L|0|2|X|0|2||0||0|
25-67-278-1-044C|67592-F4090-7-3T|1|82|2024-05-14||6A||2||0|||0|||
25-68-273-1-056C|68593-F2020-0-4T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-68-273-1-070C|68593-F0080-4-6T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-68-274-1-065C|68593-F1060-3-2T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-68-283-1-073C|68593-F3050-6-5T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-69-238-1-158C|69575-F1050-7-5T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-69-240-1-144C|69575-F3050-3-5T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-69-240-1-155C|69575-F2040-6-8T|1|169|2024-05-03||1|0|2|X||2|0|0||0|
25-71-221-1-120C|71574-F0020-4-4T|1|169|2024-05-06||1|5|2|X||2|0|0||0|
25-71-237-1-126C|71574-F4040-7-8T|1|169|2024-05-06||6A||2||0|||0|||
25-71-239-1-119C|71574-F5070-5-9T|1|169|2024-05-06||6A||2||0|||0|||
25-71-240-1-118C|71574-F6010-5-7T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-72-123-1-121C|72543-F0070-4-9T|1|106|2024-05-21||1|0|2|X||2|0|0||0|
25-72-130-1-116C|72543-F3030-4-1T|1|106|2024-05-21||1|0|2|X||2|0|0||0|
25-73-283-1-152C|73586-F5060-0-2T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-73-301-1-147C|73596-F1050-0-5T|1|169|2024-05-06||8||2|||||0|||
25-73-307-1-152C|73596-F2080-2-6T|1|169|2024-05-06||6H||2||0|||0|||
25-74-280-1-147C|74585-F5020-8-4T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-74-283-1-130C|74585-F7080-3-6T|1|169|2024-05-06||6H||2||0|||0|||
25-74-284-1-127C|74585-F8040-2-8T|1|169|2024-05-06||1|0|2|X||2|0|0||0|
25-74-290-1-140C|74585-F8090-7-3T|1|169|2024-05-06||6A||2||0|||0|||
25-74-293-1-140C|74585-F9080-7-6T|1|169|2024-05-06||1|4|2|X||2|0|0||0|
25-74-295-1-135C|74595-F0090-6-3T|1|169|2024-05-06||1|0|2|U||1|0|0||0|
25-76-121-1-072C|76542-F5000-0-0T|1|208|2024-04-19|<auto>|6A||2||0|||0|||
25-76-122-1-066C|76541-F5090-8-3T|1|106|2024-05-21||1|0|2|X||2|0|0||0|
25-76-123-1-044C|76541-F8040-1-8T|1|208|2024-04-19|<auto>|6A||2||0|||0|||
25-76-123-1-045C|76541-F8030-2-1T|1|106|2024-05-21||1|0|2|X||2|0|0||0|
25-76-132-1-047C|76551-F0080-3-6T|1|106|2024-05-21||1|0|2|X||2|0|0||0|
25-76-133-1-055C|76551-F0030-6-1T|1|106|2024-05-21||6A||2||0|||0|||
25-76-134-1-055C|76551-F0060-6-2T|1|106|2024-05-21||6A||2||0|||0|||
25-77-169-1-091C|77553-F7050-0-5T|1|106|2024-05-21||1|0|2|X||2|0|0||0|
25-77-177-1-069C|77562-F2010-4-7T|1|106|2024-05-21||1|0|2|X||2|0|0||0|
25-77-183-1-074C|77562-F3040-6-8T|1|106|2024-05-21||6A||2||0|||0|||
25-77-184-1-074C|77562-F3070-6-9T|1|106|2024-05-21||6A||2||0|||0|||
25-78-144-1-088C|78552-F0030-7-1T|1|106|2024-05-21||1|0|1|X||2|0|0||0|
25-78-147-1-089C|78552-F1010-7-7T|1|106|2024-05-21||6A||2||0|||0|||
25-79-120-1-178C|79535-F4010-1-7T|1|101|2024-03-22||1|0|2|X||2|0|0||0|
25-79-127-1-168C|79534-F7020-9-4T|1|101|2024-04-02||6A||2||0|||0|||
25-79-134-1-181C|79535-F8000-4-0T|1|101|2024-03-22||6A||2||0|||0|||
25-80-129-1-037C|80551-F0090-0-3T|1|82|2024-05-14||6A||2||0|||0|||
25-80-152-1-037C|80551-F7080-2-6T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-80-153-1-035C|80551-F8030-2-1T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-80-161-1-032C|80561-F1000-2-0T|1|82|2024-05-14|<auto>|6A||2||0|||0|||
25-81-196-1-241C|81557-F0060-8-2T|1|138|2024-04-08||7||1||0|||0|||
25-81-197-1-247C|81558-F0030-0-1T|1|138|2024-04-08||1|0|2|X||2|0|0||U|
25-81-198-1-249C|81558-F0040-0-8T|1|138|2024-04-08||6A||2||0|||0|||
25-81-198-1-250C|81558-F0030-1-1T|1|138|2024-04-08||6A||2||0|||0|||
25-81-204-1-252C|81558-F1090-2-3T|1|138|2024-04-08||6A||2||0|||0|||
25-82-180-1-251C|82547-F4080-9-6T|1|101|2024-03-22||6A||2||0|||0|||
25-82-181-1-251C|82547-F5010-9-7T|1|101|2024-03-22||6A||2||0|||0|||
25-83-309-1-232C|83588-F5040-6-8T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-83-310-1-218C|83588-F7010-2-7T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-83-313-1-213C|83588-F8050-1-5T|1|138|2024-04-09||4L|0|2|X|0|2||0||0|
25-83-319-1-226C|83588-F9000-6-0T|1|138|2024-04-09||1|0|2|X||2|0|0||0|
25-84-281-1-212C|84577-F9000-8-0T|1|138|2024-04-03||3|0|2|X||2|0|0||0|
25-85-089-1-178C|85524-F4080-8-6T|1|106|2024-05-21||7||2||0|||0|||
25-86-132-1-177C|86535-F7080-2-6T|1|101|2024-04-02||6A||2||0|||0|||
25-87-168-1-197C|87546-F6060-2-2T|1|101|2024-04-17||6A||2||0|||0|||
25-87-172-1-193C|87546-F8020-1-4T|1|101|2024-04-17||4L|0|2|X|0|2||0||0|
25-88-248-1-067C|88583-F3060-1-2T|1|82|2024-05-14||1|0|2|X||2|0|0||0|
25-88-260-1-073C|88583-F6060-4-2T|1|82|2024-05-14||6A||2||0|||0|||
25-89-186-1-101C|89563-F1060-5-2T|1|169|2024-05-06||7||2||0|||0|||
25-89-199-1-103C|89563-F5030-7-1T|1|169|2024-05-06||6A||2||0|||0|||
25-91-162-1-085C|91552-F6000-8-0T|1|240|2024-05-13||1|0|2|X||2|0|0||0|
