campagne;idp;dep;csa;utip;bois;tform;gest;dist;iti;pentexp;portance;asperite;pro_psg;u_ex_ap_uicn;expl;st_x;st_y;visite;passage
2018;1343733;40;1;X;1;2;2;1;1;0;2;0;1;0;1;399272.9903692871;6326479.490252824;1;1
2018;1343766;41;1;X;1;2;2;NULL;0;0;1;0;2;2;0;608124.7182594794;6692425.418026699;1;1
2018;1343769;72;5;X;1;2;NULL;1;1;0;1;0;1;0;1;481187.0621102062;6809400.421365591;1;1
2018;1343771;79;1;X;1;2;2;1;1;0;2;0;2;0;1;437521.7644636413;6603910.609184;1;1
2018;1343776;45;1;X;1;2;2;1;1;0;1;0;1;0;1;682485.9153036926;6741764.968436627;1;1
2018;1343788;33;1;X;1;2;2;NULL;0;0;1;0;4;1;0;381996.86102299846;6412536.439052517;1;1
2018;1343795;54;1;X;1;2;1;1;1;0;1;0;2;0;1;971090.5748622321;6835236.614379486;1;1
2018;1343811;29;1;X;1;2;2;NULL;0;0;2;0;3;3;0;173523.49914786697;6825897.667566592;1;1
2018;1343815;21;1;X;1;2;2;NULL;0;0;1;0;4;0;0;817681.6526755017;6658679.434248493;1;1
2018;1343816;11;1;X;1;2;2;2;1;1;1;0;2;0;2;618450.0844900545;6254734.987869609;1;1
2018;1343858;68;1;X;1;2;2;1;1;0;1;0;2;0;1;1006250.0798863249;6740996.053275368;1;1
2018;1343883;33;1;X;1;2;1;1;1;0;1;0;2;0;1;459603.8155536861;6373934.775488803;1;1
2018;1343885;51;1;X;1;2;2;NULL;0;1;1;0;1;0;1;765576.1974567857;6876974.310419679;1;1
2018;1343907;64;1;X;1;2;0;1;1;2;1;0;4;3;3;444448.82212291623;6232206.134592127;1;1
2018;1343910;24;1;X;1;2;2;1;1;0;1;0;2;0;1;507851.68216399546;6409500.7277276395;1;1
2018;1343911;33;1;X;1;2;2;2;1;0;2;0;3;3;1;372400.04546811356;6460570.064518839;1;1
2018;1343929;54;1;X;1;2;2;NULL;0;0;1;0;3;0;0;923176.6739617827;6841646.2984650545;1;1
2018;1343930;89;1;X;1;2;2;NULL;0;0;1;0;4;0;0;746707.5198379059;6773200.247971369;1;1
2018;1343933;13;1;X;1;2;0;NULL;0;2;1;0;2;0;3;924409.9011850088;6288102.562633401;1;1
2018;1343939;2B;1;X;1;2;0;NULL;0;3;1;2;2;0;3;1218827.1800839074;6143699.284729446;1;1
2018;1343942;9;1;X;1;2;2;1;2;3;1;0;3;1;3;546149.552214482;6209387.720903579;1;1
2018;1343943;52;1;X;1;2;2;NULL;0;1;1;0;1;0;1;840910.0352790972;6804376.899147854;1;1
2018;1343957;7;1;X;1;2;2;NULL;0;1;1;0;3;0;1;837428.7001720878;6396738.476676934;1;1
2018;1343964;37;1;X;1;2;2;1;1;0;1;0;2;1;1;505909.3978261835;6657303.432002086;1;1
2018;1343974;34;1;X;1;2;1;NULL;0;3;1;0;4;2;3;694346.70775377;6252099.886232883;1;1
2018;1344006;70;1;X;1;2;2;NULL;0;1;1;0;3;2;1;950414.9694065106;6755468.910589842;1;1
2018;1344027;4;1;X;1;2;0;1;1;1;1;0;1;1;2;914609.6771876406;6310163.956580658;1;1
2018;1344035;8;1;X;1;2;2;NULL;0;0;1;0;3;0;0;847931.9789464258;6924243.860501926;1;1
2018;1344046;74;1;X;1;2;0;1;2;0;1;0;2;0;3;964918.6738880312;6583475.609076937;1;1
2018;1344054;4;1;X;1;2;0;2;1;4;NULL;NULL;4;2;3;966500.4233255533;6303723.4605932105;1;1
2018;1344055;33;1;X;1;2;1;1;1;0;2;0;2;0;1;372072.64073981397;6420610.180430116;1;1
2018;1344070;50;1;X;1;2;2;NULL;0;0;1;0;1;0;0;409911.37461172236;6891936.311901507;1;1
2018;1344078;21;1;X;1;2;2;2;1;1;1;0;3;0;2;842190.8922453301;6720423.92805069;1;1
2018;1344082;13;1;X;1;2;1;NULL;0;1;1;0;4;2;1;840572.113463639;6296812.049732369;1;1
2018;1344085;4;1;X;1;2;0;NULL;0;2;1;1;2;0;3;995194.6494774378;6387390.84497766;1;1
2018;1344106;87;1;X;1;2;2;2;1;1;1;0;1;0;2;578930.0567163107;6546785.209872754;1;1
2018;1344116;46;1;X;1;2;0;NULL;0;2;1;0;2;0;3;555486.8156528458;6371141.850760862;1;1
2018;1344117;55;1;X;1;2;1;NULL;0;0;1;0;3;0;0;853739.7059261799;6902206.448466327;1;1
2018;1344122;62;1;X;1;1;0;NULL;0;0;1;0;2;0;0;641101.624585933;7049936.224724903;1;1
2018;1344127;21;1;X;1;2;2;NULL;0;1;1;0;4;2;1;845794.7286296848;6674427.195738407;1;1
2018;1344132;42;1;X;1;2;0;NULL;0;0;1;0;2;0;0;778254.0313299698;6487158.371324108;1;1
2018;1344151;1;1;X;1;2;2;1;1;0;1;0;2;0;1;849039.7529561906;6586469.330512022;1;1
2018;1344155;73;1;X;1;2;0;1;2;4;NULL;NULL;2;1;3;934257.4411645447;6503808.33101484;1;1
2018;1344157;46;1;X;1;2;0;2;1;0;1;0;2;1;1;589734.829998613;6404823.379581299;1;1
2018;1344166;74;1;X;1;2;2;NULL;0;4;NULL;NULL;2;1;3;948433.5186124278;6525666.883091689;1;1
2018;1344172;71;1;X;1;1;2;NULL;0;0;1;0;2;0;0;757308.276432045;6609232.094554632;1;1
2018;1344200;8;1;X;1;2;2;NULL;0;1;1;0;2;0;1;835802.7570286025;6908356.673037957;1;1
2018;1344201;66;1;X;1;2;2;3;2;4;NULL;NULL;3;1;3;649609.3150738005;6158580.094308037;1;1
2018;1344205;27;1;X;1;2;1;NULL;0;0;1;0;2;0;0;515990.3436965333;6909050.972579161;1;1
2018;1344207;55;1;X;1;2;1;2;1;0;1;0;3;2;1;879791.3128494087;6909978.387496279;1;1
2018;1344209;26;1;X;1;2;0;3;2;1;1;0;1;0;3;899226.9084208976;6380225.430316353;1;1
2018;1344223;30;1;X;1;2;1;NULL;0;1;1;0;2;1;1;772867.8706056058;6323361.094037258;1;1
2018;1344233;32;5;X;1;2;NULL;1;1;0;1;0;1;0;1;471756.3877745713;6272937.066546991;1;1
2018;1344240;73;1;X;1;2;1;NULL;0;3;1;0;2;0;3;970274.5829539956;6509492.414554083;1;1
2018;1344249;38;1;X;1;2;2;1;1;3;1;0;2;0;3;871838.0693906011;6448395.11431344;1;1
2018;1344255;5;1;X;1;2;0;NULL;0;2;1;0;4;0;3;987168.5052693371;6383464.124234573;1;1
2018;1344263;45;1;X;1;2;2;NULL;0;0;1;0;3;2;0;656606.6380995725;6753974.646414371;1;1
2018;1344267;19;1;X;1;2;0;NULL;0;3;1;1;2;3;3;590051.7445150124;6442784.975431113;1;1
2018;1344268;63;1;X;1;2;1;1;1;3;1;1;2;1;3;728454.1557237956;6505564.606345669;1;1
2018;1344273;69;1;X;1;2;1;2;1;2;1;0;2;0;3;812833.7881073465;6558801.741540867;1;1
2018;1344275;41;1;X;1;2;2;NULL;0;0;1;0;2;0;0;560130.350041158;6688828.940092983;1;1
2018;1344276;45;1;X;1;2;2;NULL;0;0;1;0;1;0;0;682401.6813189283;6731772.781552121;1;1
2018;1344277;8;1;X;1;2;1;NULL;0;0;1;0;2;0;0;790173.0296560065;6948724.659227809;1;1
2018;1344309;12;1;X;1;2;2;NULL;0;0;1;0;2;2;0;726951.7898983175;6327745.78970439;1;1
2018;1344311;33;1;X;1;2;2;1;1;0;1;0;1;0;1;447583.4975498959;6370037.913354166;1;1
2018;1344339;13;1;X;1;2;1;1;1;0;1;0;1;2;1;904346.7440745329;6278285.316440076;1;1
2018;1344340;26;1;X;1;2;0;3;2;4;NULL;NULL;2;0;3;859269.2249976008;6380567.575868049;1;1
2018;1344350;80;1;X;1;2;2;1;1;0;1;0;2;1;1;606868.7226478566;7020237.0750728045;1;1
2018;1344358;8;1;X;1;2;2;NULL;0;0;1;0;1;2;0;820411.0986790083;6978450.987848345;1;1
2018;1344359;44;1;X;1;2;2;NULL;0;0;1;0;1;0;0;358801.1054467745;6752445.863341321;1;1
2018;1344364;37;1;X;1;2;2;1;1;0;1;0;4;2;1;498114.7410544995;6681349.754022826;1;1
2018;1344379;77;1;X;1;2;2;NULL;0;0;1;0;3;0;0;697605.0239621014;6875551.383959131;1;1
2018;1344380;67;1;X;1;2;2;NULL;0;0;1;0;4;2;0;1069316.5430407696;6868362.176929043;1;1
2018;1344394;24;1;X;1;2;0;1;1;0;1;0;2;0;1;492033.457700341;6429612.769259673;1;1
2018;1344396;64;1;X;1;2;0;1;1;3;1;0;2;0;3;366505.7339261006;6228851.341824701;1;1
2018;1344407;67;1;X;1;2;2;NULL;0;1;1;0;3;2;1;1019351.2537746758;6868797.050490242;1;1
2018;1344415;51;5;X;1;2;NULL;NULL;0;0;1;0;2;0;0;828354.83027798;6855451.580865952;1;1
2018;1344418;62;1;X;1;2;2;1;1;0;1;0;1;1;1;611284.6963708899;7070176.727011005;1;1
2018;1344431;3;1;X;1;2;1;3;1;2;1;0;2;0;3;757054.2988526368;6579258.907914619;1;1
2018;1344432;88;1;X;1;2;2;NULL;0;2;1;1;3;2;3;982614.9532767283;6781172.536009267;1;1
2018;1344437;48;1;X;1;2;0;NULL;0;1;1;1;4;1;1;709426.3100682024;6381840.251187897;1;1
2018;1344445;35;1;X;1;2;2;1;1;0;1;0;3;0;1;391317.6670515715;6818135.127689983;1;1
2018;1344452;30;1;X;1;2;1;NULL;0;2;1;1;2;1;3;744864.5327791118;6319602.304971351;1;1
2018;1344456;89;1;X;1;2;0;2;1;0;1;0;2;2;1;758257.440621401;6721138.556585857;1;1
2018;1344465;71;1;X;1;2;2;1;1;0;1;0;3;2;1;783013.9667704973;6577040.245135503;1;1
2018;1344466;41;1;X;1;2;2;NULL;0;0;1;0;2;2;0;590356.3754090894;6718555.06818046;1;1
2018;1344470;46;1;X;1;2;0;NULL;0;3;0;0;2;3;3;607582.7105910019;6388689.648386484;1;1
2018;1344477;25;1;X;1;2;2;1;1;1;1;0;1;1;2;971586.1051558926;6661355.558910412;1;1
2018;1344493;58;1;X;1;2;2;3;1;0;1;0;1;0;2;761423.4660981692;6623185.968486457;1;1
2018;1344501;7;1;X;1;1;2;1;1;1;1;0;2;1;2;823681.6690709784;6424829.08012419;1;1
2018;1344506;88;1;X;1;2;2;NULL;0;0;1;0;1;0;0;918629.0354811219;6777727.456133947;1;1
2018;1344509;58;1;X;1;2;0;2;1;0;1;0;2;0;1;704114.4248755283;6699612.723989224;1;1
2018;1344521;7;1;X;1;2;0;1;2;0;2;2;2;0;3;799162.339952053;6361099.646733008;1;1
2018;1344522;57;1;X;1;2;2;2;1;0;1;0;3;0;1;945886.0871015785;6925399.835548857;1;1
2018;1344523;16;3;X;1;2;0;2;1;0;1;0;1;2;1;446524.7197473004;6483939.030392411;1;1
2018;1344533;3;1;X;1;2;0;NULL;0;3;1;0;2;0;3;712907.9512041342;6557650.862160465;1;1
2018;1344535;21;1;X;1;2;2;2;1;0;1;0;3;3;1;830422.3477584132;6746505.884495517;1;1
2018;1344537;45;1;X;1;2;1;2;1;0;1;0;2;0;1;674306.8551471434;6719849.66109015;1;1
2018;1344544;73;1;X;1;2;2;NULL;0;3;1;0;4;0;3;954134.802788361;6491647.731602922;1;1
2018;1344548;46;1;X;1;2;0;1;1;0;1;0;2;0;1;553688.4908510682;6395133.437152518;1;1
2018;1344551;55;1;X;1;2;2;NULL;0;0;1;0;3;0;0;863973.2195511372;6930103.053553033;1;1
2018;1344556;19;1;X;1;2;2;NULL;0;0;1;0;2;0;0;619938.2134178042;6432544.444188912;1;1
2018;1344559;88;1;X;1;2;1;NULL;0;1;1;0;2;0;1;994917.3665648822;6817041.962689373;1;1
2018;1344572;10;1;X;1;2;2;1;1;0;1;0;1;2;1;804868.1190486755;6796689.877009764;1;1
2018;1344598;51;1;X;1;2;1;NULL;0;0;1;0;2;0;0;815559.8346261875;6878547.082366729;1;1
2018;1344626;33;1;X;1;2;2;1;1;0;1;0;1;1;1;443488.8723193763;6358083.571625421;1;1
2018;1344637;88;1;X;1;2;2;1;1;0;1;0;4;0;1;902830.0801438547;6799848.592129016;1;1
2018;1344646;74;1;X;1;2;0;2;1;2;1;0;2;2;3;994528.4100399285;6541254.918166909;1;1
2018;1344653;27;1;X;1;2;2;1;1;0;1;0;2;0;1;531880.6480085768;6896926.223262443;1;1
2018;1344658;19;1;X;1;2;2;2;1;2;1;0;2;0;3;598077.132509587;6446714.262991329;1;1
2018;1344663;37;1;X;1;2;1;1;1;0;1;0;1;0;1;514333.8209673783;6709194.845822291;1;1
2018;1344669;43;1;X;1;2;2;NULL;0;0;1;0;2;0;0;805921.1147751852;6450956.004094649;1;1
2018;1344683;38;1;X;1;2;0;2;2;4;NULL;NULL;2;1;3;903685.7909058986;6434135.1202786565;1;1
2018;1344690;18;1;X;1;2;2;2;1;X;NULL;NULL;2;0;1;673532.700834292;6627925.514268498;1;1
2018;1344729;40;1;X;1;2;2;NULL;0;0;1;0;2;0;0;375528.1924763591;6354645.861400796;1;1
2018;1344741;39;1;X;1;2;2;NULL;0;0;1;0;4;0;0;897185.5360657775;6608038.907671411;1;1
2018;1344752;53;1;X;1;2;0;NULL;0;0;1;0;2;0;0;445130.85756670707;6799704.584543094;1;1
2018;1344754;87;1;X;1;2;2;NULL;0;1;1;0;2;2;1;612681.4535114879;6520525.685611053;1;1
2018;1344759;12;1;X;1;2;2;NULL;0;3;1;0;2;0;3;653501.4986989112;6384308.805826479;1;1
2018;1344766;2B;1;X;1;2;0;1;2;2;1;2;4;1;3;1206789.3108769655;6137812.122181847;1;1
2018;1344769;25;1;X;1;2;1;NULL;0;2;1;0;4;0;3;958011.8691423062;6709436.525162106;1;1
2018;1344778;32;1;X;1;2;1;1;1;2;1;0;2;0;3;444877.2420719216;6284147.558558803;1;1
2018;1344780;52;1;X;1;2;0;1;2;0;1;0;2;0;3;835016.9080960474;6816419.413945063;1;1
2018;1344794;11;1;X;1;2;1;2;1;1;1;0;4;1;2;651992.4381648046;6204508.406784373;1;1
2018;1344806;39;1;X;1;2;2;NULL;0;0;1;0;4;2;0;889689.5442759141;6666057.570293718;1;1
2018;1344813;8;1;X;1;2;2;NULL;0;0;1;0;4;2;0;826561.5169531897;6996389.378947265;1;1
2018;1344817;2B;1;X;1;2;0;4;2;4;NULL;NULL;2;0;3;1234895.4385573384;6153546.188523424;1;1
2018;1344845;37;1;X;1;2;1;NULL;0;0;1;0;2;0;0;514002.17959617777;6669227.169533192;1;1
2018;1344848;33;1;X;1;2;2;2;1;0;1;0;4;1;1;384355.3759732166;6456475.8228101;1;1
2018;1344860;63;1;X;1;2;2;1;1;0;1;0;4;2;1;752719.2790314073;6539329.446435238;1;1
2018;1344866;5;1;X;1;2;0;NULL;0;2;1;0;2;1;3;1003411.1351624879;6413294.446210002;1;1
2018;1344877;45;1;X;1;2;2;NULL;0;0;1;0;2;0;0;632691.9959815675;6762170.069223333;1;1
2018;1344880;10;1;X;1;2;2;1;1;0;1;0;4;0;1;746893.9732046184;6795184.010947214;1;1
2018;1344884;43;1;X;1;2;2;NULL;0;1;1;0;2;0;1;801993.1102067903;6458981.988173379;1;1
2018;1344885;29;1;X;1;1;0;NULL;0;0;1;0;2;0;0;155264.67597678874;6792066.836159695;1;1
2018;1344895;78;1;X;1;2;1;2;1;0;1;0;2;0;1;609629.697649236;6872292.754570573;1;1
2018;1344900;57;1;X;1;2;2;3;1;0;1;0;4;1;2;1025590.3781117789;6896725.884751742;1;1
2018;1344908;78;1;X;1;2;2;2;1;0;1;0;2;0;1;591675.0834125748;6876440.318569463;1;1
2018;1344911;52;1;X;1;2;2;NULL;0;0;1;0;2;0;0;882862.121328978;6802018.764810536;1;1
2018;1344934;69;1;X;1;2;0;3;1;2;1;0;2;0;3;814780.915857929;6552790.236852848;1;1
2018;1344936;31;1;X;1;2;0;3;2;4;NULL;NULL;3;3;3;498254.8684105737;6215778.67170784;1;1
2018;1344942;63;1;X;1;2;1;1;1;3;1;0;2;2;3;708304.4891048763;6485752.512053564;1;1
2018;1344944;65;1;X;1;2;2;2;1;0;1;0;1;0;1;502498.52030595497;6245711.049585327;1;1
2018;1344965;21;1;X;1;2;2;NULL;0;0;1;0;4;0;0;886172.9810946903;6722045.923244489;1;1
2018;1344969;43;1;X;1;2;1;2;1;3;1;0;2;2;3;780048.6484940356;6463164.818363621;1;1
2018;1344973;89;1;X;1;2;2;2;1;0;1;0;2;0;1;728602.6467926642;6759363.196107374;1;1
2018;1344993;51;1;X;1;2;2;1;1;0;1;0;1;2;1;841610.7313245581;6886319.642358769;1;1
2018;1344998;77;1;X;1;2;2;NULL;0;0;1;0;4;0;0;677433.201225405;6853734.618512717;1;1
2018;1345020;38;1;X;1;2;0;2;1;4;NULL;NULL;1;1;3;903857.317475843;6454114.954229642;1;1
2018;1345041;2;5;X;1;2;NULL;1;1;0;1;0;1;0;1;713126.8328894181;6938384.604556685;1;1
2018;1345042;15;1;X;1;2;2;NULL;0;1;1;0;4;0;1;689783.6772489288;6421967.453018765;1;1
2018;1345055;7;1;X;1;2;2;NULL;0;0;1;0;2;0;0;831707.6262299046;6428756.842972956;1;1
2018;1345060;78;1;X;1;2;2;1;1;0;1;0;1;0;1;611260.7258632969;6828306.166638475;1;1
2018;1345069;1;1;X;1;2;1;1;1;0;1;0;4;2;1;920769.2643353163;6561874.248286264;1;1
2018;1345081;46;1;X;1;2;2;1;1;0;1;0;1;0;1;567773.995924554;6407004.609841212;1;1
2018;1345098;76;3;X;1;2;1;NULL;0;0;1;0;2;0;0;518303.6088746356;6947010.6254391875;1;1
2018;1345101;84;1;X;1;2;0;1;1;0;1;0;4;1;1;884728.6519754331;6320409.738240624;1;1
2018;1345103;33;1;X;1;2;2;1;1;0;1;0;1;2;1;411884.1109153155;6402300.681348286;1;1
2018;1345105;72;1;X;1;2;2;1;1;0;1;0;2;0;1;516730.12517232646;6757141.1095367875;1;1
2018;1345135;67;1;X;1;2;2;NULL;0;0;1;0;4;0;0;1035044.6107200243;6834682.100149645;1;1
2018;1345137;71;5;X;1;2;NULL;NULL;0;0;1;0;2;0;0;854231.7608752501;6609406.092699241;1;1
2018;1345145;19;1;X;1;2;1;1;1;2;1;0;4;0;3;640336.9339834604;6482327.778615836;1;1
2018;1345152;78;1;X;1;2;2;NULL;0;0;1;0;3;0;0;627550.7569350763;6864147.567737316;1;1
2018;1345158;63;1;X;1;2;0;2;2;3;1;2;2;2;3;664431.0558200737;6496113.03295746;1;1
2018;1345174;42;1;X;1;2;0;NULL;0;0;1;0;2;2;0;782674.4034842001;6537077.160141068;1;1
2018;1345177;1;1;X;1;2;2;1;1;0;1;0;4;0;1;862600.185937934;6536395.602202315;1;1
2018;1345180;53;1;X;1;2;2;NULL;0;0;1;0;1;0;0;421214.0457334777;6807896.238330173;1;1
2018;1345181;89;1;X;1;2;0;NULL;0;1;1;0;2;0;1;718863.6705459307;6789425.285692091;1;1
2018;1345187;68;1;X;1;2;2;NULL;0;5;NULL;NULL;4;2;3;992434.1929558105;6761101.4845090965;1;1
2018;1345203;33;1;X;1;2;2;1;1;0;1;0;1;0;1;375855.7286579577;6394603.973646848;1;1
2018;1345204;71;1;X;1;2;2;NULL;0;0;1;0;2;2;0;783693.2415742115;6656970.3760874495;1;1
2018;1345206;10;1;X;1;2;2;1;1;0;1;0;2;0;1;794620.3145641139;6766797.301687395;1;1
2018;1345212;65;1;X;1;2;0;NULL;0;3;1;1;2;0;3;474348.49954861065;6223967.87643968;1;1
2018;1345214;12;1;X;1;2;2;2;1;4;NULL;NULL;2;1;3;687499.6985050861;6388019.232393873;1;1
2018;1345220;36;1;X;1;2;2;NULL;0;0;1;0;1;1;0;555517.9266761449;6614924.209653059;1;1
2018;1345228;24;1;X;1;2;2;1;1;0;1;0;2;0;1;488202.8503436963;6449625.6508997595;1;1
2018;1345229;25;1;X;1;2;2;NULL;0;0;1;0;1;1;0;979786.6469788847;6685266.322561669;1;1
2018;1345230;1;1;X;1;2;2;1;1;0;1;0;2;3;1;868491.9888622195;6524355.639516381;1;1
2018;1345231;70;1;X;1;2;2;2;1;2;1;0;2;2;3;970399.4837111591;6755296.347796581;1;1
2018;1345247;70;1;X;1;2;2;1;1;1;1;0;4;0;2;934168.9759655131;6725630.348161926;1;1
2018;1345255;55;1;X;1;2;2;NULL;0;0;1;0;1;2;0;851415.8351409885;6864248.870357889;1;1
2018;1345259;7;1;X;1;2;0;NULL;0;3;1;1;2;2;3;779370.1304279254;6383246.3177497145;1;1
2018;1345279;21;1;X;1;2;1;2;1;0;1;0;1;2;1;844326.0706316878;6736394.162504499;1;1
2018;1345285;40;1;X;1;2;2;2;1;0;2;0;1;3;1;355140.7897759298;6304863.709569068;1;1
2018;1345286;64;1;X;1;2;2;2;1;1;1;0;4;2;2;382716.675515407;6256688.314806845;1;1
2018;1345295;31;1;X;1;2;0;1;1;3;1;0;2;0;3;568423.5820414224;6245163.355791656;1;1
2018;1345299;89;1;X;1;2;1;NULL;0;0;1;0;2;0;0;710599.4191958028;6757516.8730333485;1;1
2018;1345309;42;1;X;1;2;0;NULL;0;1;1;1;2;1;1;824090.6290582528;6472780.871312162;1;1
2018;1345321;26;1;X;1;2;1;2;1;2;1;1;2;1;3;889665.753262301;6430259.2690175725;1;1
2018;1345331;33;1;X;1;2;1;2;1;0;2;0;2;1;1;376674.4041117099;6494504.241540239;1;1
2018;1345332;88;1;X;1;2;2;NULL;0;4;NULL;NULL;4;3;3;994553.8306076978;6775073.264192239;1;1
2018;1345340;64;1;X;1;2;0;1;1;1;1;0;4;0;2;362837.5240025444;6268838.504533068;1;1
2018;1345341;71;1;X;1;2;1;2;1;0;1;0;2;0;1;817340.9709263332;6618713.726800551;1;1
2018;1345345;9;1;X;1;2;0;2;1;4;NULL;NULL;1;1;3;558085.7645760304;6203295.02536681;1;1
2018;1345348;78;1;X;1;2;2;NULL;0;0;1;0;2;0;0;609278.8342452714;6830321.4873049855;1;1
2018;1345365;58;1;X;1;2;2;2;1;0;1;0;1;0;1;757494.7137906883;6631212.975487565;1;1
2018;1345378;70;1;X;1;2;2;2;1;3;1;0;2;1;3;980305.2457855397;6745217.823850305;1;1
2018;1345382;39;1;X;1;2;1;NULL;0;0;1;0;2;0;0;897374.1155103479;6630019.722149438;1;1
2018;1345384;68;1;X;1;2;2;NULL;0;2;1;0;4;1;3;998412.2169054751;6759051.113564665;1;1
2018;1345396;16;1;X;1;2;1;1;1;0;1;0;2;0;1;490664.011107731;6505554.802034377;1;1
2018;1345399;55;1;X;1;2;2;1;1;0;1;0;4;0;1;871573.5103294633;6884064.009705861;1;1
2018;1345409;60;1;X;1;2;2;1;1;0;1;0;1;0;1;651887.1768308205;6905918.850541585;1;1
2018;1345414;82;1;X;1;2;2;2;1;1;1;0;2;0;2;527068.3285281723;6317432.19589479;1;1
2018;1345416;8;1;X;1;2;2;1;1;0;1;0;3;2;1;842278.2243689722;6964270.993560305;1;1
2018;1345449;57;1;X;1;2;2;NULL;0;1;1;0;2;0;1;923762.384159869;6909599.968518233;1;1
2018;1345461;16;1;X;1;1;2;NULL;0;0;1;0;2;0;0;492695.1757631302;6509534.471154063;1;1
2018;1345466;58;1;X;1;2;0;NULL;0;1;1;1;2;1;1;777986.8584719847;6690993.047507973;1;1
2018;1345475;81;1;X;1;2;2;1;1;0;1;0;2;0;1;620648.4671604055;6278691.145694732;1;1
2018;1345494;25;1;X;1;2;2;1;1;1;1;0;4;0;2;947830.2859199052;6687540.747978615;1;1
2018;1345498;22;1;X;1;2;2;1;1;0;2;0;2;0;1;233883.30857999885;6875380.172925302;1;1
2018;1345505;25;1;X;1;2;1;1;1;0;1;2;1;0;2;941783.5284105267;6681597.379184945;1;1
2018;1345565;87;1;X;1;1;1;NULL;0;1;1;0;2;0;1;559281.3588074264;6586915.524920726;1;1
2018;1345583;48;1;X;1;2;2;NULL;0;1;1;0;4;2;1;745473.162116831;6391525.957480035;1;1
2018;1345620;58;1;X;1;2;2;2;1;0;1;0;1;0;1;719476.3521741602;6625539.5796928955;1;1
2018;1345621;43;1;X;1;2;1;1;1;2;1;0;2;1;3;754175.3909323979;6475373.517393034;1;1
2018;1345632;50;1;X;1;2;0;1;1;1;1;0;2;0;2;389597.42826434586;6852127.547949625;1;1
2018;1345647;8;1;X;1;2;2;NULL;0;0;1;0;2;2;0;832284.2420343325;6964356.577848087;1;1
2018;1345652;10;5;X;1;2;NULL;2;1;0;1;0;2;0;1;760130.3801535994;6824052.953779252;1;1
2018;1345669;49;5;X;1;2;NULL;NULL;0;0;1;0;2;0;0;468403.6755223692;6713572.035777754;1;1
2018;1345678;26;1;X;1;2;0;1;1;2;1;0;2;0;3;893421.7532850911;6402253.82903266;1;1
2018;1345685;89;1;X;1;2;1;NULL;0;0;1;0;1;0;0;726739.433466203;6775368.050557975;1;1
2018;1345691;46;1;X;1;2;2;1;1;1;1;0;2;0;2;557634.4649733984;6389106.391974077;1;1
2018;1345720;63;1;X;1;2;1;1;1;3;1;2;2;2;3;764318.2880878566;6493271.421251745;1;1
2018;1345736;87;1;X;1;2;1;NULL;0;1;1;0;2;0;1;576731.9913248448;6522824.181345776;1;1
2018;1345741;1;3;X;1;2;0;2;1;0;1;0;2;2;1;872505.304764212;6526319.55999771;1;1
2018;1345753;39;1;X;1;2;1;1;2;3;1;1;2;2;3;916927.4648453656;6579892.2857985115;1;1
2018;1345787;39;1;X;1;2;2;1;2;0;1;0;4;0;3;925367.1701902355;6631777.55456307;1;1
2018;1345789;26;1;X;1;2;0;NULL;0;0;1;0;2;0;0;847315.9434033338;6384665.741126639;1;1
2018;1345799;64;1;X;1;2;0;3;2;4;NULL;NULL;2;2;3;432347.307310958;6218321.017874953;1;1
2018;1345820;40;1;X;1;2;2;1;1;0;1;0;2;3;1;407609.16367202485;6368368.955007301;1;1
2018;1345823;39;1;X;1;2;2;NULL;0;1;1;1;2;0;1;919303.649805771;6623836.083200363;1;1
2018;1345837;25;1;X;1;2;2;2;1;0;1;0;4;3;1;935719.7092957462;6673655.689877022;1;1
2018;1345848;1;1;X;1;2;2;NULL;0;0;1;0;2;1;0;912828.0484232221;6567937.527180089;1;1
2018;1345849;11;1;X;1;2;0;3;1;2;1;0;2;0;3;684257.1902429033;6240197.687352454;1;1
2018;1345858;64;1;X;1;2;0;1;2;1;1;0;2;0;3;382634.7492216479;6246699.6671130955;1;1
2018;1345863;25;1;X;1;2;2;1;2;0;1;0;4;0;3;937924.5514467681;6697618.606279665;1;1
2018;1345879;26;1;X;1;2;1;1;2;1;1;0;2;0;3;859542.4687732959;6412534.216017591;1;1
2018;1345882;84;1;X;1;2;1;NULL;0;0;1;0;1;1;0;888638.6254950429;6310386.604172705;1;1
2018;1345883;69;1;X;1;2;0;3;1;1;1;1;2;0;3;816659.9713923117;6538786.178156726;1;1
2018;1345901;33;1;X;1;2;2;2;1;0;1;0;2;1;1;394443.86161587335;6468382.162135588;1;1
2018;1345904;70;1;X;1;2;2;NULL;0;0;1;0;4;0;0;938010.7166594595;6707610.431298426;1;1
2018;1345908;29;1;X;1;2;0;1;2;0;1;0;2;0;3;209014.49062950606;6765653.776819353;1;1
2018;1345920;51;1;X;1;2;0;NULL;0;0;1;0;2;0;0;747571.426879136;6875128.369347483;1;1
2018;1345923;83;1;X;1;2;1;NULL;0;0;1;0;2;2;0;922120.5321475038;6254158.213444265;1;1
2018;1345925;29;1;X;1;2;0;NULL;0;0;1;0;2;1;0;169430.29917295242;6813938.47850055;1;1
2018;1345926;80;1;X;1;2;2;1;1;0;1;0;2;2;1;696482.7892988833;6979504.027280188;1;1
2018;1345940;23;1;X;1;2;2;1;1;0;1;0;2;0;1;632980.7652311398;6558323.342922449;1;1
