campagne;idp;dep;csa;utip;bois;tform;gest;dist;iti;pentexp;portance;asperite;pro_psg;u_ex_ap_uicn;expl;st_x;st_y;visite;passage
2020;1537436;57;1;X;1;2;2;1;1;0;1;0;2;1;1;1028588.3654443205;6896699.83350118;1;1
2020;1537443;22;1;X;1;2;1;NULL;0;0;1;0;2;0;0;270242.69655093976;6799135.2285664;1;1
2020;1537464;7;1;X;1;2;1;NULL;0;1;1;0;2;0;1;830776.8429732342;6436757.2974410495;1;1
2020;1537469;8;1;X;1;2;2;NULL;0;1;1;0;4;1;1;817447.0290341042;6982474.327075561;1;1
2020;1537484;79;5;X;1;2;NULL;NULL;0;0;1;0;2;2;0;451204.5786579723;6566828.316983916;1;1
2020;1537492;30;1;X;1;2;0;NULL;0;3;2;1;2;1;3;780148.6068947563;6357265.267068488;1;1
2020;1537516;15;1;X;1;2;0;1;2;3;1;2;2;1;3;670937.3187069221;6438111.158236616;1;1
2020;1537526;32;1;X;1;2;1;1;1;2;1;0;2;0;3;469981.4422826015;6299923.5983763905;1;1
2020;1537538;21;1;X;1;2;2;1;1;0;1;0;4;3;1;833505.4197388142;6756472.57649465;1;1
2020;1537541;77;1;X;1;2;2;NULL;0;0;1;0;3;3;0;680111.0687633184;6815735.676391197;1;1
2020;1537552;40;1;X;1;2;2;1;1;0;1;0;1;0;1;388268.4073367537;6324571.810465063;1;1
2020;1537553;15;1;X;1;2;1;NULL;0;1;1;0;2;0;1;658731.1197316833;6412238.066741797;1;1
2020;1537562;15;1;X;1;2;1;NULL;0;2;1;0;2;0;3;658982.9430853496;6442207.949281358;1;1
2020;1537572;38;1;X;1;2;1;2;2;4;NULL;NULL;4;1;3;942542.7835924758;6421812.460126691;1;1
2020;1537578;74;1;X;1;2;2;1;1;1;1;0;2;0;2;917703.3274057647;6553907.346536876;1;1
2020;1537585;24;1;X;1;2;0;NULL;0;0;1;0;2;0;0;523466.8053019064;6485300.681839976;1;1
2020;1537588;8;1;X;1;2;0;2;1;0;1;0;2;0;1;803182.1790023394;6950612.642801255;1;1
2020;1537593;67;1;X;1;2;2;NULL;0;2;1;0;4;0;3;1020124.7558825354;6842806.655125934;1;1
2020;1537596;2B;1;X;1;2;2;NULL;0;1;1;0;4;1;1;1221489.306895362;6105720.234002064;1;1
2020;1537598;63;3;X;1;2;0;NULL;0;0;1;0;2;1;0;771345.487477147;6497208.211054222;1;1
2020;1537607;22;5;X;1;2;NULL;1;1;1;1;1;2;0;2;330443.0129657191;6828625.973703023;1;1
2020;1537608;87;1;X;1;2;0;1;1;0;1;0;2;1;1;521750.57133695704;6519284.924084819;1;1
2020;1537636;12;1;X;1;2;0;NULL;0;4;NULL;NULL;2;0;3;632523.3049551101;6384484.715974209;1;1
2020;1537654;81;1;X;1;2;1;1;1;3;1;0;2;0;3;620151.2684247948;6338633.739424675;1;1
2020;1537666;74;1;X;1;2;2;1;1;3;1;0;4;0;3;979611.498625716;6549377.074780313;1;1
2020;1537674;18;1;X;1;2;2;NULL;0;0;1;0;1;0;0;700627.4761891345;6641686.171550645;1;1
2020;1537680;12;1;X;1;2;0;2;1;1;1;0;2;1;2;682471.2487066969;6384065.439821467;1;1
2020;1537696;51;1;X;1;2;2;NULL;0;0;1;0;2;0;0;790457.4462521764;6864769.611047238;1;1
2020;1537704;34;1;X;1;2;0;NULL;0;2;1;0;2;2;3;691366.9678757768;6254122.827934471;1;1
2020;1537708;17;1;X;1;2;1;NULL;0;0;1;0;2;0;0;435765.66162460187;6512002.785181907;1;1
2020;1537714;7;1;X;1;2;2;NULL;0;1;1;0;1;0;1;830691.5936518633;6426767.394858847;1;1
2020;1537756;49;1;X;1;2;1;2;1;0;2;0;1;0;1;471401.31523839314;6713547.266002811;1;1
2020;1537763;19;1;X;1;2;1;2;1;1;1;0;2;1;2;633360.4402857884;6484384.438408182;1;1
2020;1537764;4;3;X;1;2;1;1;1;2;1;0;2;0;3;938099.8487624074;6369901.210393117;1;1
2020;1537770;83;1;X;1;2;1;1;2;1;1;1;2;2;3;961316.6771266251;6281791.215774735;1;1
2020;1537780;71;1;X;1;2;2;1;1;0;1;0;2;0;1;796189.0935866369;6598910.182612864;1;1
2020;1537783;59;1;X;1;2;1;NULL;0;0;1;0;2;0;0;660259.5028335059;7069766.570201009;1;1
2020;1537784;66;3;X;1;2;0;NULL;0;2;1;0;2;0;3;670550.2254979316;6154408.884174258;1;1
2020;1537810;88;1;X;1;2;2;NULL;0;2;1;0;3;1;3;987576.5170535599;6777132.3326260615;1;1
2020;1537811;18;1;X;1;2;2;1;1;0;1;0;1;0;1;640678.5115950095;6642190.730270795;1;1
2020;1537814;67;1;X;1;2;2;NULL;0;1;1;0;1;1;1;1018421.4129112302;6876800.213397579;1;1
2020;1537821;36;1;X;1;2;1;1;1;0;1;0;1;0;1;580896.4794001975;6662675.394415514;1;1
2020;1537830;33;1;X;1;2;1;1;1;0;1;0;2;1;1;397276.8236893375;6448377.250348651;1;1
2020;1537837;59;1;X;1;2;0;NULL;0;0;1;0;3;1;0;727921.3852675173;7033212.565886067;1;1
2020;1537838;89;1;X;1;2;2;NULL;0;2;1;0;2;0;3;773296.5117833586;6727006.552061172;1;1
2020;1537872;39;1;X;1;2;2;1;1;1;1;1;2;1;2;928037.9500963013;6593785.136143924;1;1
2020;1537889;65;1;X;1;2;2;NULL;0;1;1;0;4;0;1;475297.7915719118;6217966.539643176;1;1
2020;1537894;72;1;X;1;2;2;NULL;0;0;1;0;1;0;0;513997.61621508957;6789142.105219033;1;1
2020;1537902;88;1;X;1;2;2;NULL;0;2;1;0;4;1;3;987403.5134222279;6757147.8858899865;1;1
2020;1537903;70;1;X;1;2;2;1;1;0;1;0;4;0;1;897129.8328660473;6717954.811434461;1;1
2020;1537922;33;1;X;1;2;0;NULL;0;0;2;0;2;0;0;448780.2011220632;6394004.530703514;1;1
2020;1537924;16;1;X;1;2;2;1;1;0;1;0;2;0;1;502017.64027337986;6549422.749162742;1;1
2020;1537931;33;1;X;1;2;2;1;1;0;2;0;1;1;1;391299.2078173611;6450424.450179739;1;1
2020;1537937;89;1;X;1;2;1;NULL;0;0;1;0;1;3;0;711379.1473310785;6731528.339140807;1;1
2020;1537943;13;1;X;1;2;2;NULL;0;0;1;0;4;0;0;869198.2704999215;6256609.78297163;1;1
2020;1537947;87;1;X;1;2;2;NULL;0;0;1;0;2;0;0;560080.6745138441;6562928.764611933;1;1
2020;1537957;30;1;X;1;2;0;3;2;3;1;0;2;2;3;805933.9157572545;6335068.016716723;1;1
2020;1537963;76;1;X;1;2;2;NULL;0;0;1;0;3;3;0;533178.5172621885;6932894.919733521;1;1
2020;1537973;66;1;X;1;2;2;NULL;0;2;1;0;3;1;3;632646.640729023;6160720.003134737;1;1
2020;1537990;7;1;X;1;2;2;NULL;0;2;1;0;2;1;3;806443.8133607425;6395004.458407806;1;1
2020;1538011;39;1;X;1;2;1;2;1;4;NULL;NULL;4;1;3;926246.0290450173;6617781.121833091;1;1
2020;1538026;24;1;X;1;2;2;NULL;0;0;1;0;2;0;0;507416.00369201123;6477440.930998109;1;1
2020;1538031;56;1;X;1;2;2;NULL;0;0;1;0;2;0;0;221923.66919697425;6755556.95084315;1;1
2020;1538042;52;1;X;1;2;2;2;1;0;1;0;4;0;1;851354.8019266496;6740331.203463924;1;1
2020;1538047;49;1;X;1;2;1;1;1;0;1;0;2;2;1;437493.9248563021;6721821.290774901;1;1
2020;1538052;45;1;X;1;2;2;NULL;0;0;1;0;2;2;0;649460.9013598668;6736047.256918023;1;1
2020;1538068;57;1;X;1;2;2;NULL;0;2;2;0;3;1;3;1030465.3357457072;6882691.928339996;1;1
2020;1538070;3;1;X;1;2;1;1;1;0;1;0;2;0;1;744099.7730260224;6583365.370741575;1;1
2020;1538072;9;1;X;1;2;1;NULL;0;2;1;0;3;2;3;618813.8319801863;6178815.240836998;1;1
2020;1538074;72;5;X;1;2;NULL;NULL;0;0;1;0;2;0;0;485654.70901164424;6745406.792401643;1;1
2020;1538075;72;1;X;1;2;2;1;1;0;1;0;1;0;1;517845.46004591126;6771122.318431945;1;1
2020;1538076;49;1;X;1;2;2;1;1;0;1;0;1;0;1;453629.61762956344;6739675.55254428;1;1
2020;1538085;28;1;X;1;2;2;NULL;0;0;1;0;3;0;0;584529.7880252339;6858510.766259358;1;1
2020;1538087;23;1;X;1;1;2;1;1;0;1;0;2;2;1;625669.227184782;6520417.031943817;1;1
2020;1538093;49;1;X;1;2;1;NULL;0;0;1;0;2;0;0;441260.28910136165;6693810.443693675;1;1
2020;1538095;43;1;X;1;2;2;1;1;3;1;0;2;2;3;765029.2509736158;6459296.02301241;1;1
2020;1538104;36;1;X;1;2;1;1;1;0;1;0;2;2;1;574584.7465980554;6624757.369754155;1;1
2020;1538122;4;1;X;1;2;0;1;2;3;1;0;2;0;3;915900.107858726;6344118.18793071;1;1
2020;1538143;82;1;X;1;2;0;1;1;0;1;0;2;0;1;590266.7534296126;6348873.503684203;1;1
2020;1538144;44;1;X;1;2;2;NULL;0;0;1;0;2;0;0;383274.0373343255;6690290.037386556;1;1
2020;1538148;71;1;X;1;2;1;1;1;0;1;0;2;0;1;844522.3297002676;6642462.791394171;1;1
2020;1538154;8;1;X;1;2;0;1;1;0;1;0;2;1;1;803438.0586145849;6980595.063025357;1;1
2020;1538156;8;1;X;1;2;1;2;1;0;1;0;2;0;1;807282.1347722012;6962571.370401266;1;1
2020;1538163;57;1;X;1;2;2;NULL;0;0;1;0;3;0;0;994247.2961282402;6855023.492311538;1;1
2020;1538164;1;1;X;1;2;2;NULL;0;4;NULL;NULL;2;0;3;887645.3260032443;6544174.156714528;1;1
2020;1538167;56;1;X;1;2;2;NULL;0;3;2;1;2;0;3;261973.27989141177;6765225.865648808;1;1
2020;1538168;46;1;X;1;2;0;NULL;0;0;1;0;2;2;0;582575.2667352329;6384902.396413305;1;1
2020;1538176;78;1;X;1;2;2;NULL;0;0;1;0;3;0;0;632614.4247519441;6872100.356947234;1;1
2020;1538180;59;1;X;1;2;1;1;1;0;1;0;4;0;1;713911.8534573729;7031331.939359789;1;1
2020;1538181;22;1;X;1;2;2;NULL;0;0;1;0;2;0;0;292356.3179918444;6814945.078379176;1;1
2020;1538182;85;1;X;1;2;2;NULL;0;0;1;0;3;2;0;356494.61341680516;6592585.080982551;1;1
2020;1538196;73;1;X;1;2;2;NULL;0;4;NULL;NULL;2;0;3;949122.4173816805;6489692.728883097;1;1
2020;1538208;70;1;X;1;2;1;NULL;0;0;1;1;2;0;0;967073.6586987741;6717352.389164237;1;1
2020;1538217;72;1;X;1;2;2;1;1;0;1;0;1;0;1;481558.67971404805;6733449.062390707;1;1
2020;1538242;18;1;X;1;2;2;NULL;0;0;1;0;1;2;0;643230.6406348372;6708119.577950577;1;1
2020;1538245;45;1;X;1;2;2;NULL;0;0;1;0;1;2;0;641685.1828547296;6762094.597633823;1;1
2020;1538247;84;3;X;1;2;1;1;1;0;1;0;2;0;1;867747.0864897559;6320555.060850996;1;1
2020;1538261;86;1;X;1;2;2;NULL;0;0;1;0;2;0;0;502845.6759624771;6649334.92612467;1;1
2020;1538271;9;1;X;1;2;0;1;1;2;1;0;2;1;3;539240.6242519537;6219434.203856202;1;1
2020;1538276;83;1;X;0;2;0;1;2;4;NULL;NULL;1;1;3;937068.9469386452;6250034.062976351;1;1
2020;1538287;76;1;X;1;2;2;1;1;2;2;0;3;0;3;539241.1003669202;6940840.247431936;1;1
2020;1538296;45;1;X;1;2;1;NULL;0;0;1;0;1;0;0;645782.8462200935;6774052.085513596;1;1
2020;1538302;57;1;X;1;2;2;NULL;0;0;1;0;2;1;0;1024573.6734178471;6894735.908743516;1;1
2020;1538303;40;1;X;1;2;2;NULL;0;0;1;0;2;0;0;391952.53265338915;6286580.896118034;1;1
2020;1538308;48;1;X;1;2;1;1;2;3;1;1;2;0;3;766485.270382037;6395344.1020039255;1;1
2020;1538323;33;1;X;1;2;2;2;1;0;2;0;1;1;1;446485.6800808485;6358058.869855217;1;1
2020;1538328;41;1;X;1;2;2;1;1;0;1;0;1;2;1;625295.2731421442;6714265.614309027;1;1
2020;1538331;21;1;X;1;2;1;NULL;0;0;1;0;2;0;0;797209.6472649897;6718808.960849033;1;1
2020;1538334;19;1;X;1;2;1;NULL;0;3;1;0;2;0;3;607318.7558293715;6476609.518393865;1;1
2020;1538336;30;3;X;1;2;0;2;1;4;NULL;NULL;2;1;3;757951.9163637515;6331479.376064057;1;1
2020;1538342;39;1;X;1;2;2;2;1;1;1;0;4;1;2;912069.3680531397;6595920.821657007;1;1
2020;1538346;12;1;X;1;2;0;NULL;0;3;2;0;2;1;3;694425.1088658615;6379968.666668999;1;1
2020;1538362;88;1;X;1;2;2;1;2;0;1;0;2;0;3;961786.2482508528;6799340.50520191;1;1
2020;1538384;26;1;X;1;2;0;NULL;0;3;1;0;2;2;3;864588.6086268096;6418485.388233929;1;1
2020;1538390;23;1;X;1;2;1;NULL;0;0;1;0;2;0;0;608237.6432335598;6586507.128349802;1;1
2020;1538415;2A;3;X;1;2;0;NULL;0;3;1;1;2;1;3;1229338.4350688835;6089670.146056183;1;1
2020;1538419;81;1;X;1;2;1;NULL;0;1;1;0;2;0;1;637997.9185808711;6322500.378220779;1;1
2020;1538434;24;1;X;1;2;0;1;1;0;1;0;1;1;1;511594.35669537215;6499386.696287541;1;1
2020;1538440;28;1;X;1;2;1;NULL;0;0;1;0;1;0;0;594022.0297264033;6798469.633801829;1;1
2020;1538446;83;3;X;1;2;1;1;2;2;1;1;3;2;3;1011173.5506050952;6271371.238808975;1;1
2020;1538456;70;1;X;1;2;2;1;1;1;1;0;2;0;2;905157.7309220233;6721882.92439584;1;1
2020;1538466;30;1;X;1;2;0;NULL;0;2;1;0;2;1;3;779978.9312583745;6337286.622971818;1;1
2020;1538469;36;5;X;1;2;NULL;1;1;0;1;0;2;0;1;626841.2140374336;6660292.792601207;1;1
2020;1538481;86;1;X;1;2;2;1;1;0;1;0;1;2;1;508658.30211615877;6627303.794953832;1;1
2020;1538483;2;1;X;1;2;1;1;1;0;1;0;1;2;1;775505.180946794;6986830.340787952;1;1
2020;1538489;8;1;X;1;2;2;NULL;0;0;1;0;3;2;0;815482.3592271274;6986489.132019107;1;1
2020;1538499;8;1;X;1;2;2;1;1;1;1;0;3;2;2;823426.4409422651;6980424.18351816;1;1
2020;1538523;6;3;X;1;2;0;3;2;4;NULL;NULL;2;3;3;1011865.3403966485;6351282.349305572;1;1
2020;1538524;87;1;X;1;2;2;1;1;2;1;0;2;0;3;585956.97510326;6550723.222171212;1;1
2020;1538528;55;1;X;1;2;2;2;1;0;1;0;4;0;1;884238.583025635;6845978.6551950695;1;1
2020;1538531;7;1;X;1;2;0;NULL;0;3;1;1;2;1;3;824714.7351336015;6428816.516296413;1;1
2020;1538532;24;1;X;1;2;2;1;1;0;1;0;2;0;1;546795.390340162;6407179.289246593;1;1
2020;1538550;95;1;X;1;2;0;2;1;0;1;0;2;3;1;606899.0828226722;6904296.887098589;1;1
2020;1538552;63;1;X;1;2;1;1;1;0;1;0;2;0;1;733601.5584621325;6523505.242083447;1;1
2020;1538557;58;1;X;1;2;1;2;1;0;1;0;2;1;1;778935.1200239668;6684989.497721655;1;1
2020;1538574;86;1;X;1;2;2;1;1;0;1;0;2;0;1;540514.3180910485;6613050.595690654;1;1
2020;1538593;43;1;X;1;2;0;1;2;4;NULL;NULL;2;2;3;752736.2952970824;6423433.792385605;1;1
2020;1538596;43;1;X;1;2;1;1;1;0;1;1;3;0;1;788853.066716358;6441110.481904262;1;1
2020;1538599;27;1;X;1;2;0;NULL;0;2;1;0;2;2;3;586578.4252593062;6864490.044207654;1;1
2020;1538604;74;1;X;1;2;1;NULL;0;4;NULL;NULL;2;1;3;937426.7360105559;6523763.515819891;1;1
2020;1538609;46;1;X;1;2;2;NULL;0;1;1;0;2;0;1;588969.3602500285;6432803.3116205;1;1
2020;1538610;58;1;X;1;2;2;1;1;0;1;0;2;0;1;744692.054807499;6653304.264038322;1;1
2020;1538611;51;1;X;1;2;2;2;1;0;1;0;1;0;1;842558.7639868321;6880315.064906144;1;1
2020;1538621;24;1;X;1;2;0;NULL;0;1;1;0;2;0;1;526981.694533261;6427324.875733666;1;1
2020;1538624;25;1;X;1;2;2;NULL;0;2;1;0;4;2;3;982784.1496070081;6685240.400837139;1;1
2020;1538625;9;1;X;1;2;2;NULL;0;0;1;0;2;0;0;587218.5263759696;6223030.421494542;1;1
2020;1538626;89;1;X;1;2;0;NULL;0;0;1;0;2;0;0;749383.2734472009;6735203.789728626;1;1
2020;1538637;80;1;X;1;2;0;2;1;0;2;0;1;1;1;615595.9362415012;6988179.402221722;1;1
2020;1538644;82;1;X;1;2;0;1;1;3;1;0;2;0;3;550309.1931632725;6349206.707104912;1;1
2020;1538657;74;1;X;1;2;2;1;1;0;1;0;2;0;1;979525.1253294473;6539386.341258878;1;1
2020;1538664;46;1;X;1;2;0;1;1;3;1;0;2;0;3;574550.2454745419;6380973.237509252;1;1
2020;1538665;89;1;X;1;2;2;NULL;0;0;1;0;4;0;0;799429.2475294436;6744771.55530456;1;1
2020;1538687;45;1;X;1;2;2;NULL;0;0;1;0;2;2;0;635538.8561879949;6744158.552489842;1;1
2020;1538688;48;1;X;1;2;1;NULL;0;1;1;0;2;0;1;728659.6987616245;6411648.9547317065;1;1
2020;1538689;55;1;X;1;2;2;2;1;3;1;0;2;0;3;862202.8322373133;6840171.467647256;1;1
2020;1538690;73;1;X;1;2;1;3;2;4;NULL;NULL;2;1;3;947331.11930169;6513686.865559932;1;1
2020;1538694;36;1;X;1;2;2;NULL;0;0;1;0;1;1;0;576466.2950100271;6610752.846156439;1;1
2020;1538705;10;1;X;1;2;1;NULL;0;0;1;0;2;0;0;757919.843711717;6799087.890961777;1;1
2020;1538714;57;1;X;1;2;2;NULL;0;0;1;0;4;1;0;918576.1246316017;6887657.561733558;1;1
2020;1538715;67;1;X;1;2;2;NULL;0;0;1;0;3;2;0;1062321.4169627302;6868423.179657543;1;1
2020;1538723;22;1;X;1;2;1;NULL;0;2;2;1;2;0;3;280235.25373740285;6799054.185073713;1;1
2020;1538732;27;5;X;1;2;NULL;1;1;0;1;0;2;0;1;610996.7941013488;6916255.916647963;1;1
2020;1538733;64;1;X;1;2;1;2;1;1;1;0;2;0;2;413730.94153427193;6262427.140334324;1;1
2020;1538740;52;1;X;1;2;2;NULL;0;0;1;0;1;0;0;899437.3316509319;6753909.092389203;1;1
2020;1538744;33;1;X;1;2;2;2;1;0;2;0;4;3;1;371155.49134897674;6430608.249419996;1;1
2020;1538756;24;1;X;1;2;2;NULL;0;1;1;0;2;0;1;556785.2028780761;6407096.162772019;1;1
2020;1538757;5;1;X;1;2;0;1;1;4;NULL;NULL;2;0;3;912316.2284459833;6392101.334738913;1;1
2020;1538773;21;1;X;1;2;2;NULL;0;0;1;0;4;0;0;814888.6356907053;6682684.9916384695;1;1
2020;1538776;61;1;X;1;2;2;1;1;0;1;0;2;0;1;530549.7801693638;6856961.162511131;1;1
2020;1538783;5;1;X;1;2;2;1;2;3;1;1;2;0;3;930073.9519345182;6365974.316568009;1;1
2020;1538802;19;1;X;1;2;2;2;1;1;1;0;2;0;2;615260.8163842827;6470548.567344473;1;1
2020;1538813;68;1;X;1;2;2;NULL;0;0;1;0;3;2;0;1033350.3136825082;6754750.85191175;1;1
2020;1538824;76;1;X;1;2;2;NULL;0;0;1;0;3;0;0;577334.5047446793;6954516.243604921;1;1
2020;1538839;65;1;X;1;2;2;1;1;2;1;0;2;0;3;481604.8433699903;6255873.496559557;1;1
2020;1538844;63;1;X;1;2;1;3;1;0;1;0;2;2;2;721308.8702625858;6487640.90342193;1;1
2020;1538853;56;1;X;1;2;2;NULL;0;0;1;0;2;0;0;231915.73756181303;6755476.2886008825;1;1
2020;1538873;46;1;X;1;2;0;3;1;0;1;0;2;1;2;602387.5274030467;6364756.46972774;1;1
2020;1538875;88;1;X;1;2;2;1;1;0;1;0;4;0;1;965714.211460101;6791311.9244248085;1;1
2020;1538880;21;1;X;1;2;2;1;1;1;1;0;4;1;2;829491.396633088;6754508.246978767;1;1
2020;1538888;48;1;X;1;2;1;1;1;2;1;0;2;0;3;746674.933053476;6415492.726206163;1;1
2020;1538893;67;1;X;1;2;2;NULL;0;X;NULL;NULL;4;1;0;1044473.1573724496;6884568.887547865;1;1
2020;1538909;19;1;X;1;2;0;2;1;0;1;0;2;1;1;601424.7588454873;6488648.0004845485;1;1
2020;1538924;19;1;X;1;2;0;1;2;1;1;0;2;1;3;603389.4395971706;6484635.158930627;1;1
2020;1538928;60;3;X;1;2;1;2;1;0;1;0;2;2;1;698119.2068556896;6936512.479705176;1;1
2020;1538935;24;1;X;1;2;2;NULL;0;0;1;0;2;0;0;501024.4239949287;6429538.363305816;1;1
2020;1538952;81;1;X;1;2;1;NULL;0;3;1;0;2;0;3;640045.9805678123;6328477.1214650925;1;1
2020;1538961;8;1;X;1;2;1;2;1;0;1;0;3;0;1;827184.6119463899;6952406.437745013;1;1
2020;1538976;7;3;X;1;2;0;NULL;0;0;1;0;2;3;0;806273.8273024728;6375025.289751921;1;1
2020;1538979;15;1;X;1;2;2;NULL;0;0;1;0;1;2;0;706968.4717620906;6445800.092213945;1;1
2020;1538982;71;1;X;1;2;2;NULL;0;0;1;0;2;2;0;830090.9263400758;6590627.859322464;1;1
2020;1538983;73;1;X;1;2;2;1;1;3;1;0;2;0;3;969189.2588379821;6499510.6694181785;1;1
2020;1538993;82;1;X;1;2;1;1;1;1;1;0;2;0;2;572252.6109158449;6345027.845810735;1;1
2020;1538995;5;1;X;1;2;1;2;2;4;NULL;NULL;4;2;3;990355.4982640855;6405415.15210256;1;1
2020;1538999;37;1;X;1;2;1;NULL;0;1;1;0;2;0;1;527174.043705864;6691101.4162811665;1;1
2020;1539003;33;1;X;1;2;0;1;1;0;1;0;2;1;1;403336.514952485;6456320.100539578;1;1
2020;1539017;17;1;X;1;2;1;NULL;0;0;1;0;2;0;0;439449.1983250411;6474006.417650574;1;1
2020;1539018;79;1;X;1;2;2;1;1;1;1;0;1;0;2;436506.17753831175;6601920.590478306;1;1
2020;1539027;67;1;X;1;2;2;NULL;0;2;1;0;3;0;3;1018074.0987264067;6836828.314668617;1;1
2020;1539043;43;1;X;1;2;1;3;1;3;1;0;2;2;3;772716.117980654;6423264.47425873;1;1
2020;1539045;43;1;X;1;2;0;3;2;2;1;1;2;2;3;715162.8926962642;6469709.00452213;1;1
2020;1539047;62;1;X;1;2;2;NULL;0;0;1;0;2;0;0;650096.880072024;7049860.763616557;1;1
2020;1539053;22;1;X;1;2;1;1;1;0;2;0;1;0;1;248453.0737472028;6823295.654844067;1;1
2020;1539056;71;1;X;1;2;1;NULL;0;1;1;0;1;0;1;802507.1004621419;6636825.768198147;1;1
2020;1539057;34;1;X;1;2;1;1;1;1;1;0;2;0;2;719706.3134063876;6297837.5412137825;1;1
2020;1539063;52;1;X;1;2;2;1;1;2;1;0;4;3;3;851440.3298063863;6750323.38654488;1;1
2020;1539068;56;1;X;1;2;0;NULL;0;0;1;0;2;0;0;256236.9545984266;6797250.064308202;1;1
2020;1539070;89;1;X;1;2;0;NULL;0;3;1;0;2;0;3;745454.1773736285;6743231.463673423;1;1
2020;1539071;74;1;X;1;2;2;2;1;3;1;1;4;0;3;963643.545362859;6551513.317000832;1;1
2020;1539073;42;1;X;1;2;2;3;1;1;1;0;2;0;3;803620.9131391833;6532902.421842939;1;1
2020;1539078;24;1;X;1;2;1;NULL;0;0;1;0;2;0;0;491034.46196669166;6429621.016248964;1;1
2020;1539079;33;1;X;1;2;2;2;1;0;1;0;2;0;1;450580.3290703583;6370013.190778504;1;1
2020;1539082;83;1;X;1;2;2;NULL;0;0;1;0;2;0;0;933313.9455367206;6278036.53245063;1;1
2020;1539094;4;1;X;1;2;0;1;1;1;1;0;2;0;2;909752.3480879664;6326189.228741512;1;1
2020;1539098;88;1;X;1;2;2;NULL;0;1;1;0;4;0;1;991850.3529945954;6809073.742452657;1;1
2020;1539114;63;1;X;1;2;2;1;1;2;1;0;2;1;3;757426.6507732844;6505319.275707116;1;1
2020;1539130;53;1;X;1;2;1;NULL;0;0;1;0;1;0;0;442001.3845865527;6783741.067821517;1;1
2020;1539135;44;1;X;1;2;1;NULL;0;0;1;0;2;0;0;335606.3153114847;6726653.768797515;1;1
2020;1539138;63;1;X;1;2;2;2;1;0;1;0;4;3;1;697652.1649623859;6525807.195189147;1;1
2020;1539157;72;1;X;1;2;2;NULL;0;0;1;0;3;0;0;463952.04737834155;6779562.737238544;1;1
2020;1539160;7;1;X;1;2;1;1;1;1;1;0;2;0;2;822836.0332890968;6442819.425649352;1;1
2020;1539166;23;1;X;1;2;1;NULL;0;0;1;0;2;0;0;647782.6850436681;6536217.937800257;1;1
2020;1539168;89;1;X;1;2;1;2;1;0;1;0;1;0;1;701808.7096444574;6781574.801414375;1;1
2020;1539183;63;1;X;1;2;2;1;1;1;1;0;2;0;2;669644.6341999525;6522046.458497165;1;1
2020;1539185;8;1;X;1;2;2;1;1;0;1;0;4;2;1;819411.6835307216;6978459.536052214;1;1
2020;1539188;66;1;X;1;2;0;4;2;4;NULL;NULL;2;0;3;660646.284900832;6164480.629951227;1;1
2020;1539198;42;1;X;1;2;1;4;1;0;1;0;2;2;3;769381.3005284973;6501221.369848579;1;1
2020;1539201;70;5;X;1;2;NULL;1;1;0;1;0;2;0;1;961182.0299514328;6729394.531477958;1;1
2020;1539220;49;1;X;1;2;2;2;1;0;2;0;1;0;1;473531.80301589234;6729518.254879439;1;1
2020;1539243;9;1;X;1;2;1;1;2;4;NULL;NULL;2;0;3;607028.4184847387;6202886.997320639;1;1
2020;1539246;53;1;X;1;2;2;2;1;0;1;0;2;0;1;413989.32116335974;6779974.33726457;1;1
2020;1539257;4;1;X;1;2;0;3;1;3;1;1;2;0;3;957906.3371158086;6349750.615925049;1;1
2020;1539276;83;1;X;1;2;0;1;2;3;1;1;2;2;3;961488.7778335968;6301768.761492017;1;1
2020;1539285;15;1;X;1;2;2;1;1;0;1;0;2;0;1;638835.2467893863;6422395.495920736;1;1
2020;1539309;54;1;X;1;2;2;2;1;0;1;0;4;0;1;920282.0896180522;6853663.654207556;1;1
2020;1539311;34;1;X;1;2;1;NULL;0;3;1;0;2;1;3;707753.2316530972;6301934.319845203;1;1
2020;1539313;41;1;X;1;2;2;1;1;0;1;0;1;2;1;619316.748589881;6716314.258603645;1;1
2020;1539316;63;1;X;1;2;0;NULL;0;0;1;0;2;0;0;686033.3521143787;6569867.510403365;1;1
2020;1539317;25;1;X;1;2;2;1;1;1;1;0;1;2;2;950328.3237978148;6629564.068212599;1;1
2020;1539343;78;1;X;1;2;2;NULL;0;0;1;0;3;2;0;608446.5889806303;6850316.00506756;1;1
2020;1539344;82;5;X;1;2;NULL;1;1;0;1;0;2;2;1;556977.5977932247;6310190.572078163;1;1
2020;1539346;61;5;X;1;2;NULL;1;1;0;1;0;1;2;1;516211.5508270332;6815106.617784504;1;1
2020;1539361;84;3;X;1;2;0;3;2;1;2;2;4;2;3;869625.3139574367;6306553.506181807;1;1
2020;1539364;68;1;X;1;2;2;2;1;2;1;0;1;1;3;993381.5107562881;6755097.547000511;1;1
2020;1539373;60;1;X;1;2;2;1;1;0;1;0;3;2;1;688981.5491914877;6919598.880320541;1;1
2020;1539374;60;1;X;1;2;2;2;1;0;1;0;1;0;1;639263.9262705253;6950000.802887394;1;1
2020;1539383;36;1;A;NULL;2;1;1;1;0;1;0;2;0;1;588338.9468984427;6596665.153707884;1;1
2020;1539384;82;1;X;1;2;2;1;1;0;1;0;2;0;1;606233.0453546612;6346742.108480905;1;1
