"CAMPAGNE";"VISITE";"IDP"
2007;1;221592
2007;1;221625
2007;1;221626
2007;1;221632
2007;1;221682
2007;1;221685
2007;1;221686
2007;1;221707
2007;1;221723
2007;1;221736
2007;1;221737
2007;1;221757
2007;1;221769
2007;1;221787
2007;1;221817
2007;1;221831
2007;1;221839
2007;1;221840
2007;1;221853
2007;1;221858
2007;1;221880
2007;1;221902
2007;1;221912
2007;1;221919
2007;1;221924
2007;1;221928
2007;1;221930
2007;1;221935
2007;1;221942
2007;1;221949
2007;1;221956
2007;1;221957
2007;1;221965
2007;1;221972
2007;1;221976
2007;1;222003
2007;1;222031
2007;1;222047
2007;1;222054
2007;1;222060
2007;1;222067
2007;1;222074
2007;1;222076
2007;1;222084
2007;1;222086
2007;1;222088
2007;1;222090
2007;1;222100
2007;1;222123
2007;1;222133
2007;1;222134
2007;1;222144
2007;1;222153
2007;1;222165
2007;1;222169
2007;1;222171
2007;1;222181
2007;1;222198
2007;1;222201
2007;1;222202
2007;1;222203
2007;1;222227
2007;1;222237
2007;1;222239
2007;1;222243
2007;1;222248
2007;1;222254
2007;1;222255
2007;1;222258
2007;1;222260
2007;1;222264
2007;1;222275
2007;1;222294
2007;1;222298
2007;1;222301
2007;1;222306
2007;1;222309
2007;1;222376
2007;1;222405
2007;1;222406
2007;1;222415
2007;1;222462
2007;1;222496
2007;1;222504
2007;1;222542
2007;1;222560
2007;1;222566
2007;1;222567
2007;1;222570
2007;1;222571
2007;1;222602
2007;1;222606
2007;1;222610
2007;1;222615
2007;1;222641
2007;1;222665
2007;1;222685
2007;1;222690
2007;1;222709
2007;1;222713
2007;1;222723
2007;1;222726
2007;1;222748
2007;1;222749
2007;1;222760
2007;1;222765
2007;1;222785
2007;1;222800
2007;1;222801
2007;1;222816
2007;1;222847
2007;1;222875
2007;1;222883
2007;1;222885
2007;1;222908
2007;1;222910
2007;1;222914
2007;1;222924
2007;1;222935
2007;1;222944
2007;1;222960
2007;1;222961
2007;1;222984
2007;1;222993
2007;1;223011
2007;1;223012
2007;1;223035
2007;1;223036
2007;1;223037
2007;1;223040
2007;1;223090
2007;1;223092
2007;1;223117
2007;1;223118
2007;1;223119
2007;1;223136
2007;1;223140
2007;1;223156
2007;1;223175
2007;1;223178
2007;1;223181
2007;1;223182
2007;1;223190
2007;1;223229
2007;1;223242
2007;1;223251
2007;1;223263
2007;1;223266
2007;1;223267
2007;1;223268
2007;1;223270
2007;1;223272
2007;1;223276
2007;1;223277
2007;1;223286
2007;1;223296
2007;1;223306
2007;1;223320
2007;1;223324
2007;1;223343
2007;1;223353
2007;1;223367
2007;1;223374
2007;1;223398
2007;1;223401
2007;1;223402
2007;1;223418
2007;1;223443
2007;1;223445
2007;1;223451
2007;1;223459
2007;1;223481
2007;1;223484
2007;1;223488
2007;1;223496
2007;1;223497
2007;1;223509
2007;1;223520
2007;1;223534
2007;1;223543
2007;1;223554
2007;1;223555
2007;1;223561
2007;1;223571
2007;1;223583
2007;1;223626
2007;1;223632
2007;1;223654
2007;1;223659
2007;1;223668
2007;1;223686
2007;1;223692
2007;1;223700
2007;1;223702
2007;1;223732
2007;1;223737
2007;1;223739
2007;1;223751
2007;1;223759
2007;1;223762
2007;1;223767
2007;1;223777
2007;1;223791
2007;1;223797
2007;1;223814
2007;1;223828
2007;1;223848
2007;1;223854
2007;1;223857
2007;1;223860
2007;1;223861
2007;1;223865
2007;1;223877
2007;1;223894
2007;1;223908
2007;1;223924
2007;1;223940
2007;1;223941
2007;1;223944
2007;1;223946
2007;1;223950
2007;1;223957
2007;1;223966
2007;1;223994
2007;1;223996
2007;1;223999
2007;1;224007
2007;1;224013
2007;1;224022
2007;1;224023
2007;1;224027
2007;1;224036
2007;1;224041
2007;1;224055
2007;1;224076
2007;1;224088
2007;1;224098
2007;1;224103
2007;1;224111
2007;1;224118
2007;1;224146
2007;1;224168
2007;1;224177
2007;1;224190
2007;1;224206
2007;1;224209
2007;1;224210
2007;1;224215
2007;1;224216
2007;1;224225
2007;1;224244
2007;1;224250
2007;1;224257
2007;1;224270
2007;1;224312
2007;1;224320
2007;1;224333
2007;1;224340
2007;1;224354
2007;1;224367
2007;1;224368
2007;1;224375
2007;1;224379
2007;1;224386
2007;1;224387
2007;1;224392
2007;1;224393
2007;1;224398
2007;1;224403
2007;1;224412
2007;1;224417
2007;1;224422
2007;1;224437
2007;1;224459
2007;1;224464
2007;1;224491
2007;1;224494
2007;1;224507
2007;1;224535
2007;1;224543
2007;1;224566
2007;1;224585
2007;1;224588
2007;1;224589
2007;1;224590
2007;1;224602
2007;1;224605
2007;1;224613
2007;1;224625
2007;1;224639
2007;1;224671
2007;1;224685
2007;1;224689
2007;1;224690
2007;1;224691
2007;1;224711
2007;1;224729
2007;1;224731
2007;1;224776
2007;1;224777
2007;1;224795
2007;1;224802
2007;1;224827
2007;1;224854
2007;1;224856
2007;1;224857
2007;1;224879
2007;1;224907
2007;1;224921
2007;1;224924
2007;1;224947
2007;1;224951
2007;1;224967
2007;1;225005
2007;1;225010
2007;1;225022
2007;1;225023
2007;1;225037
2007;1;225058
2007;1;225062
2007;1;225087
2007;1;225098
2007;1;225143
2007;1;225151
2007;1;225156
2007;1;225165
2007;1;225180
2007;1;225229
2007;1;225261
2007;1;225265
2007;1;225294
2007;1;225303
2007;1;225309
2007;1;225320
2007;1;225337
2007;1;225340
2007;1;225346
2007;1;225420
2007;1;225425
2007;1;225426
2007;1;225427
2007;1;225471
2007;1;225481
2007;1;225487
2007;1;225502
2007;1;225528
2007;1;225530
2007;1;225549
2007;1;225555
2007;1;225556
2007;1;225565
2007;1;225566
2007;1;225582
2007;1;225586
2007;1;225601
2007;1;225607
2007;1;225625
2007;1;225641
2007;1;225654
2007;1;225655
2007;1;225670
2007;1;225699
2007;1;225707
2007;1;225713
2007;1;225740
2007;1;225751
2007;1;225790
2007;1;225798
2007;1;225814
2007;1;225844
2007;1;225852
2007;1;225855
2007;1;225864
2007;1;225865
2007;1;225871
2007;1;225891
2007;1;225892
2007;1;225893
2007;1;225904
2007;1;225911
2007;1;225921
2007;1;225930
2007;1;225932
2007;1;225941
2007;1;225953
2007;1;225954
2007;1;225956
2007;1;225965
2007;1;225972
2007;1;225973
2007;1;225977
2007;1;225986
2007;1;225991
2007;1;225992
2007;1;225993
2007;1;225999
2007;1;226006
2007;1;226011
2007;1;226018
2007;1;226024
2007;1;226043
2007;1;226047
2007;1;226053
2007;1;226058
2007;1;226069
2007;1;226083
2007;1;226089
2007;1;226096
2007;1;226097
2007;1;226107
2007;1;226111
2007;1;226127
2007;1;226143
2007;1;226152
2007;1;226159
2007;1;226181
2007;1;226184
2007;1;226189
2007;1;226196
2007;1;226204
2007;1;226215
2007;1;226219
2007;1;226228
2007;1;226230
2007;1;226232
2007;1;226234
2007;1;226237
2007;1;226242
2007;1;226258
2007;1;226265
2007;1;226268
2007;1;226275
2007;1;226277
2007;1;226303
2007;1;226335
2007;1;226336
2007;1;226376
2007;1;226381
2007;1;226397
2007;1;226403
2007;1;226414
2007;1;226425
2007;1;226434
2007;1;226460
2007;1;226489
2007;1;226498
2007;1;226504
2007;1;226519
2007;1;226526
2007;1;226529
2007;1;226531
2007;1;226564
2007;1;226570
2007;1;226578
2007;1;226590
2007;1;226604
2007;1;226616
2007;1;226619
2007;1;226626
2007;1;226669
2007;1;226674
2007;1;226692
2007;1;226700
2007;1;226702
2007;1;226708
2007;1;226720
2007;1;226727
2007;1;226728
2007;1;226730
2007;1;226746
2007;1;226748
2007;1;226774
2007;1;226782
2007;1;226785
2007;1;226801
2007;1;226810
2007;1;226812
2007;1;226818
2007;1;226847
2007;1;226865
2007;1;226881
2007;1;226907
2007;1;226924
2007;1;226929
2007;1;226940
2007;1;226945
2007;1;226947
2007;1;226955
2007;1;226985
2007;1;226990
2007;1;227022
2007;1;227045
2007;1;227056
2007;1;227066
2007;1;227071
2007;1;227072
2007;1;227084
2007;1;227087
2007;1;227103
2007;1;227110
2007;1;227118
2007;1;227120
2007;1;227122
2007;1;227133
2007;1;227134
2007;1;227143
2007;1;227155
2007;1;227186
2007;1;227188
2007;1;227190
2007;1;227213
2007;1;227220
2007;1;227235
2007;1;227237
2007;1;227241
2007;1;227261
2007;1;227269
2007;1;227288
2007;1;227299
2007;1;227301
2007;1;227310
2007;1;227316
2007;1;227319
2007;1;227345
2007;1;227348
2007;1;227352
2007;1;227388
2007;1;227399
2007;1;227415
2007;1;227418
2007;1;227424
2007;1;227436
2007;1;227440
2007;1;227443
2007;1;227462
2007;1;227465
2007;1;227468
2007;1;227495
2007;1;227496
2007;1;227498
2007;1;227509
2007;1;227514
2007;1;227519
2007;1;227521
2007;1;227540
2007;1;227557
2007;1;227598
2007;1;227601
2007;1;227635
2007;1;227644
2007;1;227661
2007;1;227674
2007;1;227678
2007;1;227702
2007;1;227703
2007;1;227722
2007;1;227723
2007;1;227727
2007;1;227733
2007;1;227745
2007;1;227749
2007;1;227762
2007;1;227770
2007;1;227783
2007;1;227794
2007;1;227827
2007;1;227836
2007;1;227841
2007;1;227910
2007;1;227923
2007;1;227959
2007;1;227960
2007;1;227977
2007;1;227991
2007;1;227995
2007;1;227996
2007;1;228005
2007;1;228018
2007;1;228026
2007;1;228033
2007;1;228042
2007;1;228044
2007;1;228049
2007;1;228052
2007;1;228068
2007;1;228104
2007;1;228105
2007;1;228121
2007;1;228129
2007;1;228130
2007;1;228136
2007;1;228149
2007;1;228152
2007;1;228155
2007;1;228162
2007;1;228188
2007;1;228218
2007;1;228226
2007;1;228245
2007;1;228250
2007;1;228257
2007;1;228263
2007;1;228264
2007;1;228304
2007;1;228331
2007;1;228341
2007;1;228365
2007;1;228397
2007;1;228417
2007;1;228448
2007;1;228453
2007;1;228468
2007;1;228478
2007;1;228491
2007;1;228497
2007;1;228511
2007;1;228513
2007;1;228519
2007;1;228523
2007;1;228529
2007;1;228538
2007;1;228580
2007;1;228584
2007;1;228597
2007;1;228598
2007;1;228599
2007;1;228614
2007;1;228615
2007;1;228642
2007;1;228658
2007;1;228663
2007;1;228667
2007;1;228669
2007;1;228674
2007;1;228676
2007;1;228678
2007;1;228696
2007;1;228729
2007;1;228730
2007;1;228734
2007;1;228768
2007;1;228776
2007;1;228783
2007;1;228803
2007;1;228805
2007;1;228807
2007;1;228808
2007;1;228817
2007;1;228880
2007;1;228881
2007;1;228901
2007;1;228904
2007;1;228929
2007;1;228930
2007;1;228932
2007;1;228948
2007;1;228958
2007;1;228981
2007;1;228996
2007;1;229005
2007;1;229007
2007;1;229043
2007;1;229044
2007;1;229047
2007;1;229059
2007;1;229067
2007;1;229082
2007;1;229098
2007;1;229100
2007;1;229101
2007;1;229113
2007;1;229114
2007;1;229143
2007;1;229146
2007;1;229158
2007;1;229168
2007;1;229177
2007;1;229192
2007;1;229202
2007;1;229203
2007;1;229220
2007;1;229221
2007;1;229230
2007;1;229238
2007;1;229248
2007;1;229262
2007;1;229283
2007;1;229303
2007;1;229327
2007;1;229339
2007;1;229347
2007;1;229353
2007;1;229375
2007;1;229376
2007;1;229396
2007;1;229407
2007;1;229423
2007;1;229426
2007;1;229448
2007;1;229449
2007;1;229457
2007;1;229458
2007;1;229471
2007;1;229505
2007;1;229516
2007;1;229539
2007;1;229543
2007;1;229550
2007;1;229555
2007;1;229567
2007;1;229568
2007;1;229581
2007;1;229583
2007;1;229590
2007;1;229616
2007;1;229622
2007;1;229643
2007;1;229654
2007;1;229668
2007;1;229671
2007;1;229683
2007;1;229684
2007;1;229685
2007;1;229694
2007;1;229703
2007;1;229713
2007;1;229720
2007;1;229724
2007;1;229762
2007;1;229768
2007;1;229789
2007;1;229804
2007;1;229811
2007;1;229813
2007;1;229827
2007;1;229838
2007;1;229847
2007;1;229872
2007;1;229886
2007;1;229892
2007;1;229893
2007;1;229895
2007;1;229907
2007;1;229911
2007;1;229933
2007;1;229961
2007;1;229962
2007;1;229968
2007;1;229970
2007;1;229984
2007;1;229987
2007;1;229990
2007;1;230006
2007;1;230014
2007;1;230018
2007;1;230020
2007;1;230037
2007;1;230041
2007;1;230045
2007;1;230062
2007;1;230081
2007;1;230109
2007;1;230116
2007;1;230122
2007;1;230123
2007;1;230129
2007;1;230147
2007;1;230166
2007;1;230176
2007;1;230178
2007;1;230186
2007;1;230188
2007;1;230203
2007;1;230210
2007;1;230213
2007;1;230218
2007;1;230219
2007;1;230243
2007;1;230250
2007;1;230254
2007;1;230257
2007;1;230260
2007;1;230270
2007;1;230272
2007;1;230288
2007;1;230292
2007;1;230298
2007;1;230299
2007;1;230316
2007;1;230323
2007;1;230335
2007;1;230364
2007;1;230366
2007;1;230385
2007;1;230404
2007;1;230409
2007;1;230414
2007;1;230437
2007;1;230441
2007;1;230445
2007;1;230451
2007;1;230455
2007;1;230457
2007;1;230472
2007;1;230473
2007;1;230496
2007;1;230502
2007;1;230508
2007;1;230530
2007;1;230564
2007;1;230565
2007;1;230570
2007;1;230583
2007;1;230594
2007;1;230600
2007;1;230603
2007;1;230605
2007;1;230606
2007;1;230617
2007;1;230628
2007;1;230653
2007;1;230661
2007;1;230663
2007;1;230693
2007;1;230704
2007;1;230706
2007;1;230720
2007;1;230721
2007;1;230737
2007;1;230746
2007;1;230748
2007;1;230750
2007;1;230782
2007;1;230814
2007;1;230817
2007;1;230837
2007;1;230839
2007;1;230840
2007;1;230849
2007;1;230863
2007;1;230869
2007;1;230870
2007;1;230892
2007;1;230895
2007;1;230896
2007;1;230922
2007;1;230926
2007;1;230928
2007;1;230933
2007;1;230948
2007;1;230952
2007;1;230979
2007;1;230997
2007;1;231010
2007;1;231011
2007;1;231041
2007;1;231062
2007;1;231076
2007;1;231080
2007;1;231087
2007;1;231101
2007;1;231109
2007;1;231120
2007;1;231160
2007;1;231171
2007;1;231190
2007;1;231195
2007;1;231213
2007;1;231220
2007;1;231226
2007;1;231232
2007;1;231241
2007;1;231254
2007;1;231260
2007;1;231269
2007;1;231281
2007;1;231299
2007;1;231300
2007;1;231318
2007;1;231319
2007;1;231321
2007;1;231326
2007;1;231334
2007;1;231340
2007;1;231342
2007;1;231348
2007;1;231349
2007;1;231362
2007;1;231375
2007;1;231382
2007;1;231401
2007;1;231407
2007;1;231415
2007;1;231417
2007;1;231424
2007;1;231431
2007;1;231442
2007;1;231465
2007;1;231472
2007;1;231481
2007;1;231487
2007;1;231499
2007;1;231506
2007;1;231528
2007;1;231537
2007;1;231543
2007;1;231548
2007;1;231551
2007;1;231561
2007;1;231570
2007;1;231571
2007;1;231595
2007;1;231603
2007;1;231605
2007;1;231622
2007;1;231631
2007;1;231639
2007;1;231640
2007;1;231645
2007;1;231668
2007;1;231675
2007;1;231690
2007;1;231691
2007;1;231692
2007;1;231712
2007;1;231722
2007;1;231724
2007;1;231763
2007;1;231772
2007;1;231777
2007;1;231799
2007;1;231830
2007;1;231833
2007;1;231866
2007;1;231869
2007;1;231880
2007;1;231917
2007;1;231948
2007;1;231958
2007;1;231960
2007;1;231986
2007;1;232002
2007;1;232019
2007;1;232020
2007;1;232049
2007;1;232061
2007;1;232066
2007;1;232073
2007;1;232107
2007;1;232130
2007;1;232141
2007;1;232160
2007;1;232163
2007;1;232173
2007;1;232177
2007;1;232197
2007;1;232205
2007;1;232229
2007;1;232240
2007;1;232244
2007;1;232254
2007;1;232262
2007;1;232309
2007;1;232312
2007;1;232338
2007;1;232343
2007;1;232357
2007;1;232360
2007;1;232367
2007;1;232388
2007;1;232397
2007;1;232408
2007;1;232422
2007;1;232437
2007;1;232459
2007;1;232477
2007;1;232482
2007;1;232485
2007;1;232497
2007;1;232506
2007;1;232523
2007;1;232529
2007;1;232550
2007;1;232555
2007;1;232569
2007;1;232589
2007;1;232590
2007;1;232593
2007;1;232596
2007;1;232598
2007;1;232613
2007;1;232631
2007;1;232633
2007;1;232635
2007;1;232645
2007;1;232661
2007;1;232662
2007;1;232663
2007;1;232676
2007;1;232706
2007;1;232725
2007;1;232733
2007;1;232742
2007;1;232744
2007;1;232754
2007;1;232756
2007;1;232760
2007;1;232767
2007;1;232768
2007;1;232779
2007;1;232780
2007;1;232789
2007;1;232810
2007;1;232817
2007;1;232818
2007;1;232828
2007;1;232838
2007;1;232848
2007;1;232856
2007;1;232863
2007;1;232866
2007;1;232875
2007;1;232878
2007;1;232883
2007;1;232891
2007;1;232892
2007;1;232898
2007;1;232906
2007;1;232917
2007;1;232935
2007;1;232947
2007;1;232949
2007;1;232953
2007;1;232967
2007;1;232972
2007;1;232987
2007;1;232988
2007;1;232995
2007;1;233011
2007;1;233017
2007;1;233026
2007;1;233043
2007;1;233064
2007;1;233068
2007;1;233083
2007;1;233108
2007;1;233118
2007;1;233121
2007;1;233132
2007;1;233155
2007;1;233172
2007;1;233190
2007;1;233209
2007;1;233212
2007;1;233215
2007;1;233229
2007;1;233250
2007;1;233254
2007;1;233257
2007;1;233265
2007;1;233278
2007;1;233295
2007;1;233306
2007;1;233315
2007;1;233324
2007;1;233325
2007;1;233330
2007;1;233372
2007;1;233387
2007;1;233393
2007;1;233404
2007;1;233437
2007;1;233449
2007;1;233452
2007;1;233454
2007;1;233498
2007;1;233504
2007;1;233506
2007;1;233527
2007;1;233540
2007;1;233548
2007;1;233559
2007;1;233569
2007;1;233572
2007;1;233588
2007;1;233600
2007;1;233613
2007;1;233620
2007;1;233628
2007;1;233637
2007;1;233639
2007;1;233643
2007;1;233667
2007;1;233668
2007;1;233680
2007;1;233705
2007;1;233711
2007;1;233713
2007;1;233739
2007;1;233776
2007;1;233788
2007;1;233817
2007;1;233829
2007;1;233840
2007;1;233842
2007;1;233854
2007;1;233865
2007;1;233881
2007;1;233892
2007;1;233913
2007;1;233936
2007;1;233937
2007;1;233943
2007;1;233952
2007;1;233961
2007;1;233962
2007;1;233965
2007;1;233975
2007;1;233994
2007;1;233998
2007;1;234013
2007;1;234018
2007;1;234039
2007;1;234042
2007;1;234059
2007;1;234082
2007;1;234087
2007;1;234104
2007;1;234109
2007;1;234110
2007;1;234113
2007;1;234127
2007;1;234133
2007;1;234149
2007;1;234155
2007;1;234160
2007;1;234161
2007;1;234165
2007;1;234169
2007;1;234180
2007;1;234189
2007;1;234190
2007;1;234192
2007;1;234217
2007;1;234224
2007;1;234231
2007;1;234235
2007;1;234238
2007;1;234272
2007;1;234326
2007;1;234332
2007;1;234335
2007;1;234374
2007;1;234389
2007;1;234398
2007;1;234407
2007;1;234440
2007;1;234442
2007;1;234444
2007;1;234455
2007;1;234480
2007;1;234491
2007;1;234496
2007;1;234500
2007;1;234509
2007;1;234544
2007;1;234548
2007;1;234551
2007;1;234583
2007;1;234588
2007;1;234599
2007;1;234603
2007;1;234605
2007;1;234606
2007;1;234627
2007;1;234661
2007;1;234682
2007;1;234697
2007;1;234699
2007;1;234711
2007;1;234723
2007;1;234746
2007;1;234749
2007;1;234764
2007;1;234767
2007;1;234808
2007;1;234814
2007;1;234826
2007;1;234833
2007;1;234853
2007;1;234857
2007;1;234860
2007;1;234867
2007;1;234870
2007;1;234880
2007;1;234900
2007;1;234909
2007;1;234910
2007;1;234914
2007;1;234920
2007;1;234923
2007;1;234926
2007;1;234937
2007;1;234951
2007;1;234952
2007;1;234961
2007;1;234968
2007;1;234986
2007;1;234988
2007;1;234990
2007;1;234995
2007;1;235001
2007;1;235005
2007;1;235013
2007;1;235015
2007;1;235016
2007;1;235028
2007;1;235040
2007;1;235043
2007;1;235062
2007;1;235067
2007;1;235078
2007;1;235080
2007;1;235091
2007;1;235109
2007;1;235112
2007;1;235123
2007;1;235128
2007;1;235152
2007;1;235153
2007;1;235154
2007;1;235163
2007;1;235171
2007;1;235172
2007;1;235182
2007;1;235199
2007;1;235201
2007;1;235204
2007;1;235207
2007;1;235208
2007;1;235212
2007;1;235233
2007;1;235246
2007;1;235250
2007;1;235277
2007;1;235292
2007;1;235303
2007;1;235324
2007;1;235328
2007;1;235342
2007;1;235367
2007;1;235375
2007;1;235376
2007;1;235384
2007;1;235402
2007;1;235412
2007;1;235416
2007;1;235473
2007;1;235480
2007;1;235496
2007;1;235530
2007;1;235539
2007;1;235551
2007;1;235554
2007;1;235561
2007;1;235562
2007;1;235565
2007;1;235572
2007;1;235590
2007;1;235596
2007;1;235606
2007;1;235608
2007;1;235613
2007;1;235626
2007;1;235640
2007;1;235643
2007;1;235645
2007;1;235656
2007;1;235663
2007;1;235666
2007;1;235669
2007;1;235690
2007;1;235693
2007;1;235728
2007;1;235733
2007;1;235735
2007;1;235746
2007;1;235763
2007;1;235772
2007;1;235784
2007;1;235809
2007;1;235817
2007;1;235837
2007;1;235852
2007;1;235858
2007;1;235862
2007;1;235872
2007;1;235873
2007;1;235898
2007;1;235899
2007;1;235916
2007;1;235919
2007;1;235922
2007;1;235940
2007;1;235954
2007;1;235972
2007;1;235981
2007;1;235986
2007;1;235987
2007;1;236037
2007;1;236040
2007;1;236046
2007;1;236053
2007;1;236064
2007;1;236068
2007;1;236071
2007;1;236077
2007;1;236083
2007;1;236084
2007;1;236086
2007;1;236108
2007;1;236120
2007;1;236125
2007;1;236127
2007;1;236145
2007;1;236150
2007;1;236161
2007;1;236174
2007;1;236188
2007;1;236194
2007;1;236203
2007;1;236226
2007;1;236230
2007;1;236267
2007;1;236285
2007;1;236289
2007;1;236298
2007;1;236303
2007;1;236317
2007;1;236320
2007;1;236345
2007;1;236347
2007;1;236348
2007;1;236354
2007;1;236355
2007;1;236360
2007;1;236366
2007;1;236371
2007;1;236382
2007;1;236418
2007;1;236428
2007;1;236467
2007;1;236479
2007;1;236482
2007;1;236489
2007;1;236490
2007;1;236493
2007;1;236499
2007;1;236517
2007;1;236547
2007;1;236548
2007;1;236552
2007;1;236553
2007;1;236569
2007;1;236582
2007;1;236596
2007;1;236607
2007;1;236618
2007;1;236620
2007;1;236624
2007;1;236641
2007;1;236672
2007;1;236673
2007;1;236679
2007;1;236693
2007;1;236698
2007;1;236701
2007;1;236729
2007;1;236731
2007;1;236742
2007;1;236750
2007;1;236760
2007;1;236761
2007;1;236792
2007;1;236795
2007;1;236804
2007;1;236813
2007;1;236835
2007;1;236851
2007;1;236852
2007;1;236888
2007;1;236909
2007;1;236918
2007;1;236924
2007;1;236925
2007;1;236937
2007;1;236942
2007;1;236946
2007;1;236955
2007;1;236965
2007;1;236974
2007;1;236991
2007;1;236993
2007;1;236997
2007;1;237002
2007;1;237023
2007;1;237031
2007;1;237041
2007;1;237045
2007;1;237083
2007;1;237084
2007;1;237087
2007;1;237109
2007;1;237138
2007;1;237142
2007;1;237144
2007;1;237146
2007;1;237156
2007;1;237169
2007;1;237179
2007;1;237194
2007;1;237212
2007;1;237222
2007;1;237240
2007;1;237268
2007;1;237270
2007;1;237294
2007;1;237295
2007;1;237296
2007;1;237298
2007;1;237325
2007;1;237327
2007;1;237352
2007;1;237363
2007;1;237368
2007;1;237374
2007;1;237400
2007;1;237414
2007;1;237428
2007;1;237435
2007;1;237456
2007;1;237457
2007;1;237481
2007;1;237485
2007;1;237487
2007;1;237493
2007;1;237508
2007;1;237551
2007;1;237554
2007;1;237576
2007;1;237587
2007;1;237599
2007;1;237611
2007;1;237620
2007;1;237643
2007;1;237659
2007;1;237666
2007;1;237669
2007;1;237672
2007;1;237683
2007;1;237698
2007;1;237711
2007;1;237718
2007;1;237724
2007;1;237730
2007;1;237750
2007;1;237779
2007;1;237793
2007;1;237795
2007;1;237805
2007;1;237821
2007;1;237826
2007;1;237827
2007;1;237838
2007;1;237840
2007;1;237843
2007;1;237846
2007;1;237869
2007;1;237872
2007;1;237901
2007;1;237916
2007;1;237946
2007;1;237960
2007;1;237961
2007;1;237963
2007;1;237980
2007;1;237983
2007;1;238000
2007;1;238018
2007;1;238027
2007;1;238036
2007;1;238061
2007;1;238065
2007;1;238072
2007;1;238077
2007;1;238103
2007;1;238115
2007;1;238125
2007;1;238126
2007;1;238139
2007;1;238149
2007;1;238154
2007;1;238156
2007;1;238165
2007;1;238175
2007;1;238185
2007;1;238197
2007;1;238198
2007;1;238200
2007;1;238213
2007;1;238215
2007;1;238233
2007;1;238235
2007;1;238239
2007;1;238242
2007;1;238243
2007;1;238246
2007;1;238248
2007;1;238249
2007;1;238250
2007;1;238256
2007;1;238257
2007;1;238311
2007;1;238315
2007;1;238319
2007;1;238332
2007;1;238365
2007;1;238371
2007;1;238380
2007;1;238382
2007;1;238389
2007;1;238397
2007;1;238409
2007;1;238432
2007;1;238440
2007;1;238441
2007;1;238452
2007;1;238457
2007;1;238477
2007;1;238480
2007;1;238484
2007;1;238492
2007;1;238501
2007;1;238504
2007;1;238505
2007;1;238514
2007;1;238520
2007;1;238528
2007;1;238542
2007;1;238561
2007;1;238574
2007;1;238575
2007;1;238597
2007;1;238601
2007;1;238610
2007;1;238613
2007;1;238640
2007;1;238649
2007;1;238660
2007;1;238668
2007;1;238670
2007;1;238671
2007;1;238672
2007;1;238675
2007;1;238697
2007;1;238707
2007;1;238709
2007;1;238710
2007;1;238733
2007;1;238734
2007;1;238735
2007;1;238779
2007;1;238794
2007;1;238806
2007;1;238815
2007;1;238839
2007;1;238853
2007;1;238863
2007;1;238914
2007;1;238925
2007;1;238927
2007;1;238931
2007;1;238934
2007;1;238948
2007;1;238956
2007;1;238972
2007;1;238977
2007;1;238985
2007;1;238999
2007;1;239006
2007;1;239010
2007;1;239011
2007;1;239026
2007;1;239035
2007;1;239041
2007;1;239049
2007;1;239060
2007;1;239067
2007;1;239080
2007;1;239105
2007;1;239116
2007;1;239120
2007;1;239137
2007;1;239157
2007;1;239158
2007;1;239159
2007;1;239170
2007;1;239174
2007;1;239189
2007;1;239199
2007;1;239212
2007;1;239243
2007;1;239247
2007;1;239263
2007;1;239265
2007;1;239266
2007;1;239303
2007;1;239326
2007;1;239370
2007;1;239376
2007;1;239382
2007;1;239407
2007;1;239424
2007;1;239427
2007;1;239436
2007;1;239441
2007;1;239442
2007;1;239484
2007;1;239498
2007;1;239503
2007;1;239504
2007;1;239522
2007;1;239526
2007;1;239529
2007;1;239554
2007;1;239556
2007;1;239569
2007;1;239576
2007;1;239585
2007;1;239589
2007;1;239593
2007;1;239611
2007;1;239613
2007;1;239633
2007;1;239641
2007;1;239642
2007;1;239646
2007;1;239657
2007;1;239659
2007;1;239669
2007;1;239671
2007;1;239684
2007;1;239697
2007;1;239703
2007;1;239713
2007;1;239728
2007;1;239734
2007;1;239744
2007;1;239757
2007;1;239761
2007;1;239788
2007;1;239799
2007;1;239805
2007;1;239810
2007;1;239817
2007;1;239824
2007;1;239836
2007;1;239859
2007;1;239864
2007;1;239874
2007;1;239877
2007;1;239896
2007;1;239911
2007;1;239914
2007;1;239919
2007;1;239926
2007;1;239933
2007;1;239958
2007;1;239983
2007;1;240006
2007;1;240009
2007;1;240034
2007;1;240038
2007;1;240057
2007;1;240071
2007;1;240077
2007;1;240080
2007;1;240081
2007;1;240097
2007;1;240119
2007;1;240142
2007;1;240152
2007;1;240157
2007;1;240163
2007;1;240205
2007;1;240206
2007;1;240208
2007;1;240223
2007;1;240234
2007;1;240257
2007;1;240260
2007;1;240261
2007;1;240268
2007;1;240282
2007;1;240288
2007;1;240304
2007;1;240309
2007;1;240324
2007;1;240334
2007;1;240339
2007;1;240357
2007;1;240368
2007;1;240373
2007;1;240388
2007;1;240389
2007;1;240396
2007;1;240411
2007;1;240414
2007;1;240415
2007;1;240424
2007;1;240425
2007;1;240438
2007;1;240439
2007;1;240464
2007;1;240491
2007;1;240509
2007;1;240510
2007;1;240525
2007;1;240549
2007;1;240557
2007;1;240582
2007;1;240583
2007;1;240595
2007;1;240624
2007;1;240625
2007;1;240626
2007;1;240631
2007;1;240641
2007;1;240663
2007;1;240674
2007;1;240675
2007;1;240691
2007;1;240717
2007;1;240723
2007;1;240729
2007;1;240730
2007;1;240741
