"dir";"type_point";"npp";"nph";"type_res";"nom_site"
DIRNO;nouveau;"25-14-083-1-088T";"250831088";réserve naturelle nationale;Forêt Domaniale De Cerisy
DIRNO;nouveau;"25-41-147-1-124T";"251471124";réserve naturelle nationale;Vallées de la Grand-Pierre et de Vitain
DIRNO;nouveau;"25-41-152-1-125T";"251521125";réserve nationale de chasse et faune sauvage;Chambord
DIRNO;nouveau;"25-41-153-1-124T";"251531124";réserve nationale de chasse et faune sauvage;Chambord
DIRNO;nouveau;"25-56-037-1-152T";"250371152";réserve naturelle régionale;Étangs du Petit et du Grand Loc'h
DIRNO;nouveau;"25-61-122-1-097T";"251221097";réserve naturelle régionale;Clairière forestière de Bresolettes
DIRNO;nouveau;"25-62-136-1-013T";"251361013";réserve biosphère;Marais Audomarois (zone centrale)
DIRNO;nouveau;"25-76-109-1-070T";"251091070";réserve naturelle nationale;Estuaire De La Seine
DIRNO;nouveau;"25-77-166-1-095T";"251661095";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;nouveau;"25-77-167-1-088T";"251671088";réserve biosphère;Fontainebleau et Gâtinais (zone tampon)
DIRNO;nouveau;"25-77-167-1-090T";"251671090";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;nouveau;"25-77-168-1-089T";"251681089";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;nouveau;"25-77-169-1-088T";"251691088";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;nouveau;"25-77-169-1-090T";"251691090";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;nouveau;"25-77-170-1-089T";"251701089";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;nouveau;"25-77-170-1-091T";"251701091";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;nouveau;"25-77-170-1-093T";"251701093";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;nouveau;"25-77-171-1-088T";"251711088";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;nouveau;"25-77-171-1-090T";"251711090";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;nouveau;"25-77-171-1-092T";"251711092";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;nouveau;"25-77-171-1-094T";"251711094";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;nouveau;"25-77-172-1-089T";"251721089";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;nouveau;"25-77-173-1-088T";"251731088";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;nouveau;"25-77-173-1-090T";"251731090";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;nouveau;"25-77-173-1-094T";"251731094";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;nouveau;"25-77-175-1-092T";"251751092";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;nouveau;"25-77-179-1-092T";"251791092";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;nouveau;"25-77-184-1-083T";"251841083";réserve naturelle nationale;La Bassée
DIRNO;nouveau;"25-91-158-1-091T";"251581091";réserve biosphère;Fontainebleau et Gâtinais (zone tampon)
DIRNO;nouveau;"25-91-159-1-092T";"251591092";réserve biosphère;Fontainebleau et Gâtinais (zone tampon)
DIRNO;nouveau;"25-91-160-1-089T";"251601089";réserve biosphère;Fontainebleau et Gâtinais (zone tampon)
DIRNO;nouveau;"25-91-161-1-090T";"251611090";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;nouveau;"25-91-161-1-092T";"251611092";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;nouveau;"25-91-162-1-091T";"251621091";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;nouveau;"25-91-162-1-093T";"251621093";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;nouveau;"25-91-163-1-088T";"251631088";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;nouveau;"25-91-163-1-090T";"251631090";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;visite2;"20-14-085-1-087T";"200851087";réserve naturelle nationale;Forêt Domaniale De Cerisy
DIRNO;visite2;"20-18-179-1-137T";"201791137";réserve naturelle nationale;Chaumes Du Verniller
DIRNO;visite2;"20-36-156-1-154T";"201561154";réserve naturelle nationale;Chérine
DIRNO;visite2;"20-41-155-1-123T";"201551123";réserve nationale de chasse et faune sauvage;Chambord
DIRNO;visite2;"20-41-156-1-124T";"201561124";réserve nationale de chasse et faune sauvage;Chambord
DIRNO;visite2;"20-77-167-1-093T";"201671093";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;visite2;"20-77-168-1-094T";"201681094";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;visite2;"20-77-169-1-087T";"201691087";réserve biosphère;Fontainebleau et Gâtinais (zone tampon)
DIRNO;visite2;"20-77-169-1-091T";"201691091";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;visite2;"20-77-170-1-088T";"201701088";réserve biosphère;Fontainebleau et Gâtinais (zone tampon)
DIRNO;visite2;"20-77-171-1-087T";"201711087";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;visite2;"20-77-171-1-089T";"201711089";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;visite2;"20-77-171-1-091T";"201711091";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;visite2;"20-77-172-1-090T";"201721090";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;visite2;"20-77-173-1-087T";"201731087";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;visite2;"20-77-173-1-089T";"201731089";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;visite2;"20-77-173-1-093T";"201731093";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;visite2;"20-77-174-1-088T";"201741088";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;visite2;"20-77-175-1-087T";"201751087";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;visite2;"20-77-175-1-089T";"201751089";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;visite2;"20-77-176-1-090T";"201761090";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;visite2;"20-77-177-1-093T";"201771093";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;visite2;"20-77-180-1-090T";"201801090";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;visite2;"20-91-161-1-089T";"201611089";réserve biosphère;Fontainebleau et Gâtinais (zone tampon)
DIRNO;visite2;"20-91-162-1-088T";"201621088";réserve biosphère;Fontainebleau et Gâtinais (zone tampon)
DIRNO;visite2;"20-91-163-1-089T";"201631089";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;visite2;"20-91-163-1-091T";"201631091";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;visite2;"20-91-164-1-088T";"201641088";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;visite2;"20-91-164-1-090T";"201641090";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;visite2;"20-91-165-1-087T";"201651087";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRNO;visite2;"20-91-165-1-091T";"201651091";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;visite2;"20-91-166-1-092T";"201661092";réserve biosphère;Fontainebleau et Gâtinais (zone centrale)
DIRNO;visite2;"20-91-167-1-087T";"201671087";réserve biosphère;Fontainebleau et Gâtinais (zone de transition)
DIRSE;nouveau;"20-30-252-1-213R";"202521213";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"20-48-233-1-220R";"202331220";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"20-84-287-1-211R";"202871211";réserve biosphère;Mont Ventoux (zone de transition)
DIRSE;nouveau;"25-04-288-1-207T";"252881207";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-04-288-1-209T";"252881209";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-04-288-1-213T";"252881213";réserve biosphère;Luberon Lure (zone tampon)
DIRSE;nouveau;"25-04-290-1-207T";"252901207";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-04-290-1-211T";"252901211";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-04-290-1-213T";"252901213";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-04-292-1-207T";"252921207";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-04-292-1-209T";"252921209";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-04-292-1-211T";"252921211";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-04-292-1-213T";"252921213";réserve biosphère;Luberon Lure (zone tampon)
DIRSE;nouveau;"25-04-292-1-215T";"252921215";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-04-294-1-207T";"252941207";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-04-296-1-213T";"252961213";réserve biosphère;Luberon Lure (zone tampon)
DIRSE;nouveau;"25-04-296-1-217T";"252961217";réserve biosphère;Luberon Lure (zone tampon)
DIRSE;nouveau;"25-04-297-1-215T";"252971215";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-04-310-1-183T";"253101183";réserve biosphère;Mont Viso (zone de transition)
DIRSE;nouveau;"25-05-302-1-175T";"253021175";réserve biosphère;Mont Viso (zone de transition)
DIRSE;nouveau;"25-05-304-1-173T";"253041173";réserve biosphère;Mont Viso (zone de transition)
DIRSE;nouveau;"25-05-304-1-177T";"253041177";réserve biosphère;Mont Viso (zone de transition)
DIRSE;nouveau;"25-05-304-1-179T";"253041179";réserve biosphère;Mont Viso (zone de transition)
DIRSE;nouveau;"25-05-306-1-173T";"253061173";réserve biosphère;Mont Viso (zone de transition)
DIRSE;nouveau;"25-05-306-1-179T";"253061179";réserve biosphère;Mont Viso (zone tampon)
DIRSE;nouveau;"25-05-308-1-175T";"253081175";réserve biosphère;Mont Viso (zone tampon)
DIRSE;nouveau;"25-05-308-1-177T";"253081177";réserve biosphère;Mont Viso (zone tampon)
DIRSE;nouveau;"25-05-308-1-179T";"253081179";réserve biosphère;Mont Viso (zone tampon)
DIRSE;nouveau;"25-05-310-1-173T";"253101173";réserve biosphère;Mont Viso (zone tampon)
DIRSE;nouveau;"25-05-310-1-177T";"253101177";réserve biosphère;Mont Viso (zone tampon)
DIRSE;nouveau;"25-07-250-1-211T";"252501211";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-07-250-1-213T";"252501213";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-09-211-1-282T";"252111282";réserve naturelle régionale;Massif de Saint-Barthélémy
DIRSE;nouveau;"25-13-264-1-239T";"252641239";réserve biosphère;Camargue (delta du Rhône) (zone tampon)
DIRSE;nouveau;"25-13-266-1-239T";"252661239";réserve biosphère;Camargue (delta du Rhône) (zone tampon)
DIRSE;nouveau;"25-13-268-1-237T";"252681237";réserve biosphère;Camargue (delta du Rhône) (zone centrale)
DIRSE;nouveau;"25-13-270-1-237T";"252701237";réserve naturelle nationale;Camargue
DIRSE;nouveau;"25-13-270-1-237T";"252701237";réserve biosphère;Camargue (delta du Rhône) (zone centrale)
DIRSE;nouveau;"25-13-274-1-233T";"252741233";réserve biosphère;Camargue (delta du Rhône) (zone tampon)
DIRSE;nouveau;"25-13-274-1-237T";"252741237";réserve biosphère;Camargue (delta du Rhône) (zone tampon)
DIRSE;nouveau;"25-13-276-1-233T";"252761233";réserve biosphère;Camargue (delta du Rhône) (zone de transition)
DIRSE;nouveau;"25-13-277-1-234T";"252771234";réserve naturelle nationale;Coussouls De Crau
DIRSE;nouveau;"25-13-277-1-234T";"252771234";réserve biosphère;Camargue (delta du Rhône) (zone de transition)
DIRSE;nouveau;"25-13-277-1-238T";"252771238";réserve biosphère;Camargue (delta du Rhône) (zone tampon)
DIRSE;nouveau;"25-13-278-1-235T";"252781235";réserve biosphère;Camargue (delta du Rhône) (zone tampon)
DIRSE;nouveau;"25-13-292-1-223T";"252921223";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-30-236-1-225T";"252361225";réserve biosphère;Cévennes (zone centrale)
DIRSE;nouveau;"25-30-236-1-227T";"252361227";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-240-1-225T";"252401225";réserve biosphère;Cévennes (zone centrale)
DIRSE;nouveau;"25-30-240-1-227T";"252401227";réserve biosphère;Cévennes (zone centrale)
DIRSE;nouveau;"25-30-240-1-229T";"252401229";réserve biosphère;Cévennes (zone tampon)
DIRSE;nouveau;"25-30-242-1-223T";"252421223";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-242-1-227T";"252421227";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-242-1-229T";"252421229";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-244-1-225T";"252441225";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-244-1-227T";"252441227";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-244-1-229T";"252441229";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-246-1-211T";"252461211";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-246-1-223T";"252461223";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-246-1-227T";"252461227";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-248-1-211T";"252481211";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-248-1-213T";"252481213";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-248-1-215T";"252481215";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-248-1-217T";"252481217";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-248-1-219T";"252481219";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-248-1-221T";"252481221";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-248-1-223T";"252481223";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-248-1-225T";"252481225";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-250-1-215T";"252501215";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-250-1-219T";"252501219";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-250-1-221T";"252501221";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-250-1-223T";"252501223";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-252-1-215T";"252521215";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-30-259-1-238T";"252591238";réserve biosphère;Camargue (delta du Rhône) (zone tampon)
DIRSE;nouveau;"25-30-260-1-227T";"252601227";réserve biosphère;Gorges du Gardon (zone de transition)
DIRSE;nouveau;"25-30-262-1-241T";"252621241";réserve biosphère;Camargue (delta du Rhône) (zone centrale)
DIRSE;nouveau;"25-30-264-1-221T";"252641221";réserve biosphère;Gorges du Gardon (zone de transition)
DIRSE;nouveau;"25-30-264-1-223T";"252641223";réserve biosphère;Gorges du Gardon (zone centrale)
DIRSE;nouveau;"25-30-264-1-237T";"252641237";réserve biosphère;Camargue (delta du Rhône) (zone tampon)
DIRSE;nouveau;"25-30-266-1-233T";"252661233";réserve biosphère;Camargue (delta du Rhône) (zone de transition)
DIRSE;nouveau;"25-48-232-1-217T";"252321217";réserve biosphère;Cévennes (zone tampon)
DIRSE;nouveau;"25-48-234-1-213T";"252341213";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-48-236-1-213T";"252361213";réserve biosphère;Cévennes (zone tampon)
DIRSE;nouveau;"25-48-236-1-215T";"252361215";réserve biosphère;Cévennes (zone centrale)
DIRSE;nouveau;"25-48-236-1-217T";"252361217";réserve biosphère;Cévennes (zone centrale)
DIRSE;nouveau;"25-48-238-1-217T";"252381217";réserve biosphère;Cévennes (zone tampon)
DIRSE;nouveau;"25-48-238-1-223T";"252381223";réserve biosphère;Cévennes (zone centrale)
DIRSE;nouveau;"25-48-238-1-225T";"252381225";réserve biosphère;Cévennes (zone centrale)
DIRSE;nouveau;"25-48-240-1-215T";"252401215";réserve biosphère;Cévennes (zone tampon)
DIRSE;nouveau;"25-48-240-1-219T";"252401219";réserve biosphère;Cévennes (zone centrale)
DIRSE;nouveau;"25-48-240-1-223T";"252401223";réserve biosphère;Cévennes (zone centrale)
DIRSE;nouveau;"25-48-241-1-210T";"252411210";réserve biosphère;Cévennes (zone tampon)
DIRSE;nouveau;"25-48-242-1-211T";"252421211";réserve biosphère;Cévennes (zone tampon)
DIRSE;nouveau;"25-48-242-1-213T";"252421213";réserve biosphère;Cévennes (zone centrale)
DIRSE;nouveau;"25-48-242-1-215T";"252421215";réserve biosphère;Cévennes (zone tampon)
DIRSE;nouveau;"25-48-242-1-219T";"252421219";réserve biosphère;Cévennes (zone centrale)
DIRSE;nouveau;"25-48-242-1-221T";"252421221";réserve biosphère;Cévennes (zone tampon)
DIRSE;nouveau;"25-48-244-1-211T";"252441211";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-48-244-1-213T";"252441213";réserve biosphère;Cévennes (zone centrale)
DIRSE;nouveau;"25-48-244-1-215T";"252441215";réserve biosphère;Cévennes (zone centrale)
DIRSE;nouveau;"25-48-244-1-217T";"252441217";réserve biosphère;Cévennes (zone tampon)
DIRSE;nouveau;"25-48-244-1-219T";"252441219";réserve biosphère;Cévennes (zone tampon)
DIRSE;nouveau;"25-48-244-1-221T";"252441221";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-48-246-1-215T";"252461215";réserve biosphère;Cévennes (zone tampon)
DIRSE;nouveau;"25-48-246-1-217T";"252461217";réserve biosphère;Cévennes (zone de transition)
DIRSE;nouveau;"25-66-230-1-291T";"252301291";réserve naturelle nationale;Prats-De-Mollo-La-Preste
DIRSE;nouveau;"25-83-316-1-225T";"253161225";réserve naturelle nationale;Plaine Des Maures
DIRSE;nouveau;"25-83-318-1-223T";"253181223";réserve naturelle nationale;Plaine Des Maures
DIRSE;nouveau;"25-84-278-1-217T";"252781217";réserve biosphère;Mont Ventoux (zone de transition)
DIRSE;nouveau;"25-84-280-1-207T";"252801207";réserve biosphère;Mont Ventoux (zone de transition)
DIRSE;nouveau;"25-84-280-1-209T";"252801209";réserve biosphère;Mont Ventoux (zone tampon)
DIRSE;nouveau;"25-84-280-1-213T";"252801213";réserve biosphère;Mont Ventoux (zone de transition)
DIRSE;nouveau;"25-84-280-1-215T";"252801215";réserve biosphère;Mont Ventoux (zone de transition)
DIRSE;nouveau;"25-84-280-1-217T";"252801217";réserve biosphère;Luberon Lure (zone centrale)
DIRSE;nouveau;"25-84-280-1-221T";"252801221";réserve biosphère;Luberon Lure (zone centrale)
DIRSE;nouveau;"25-84-282-1-207T";"252821207";réserve biosphère;Mont Ventoux (zone tampon)
DIRSE;nouveau;"25-84-282-1-211T";"252821211";réserve biosphère;Mont Ventoux (zone tampon)
DIRSE;nouveau;"25-84-282-1-213T";"252821213";réserve biosphère;Mont Ventoux (zone tampon)
DIRSE;nouveau;"25-84-282-1-215T";"252821215";réserve biosphère;Luberon Lure (zone centrale)
DIRSE;nouveau;"25-84-282-1-219T";"252821219";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-84-282-1-221T";"252821221";réserve biosphère;Luberon Lure (zone centrale)
DIRSE;nouveau;"25-84-282-1-223T";"252821223";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-84-283-1-216T";"252831216";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-84-283-1-218T";"252831218";réserve biosphère;Luberon Lure (zone tampon)
DIRSE;nouveau;"25-84-283-1-220T";"252831220";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-84-284-1-209T";"252841209";réserve biosphère;Mont Ventoux (zone de transition)
DIRSE;nouveau;"25-84-284-1-211T";"252841211";réserve biosphère;Mont Ventoux (zone de transition)
DIRSE;nouveau;"25-84-284-1-213T";"252841213";réserve biosphère;Mont Ventoux (zone de transition)
DIRSE;nouveau;"25-84-284-1-215T";"252841215";réserve biosphère;Luberon Lure (zone tampon)
DIRSE;nouveau;"25-84-284-1-217T";"252841217";réserve biosphère;Luberon Lure (zone centrale)
DIRSE;nouveau;"25-84-284-1-221T";"252841221";réserve biosphère;Luberon Lure (zone centrale)
DIRSE;nouveau;"25-84-285-1-216T";"252851216";réserve biosphère;Luberon Lure (zone centrale)
DIRSE;nouveau;"25-84-285-1-218T";"252851218";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-84-286-1-209T";"252861209";réserve biosphère;Mont Ventoux (zone de transition)
DIRSE;nouveau;"25-84-286-1-219T";"252861219";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-84-287-1-218T";"252871218";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-84-288-1-215T";"252881215";réserve biosphère;Luberon Lure (zone centrale)
DIRSE;nouveau;"25-84-288-1-219T";"252881219";réserve biosphère;Luberon Lure (zone tampon)
DIRSE;nouveau;"25-84-290-1-219T";"252901219";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-84-290-1-221T";"252901221";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-84-292-1-217T";"252921217";réserve biosphère;Luberon Lure (zone tampon)
DIRSE;nouveau;"25-84-294-1-217T";"252941217";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;nouveau;"25-84-294-1-219T";"252941219";réserve biosphère;Luberon Lure (zone tampon)
DIRSE;nouveau;"25-84-296-1-219T";"252961219";réserve biosphère;Luberon Lure (zone tampon)
DIRSE;visite2;"20-04-290-1-212T";"202901212";réserve biosphère;Mont Ventoux (zone de transition)
DIRSE;visite2;"20-04-292-1-206T";"202921206";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;visite2;"20-04-292-1-208T";"202921208";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;visite2;"20-04-292-1-210T";"202921210";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;visite2;"20-04-292-1-212T";"202921212";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;visite2;"20-04-294-1-206T";"202941206";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;visite2;"20-04-294-1-210T";"202941210";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;visite2;"20-04-294-1-214T";"202941214";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;visite2;"20-04-296-1-206T";"202961206";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;visite2;"20-04-296-1-210T";"202961210";réserve biosphère;Luberon Lure (zone tampon)
DIRSE;visite2;"20-04-296-1-214T";"202961214";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;visite2;"20-04-298-1-208T";"202981208";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;visite2;"20-04-298-1-212T";"202981212";réserve biosphère;Luberon Lure (zone tampon)
DIRSE;visite2;"20-04-300-1-212T";"203001212";réserve biosphère;Luberon Lure (zone de transition)
DIRSE;visite2;"20-04-312-1-184T";"203121184";réserve biosphère;Mont Viso (zone de transition)
DIRSE;visite2;"20-05-306-1-172T";"203061172";réserve biosphère;Mont Viso (zone de transition)
DIRSE;visite2;"20-05-306-1-176T";"203061176";réserve biosphère;Mont Viso (zone de transition)
DIRSE;visite2;"20-05-308-1-174T";"203081174";réserve biosphère;Mont Viso (zone tampon)
DIRSE;visite2;"20-05-308-1-178T";"203081178";réserve biosphère;Mont Viso (zone de transition)
DIRSE;visite2;"20-05-308-1-180T";"203081180";réserve biosphère;Mont Viso (zone de transition)
DIRSE;visite2;"20-05-310-1-174T";"203101174";réserve biosphère;Mont Viso (zone tampon)
DIRSE;visite2;"20-05-310-1-176T";"203101176";réserve biosphère;Mont Viso (zone tampon)
DIRSE;visite2;"20-05-310-1-178T";"203101178";réserve biosphère;Mont Viso (zone tampon)
DIRSE;visite2;"20-05-312-1-178T";"203121178";réserve biosphère;Mont Viso (zone tampon)
DIRSE;visite2;"20-05-314-1-172T";"203141172";réserve biosphère;Mont Viso (zone tampon)
DIRSE;visite2;"20-05-314-1-176T";"203141176";réserve biosphère;Mont Viso (zone tampon)
DIRSE;visite2;"20-07-252-1-212T";"202521212";réserve biosphère;Cévennes (zone de transition)
DIRSE;visite2;"20-13-266-1-240T";"202661240";réserve biosphère;Camargue (delta du Rhône) (zone tampon)
DIRSE;visite2;"20-13-270-1-234T";"202701234";réserve biosphère;Camargue (delta du Rhône) (zone tampon)
DIRSE;visite2;"20-13-270-1-236T";"202701236";réserve biosphère;Camargue (delta du Rhône) (zone tampon)
DIRSE;visite2;"20-13-274-1-228T";"202741228";réserve biosphère;Camargue (delta du Rhône) (zone de transition)
DIRSE;visite2;"20-13-274-1-236T";"202741236";réserve biosphère;Camargue (delta du Rhône) (zone centrale)
DIRSE;visite2;"20-13-274-1-236T";"202741236";réserve naturelle nationale;Camargue
DIRSE;visite2;"20-13-275-1-235T";"202751235";réserve biosphère;Camargue (delta du Rhône) (zone tampon)
DIRSE;visite2;"20-13-276-1-234T";"202761234";réserve biosphère;Camargue (delta du Rhône) (zone centrale)
DIRSE;visite2;"20-13-278-1-228T";"202781228";réserve biosphère;Camargue (delta du Rhône) (zone de transition)
DIRSE;visite2;"20-13-280-1-234T";"202801234";réserve biosphère;Camargue (delta du Rhône) (zone centrale)
DIRSE;visite2;"20-13-280-1-234T";"202801234";réserve naturelle nationale;Coussouls De Crau
DIRSE;visite2;"20-13-282-1-238T";"202821238";réserve biosphère;Camargue (delta du Rhône) (zone centrale)
DIRSE;visite2;"20-30-238-1-226T";"202381226";réserve biosphère;Cévennes (zone centrale)
DIRSE;visite2;"20-30-240-1-230T";"202401230";réserve biosphère;Cévennes (zone tampon)
DIRSE;visite2;"20-30-242-1-224T";"202421224";réserve biosphère;Cévennes (zone centrale)
DIRSE;visite2;"20-30-242-1-226T";"202421226";réserve biosphère;Cévennes (zone centrale)
DIRSE;visite2;"20-30-242-1-228T";"202421228";réserve biosphère;Cévennes (zone centrale)
DIRSE;visite2;"20-30-244-1-222T";"202441222";réserve biosphère;Cévennes (zone de transition)
DIRSE;visite2;"20-30-246-1-222T";"202461222";réserve biosphère;Cévennes (zone de transition)
DIRSE;visite2;"20-30-246-1-224T";"202461224";réserve biosphère;Cévennes (zone de transition)
DIRSE;visite2;"20-30-246-1-226T";"202461226";réserve biosphère;Cévennes (zone de transition)
DIRSE;visite2;"20-30-246-1-228T";"202461228";réserve biosphère;Cévennes (zone de transition)
DIRSE;visite2;"20-30-248-1-210T";"202481210";réserve biosphère;Cévennes (zone de transition)
DIRSE;visite2;"20-30-248-1-222T";"202481222";réserve biosphère;Cévennes (zone de transition)
DIRSE;visite2;"20-30-250-1-212T";"202501212";réserve biosphère;Cévennes (zone de transition)
DIRSE;visite2;"20-30-250-1-214T";"202501214";réserve biosphère;Cévennes (zone de transition)
DIRSE;visite2;"20-30-250-1-216T";"202501216";réserve biosphère;Cévennes (zone de transition)
