"soif","npp","incref","dep","xl","yl","anref"
"soif","25-50-070-1-093T",20,"50",320992,2467909,2025
"soif","25-50-072-1-103T",20,"50",316755,2435900,2025
"soif","20-50-076-1-104T",15,"50",321663,2428108,2025
"soif","20-50-071-1-075T",15,"50",334927,2520850,2025
"soif","25-50-068-1-075T",20,"50",332824,2523949,2025
"soif","25-50-066-1-079T",20,"50",323138,2513713,2025
"soif","25-50-069-1-086T",20,"50",324732,2490003,2025
"soif","25-50-074-1-089T",20,"50",336762,2475702,2025
"soif","25-14-082-1-087T",20,"50",363408,2473215,2025
"soif","25-50-076-1-105T",20,"50",327161,2425991,2025
"soif","20-51-188-1-046T",15,"51",714871,2490240,2025
"soif","25-51-187-1-064T",20,"51",700731,2437816,2025
"soif","25-51-201-1-060T",20,"51",747016,2435887,2025
"soif","25-51-189-1-062T",20,"51",709354,2441503,2025
"soif","20-51-215-1-049T",15,"51",792952,2454588,2025
"soif","25-51-207-1-046T",20,"51",779424,2471841,2025
"soif","25-51-189-1-056T",20,"51",715396,2459573,2025
"soif","20-51-190-1-072T",15,"51",695517,2410808,2025
"soif","25-51-214-1-053T",20,"51",793055,2443297,2025
"soif","25-51-185-1-062T",20,"51",696799,2445711,2025
"soif","25-52-223-1-086T",20,"52",787559,2336013,2025
"soif","20-52-227-1-073T",15,"52",805100,2370690,2025
"soif","20-52-232-1-090T",15,"52",802964,2314423,2025
"soif","20-52-224-1-074T",15,"52",795287,2370444,2025
"soif","20-88-242-1-076T",15,"52",846738,2346518,2025
"soif","25-52-237-1-096T",20,"52",819557,2291880,2025
"soif","20-52-220-1-068T",15,"52",789028,2392761,2025
"soif","20-52-224-1-066T",15,"52",803521,2394835,2025
"soif","25-52-218-1-071T",20,"52",786918,2385181,2025
"soif","20-52-220-1-072T",15,"52",785111,2380845,2025
"soif","25-53-105-1-106T",20,"53",412855,2393593,2025
"soif","20-53-104-1-134T",15,"53",374778,2311043,2025
"soif","25-53-096-1-123T",20,"53",368862,2351257,2025
"soif","25-53-102-1-129T",20,"53",381570,2327225,2025
"soif","25-53-095-1-128T",20,"53",360975,2337282,2025
"soif","20-53-107-1-121R",20,"53",396773,2346147,2025
"soif","25-53-103-1-132T",20,"53",381089,2317404,2025
"soif","25-53-099-1-134T",20,"53",367506,2315259,2025
"soif","25-53-096-1-122T",20,"53",370369,2354513,2025
"soif","25-53-099-1-118T",20,"53",382943,2363719,2025
"soif","25-54-251-1-054T",20,"54",903430,2403642,2025
"soif","20-54-231-1-035T",15,"54",854745,2480225,2025
"soif","20-54-236-1-046T",15,"54",858853,2442799,2025
"soif","25-54-222-1-029T",20,"54",841628,2508091,2025
"soif","25-54-237-1-056T",20,"54",858830,2411156,2025
"soif","25-54-261-1-052T",20,"54",934923,2399429,2025
"soif","20-54-244-1-054T",15,"54",875181,2410170,2025
"soif","25-54-261-1-048T",20,"54",938803,2411614,2025
"soif","25-54-233-1-054T",20,"54",848861,2422023,2025
"soif","20-54-258-1-052T",15,"54",919562,2402347,2025
"soif","25-55-212-1-045T",20,"55",795467,2469204,2025
"soif","20-55-217-1-035T",15,"55",813700,2495055,2025
"soif","25-55-224-1-055T",20,"55",821075,2427255,2025
"soif","20-55-221-1-039T",15,"55",820704,2478463,2025
"soif","25-55-221-1-042T",20,"55",824886,2469922,2025
"soif","25-55-228-1-057T",20,"55",831578,2417732,2025
"soif","25-55-233-1-052T",20,"55",850956,2427208,2025
"soif","25-55-221-1-046T",20,"55",821379,2457754,2025
"soif","25-55-219-1-034T",20,"55",827315,2495708,2025
"soif","25-55-231-1-066T",20,"55",831426,2387506,2025
"soif","20-56-040-1-140T",15,"56",176902,2356514,2025
"soif","20-56-045-1-149T",15,"56",183305,2324224,2025
"soif","25-56-049-1-154T",20,"56",196862,2305422,2025
"soif","25-56-045-1-144T",20,"56",195604,2340002,2025
"soif","20-56-059-1-145T",15,"56",229035,2322443,2025
"soif","25-56-042-1-135T",20,"56",195471,2369300,2025
"soif","25-56-045-1-148T",20,"56",191370,2327634,2025
"soif","20-56-069-1-139T",15,"56",265097,2330184,2025
"soif","25-56-033-1-144T",20,"56",159050,2351255,2025
"soif","20-56-042-1-144T",15,"56",179240,2342772,2025
"soif","20-57-235-1-033T",15,"57",868904,2482868,2025
"soif","25-57-250-1-035T",20,"57",919104,2461536,2025
"soif","20-57-244-1-034T",15,"57",895005,2471022,2025
"soif","25-57-269-1-028T",20,"57",983070,2463713,2025
"soif","25-57-257-1-040T",20,"57",935376,2439943,2025
"soif","25-57-247-1-034T",20,"57",911619,2467646,2025
"soif","20-57-249-1-039T",15,"57",904877,2450368,2025
"soif","25-57-262-1-045T",20,"57",945541,2419514,2025
"soif","20-57-263-1-043T",15,"57",943314,2424628,2025
"soif","25-57-266-1-031T",20,"57",971087,2458030,2025
"soif","25-58-211-1-136T",20,"58",700778,2197938,2025
"soif","20-58-199-1-115T",15,"58",679077,2272669,2025
"soif","25-58-207-1-136T",20,"58",689573,2201969,2025
"soif","20-58-215-1-121T",15,"58",720774,2238204,2025
"soif","25-58-194-1-131T",20,"58",654895,2229101,2025
"soif","20-58-215-1-115T",15,"58",727087,2256813,2025
"soif","20-58-202-1-136T",15,"58",666963,2206356,2025
"soif","20-58-199-1-121T",15,"58",673392,2254764,2025
"soif","25-58-204-1-137T",20,"58",679019,2201356,2025
"soif","25-58-202-1-129T",20,"58",681120,2227704,2025
"soif","25-59-139-1-007T",20,"59",614433,2656609,2025
"soif","20-59-174-1-020T",15,"59",699365,2582186,2025
"soif","20-59-140-1-014T",15,"59",603106,2634366,2025
"soif","20-59-165-1-021T",15,"59",671409,2588562,2025
"soif","20-59-173-1-018T",15,"59",698006,2589357,2025
"soif","25-59-166-1-023T",20,"59",679091,2581648,2025
"soif","25-59-157-1-015T",20,"59",660501,2614201,2025
"soif","20-59-158-1-011T",15,"59",660436,2625854,2025
"soif","25-59-173-1-020T",20,"59",702986,2583488,2025
"soif","25-59-172-1-021T",20,"59",699364,2581523,2025
"soif","20-60-149-1-061T",15,"60",582723,2485006,2025
"soif","20-60-151-1-055T",15,"60",595157,2500674,2025
"soif","25-60-157-1-064T",20,"60",610873,2467950,2025
"soif","25-60-153-1-058T",20,"60",605473,2489635,2025
"soif","25-60-162-1-051T",20,"60",639141,2501414,2025
"soif","25-60-166-1-053T",20,"60",649085,2491474,2025
"soif","20-60-172-1-062T",15,"60",651112,2458861,2025
"soif","25-60-161-1-064T",20,"60",623390,2463202,2025
"soif","20-60-169-1-061T",15,"60",643427,2464987,2025
"soif","25-60-150-1-055T",20,"60",599529,2501675,2025
"soif","25-61-111-1-094T",20,"61",442790,2423855,2025
"soif","20-61-123-1-105T",15,"61",461313,2378103,2025
"soif","25-61-094-1-109T",20,"61",377445,2395114,2025
"soif","20-61-121-1-099T",15,"61",461146,2398712,2025
"soif","20-61-117-1-103T",15,"61",445424,2390616,2025
"soif","25-61-116-1-091T",20,"61",461232,2427405,2025
"soif","20-61-116-1-104T",15,"61",441072,2388399,2025
"soif","20-61-111-1-099R",20,"61",431450,2408217,2025
"soif","25-61-112-1-091T",20,"61",449666,2431345,2025
"soif","25-61-121-1-096T",20,"61",471261,2407932,2025
"soif","25-62-126-1-019T",20,"62",563363,2633989,2025
"soif","25-62-145-1-030T",20,"62",609507,2581350,2025
"soif","20-62-136-1-026T",15,"62",578741,2602209,2025
"soif","25-62-130-1-015T",20,"62",579662,2641776,2025
"soif","25-62-132-1-017T",20,"62",583124,2633451,2025
"soif","25-62-120-1-015T",20,"62",549565,2651848,2025
"soif","20-62-135-1-015T",15,"62",587037,2636422,2025
"soif","25-62-123-1-022T",20,"62",551541,2627265,2025
"soif","25-62-134-1-021T",20,"62",584774,2619643,2025
"soif","20-80-150-1-032T",15,"62",614709,2571094,2025
"soif","25-63-226-1-177T",20,"63",704878,2059237,2025
"soif","20-63-213-1-179T",15,"63",657632,2066330,2025
"soif","20-63-219-1-181T",15,"63",673093,2054704,2025
"soif","25-63-223-1-176T",20,"63",696850,2065452,2025
"soif","20-63-211-1-177T",15,"63",652722,2074239,2025
"soif","25-63-223-1-178T",20,"63",695490,2059111,2025
"soif","20-63-203-1-181T",15,"63",625632,2070771,2025
"soif","25-63-202-1-165T",20,"63",645077,2119117,2025
"soif","25-63-203-1-168T",20,"63",645666,2109279,2025
"soif","25-63-232-1-177T",20,"63",723342,2053998,2025
"soif","25-64-123-1-286T",20,"64",287029,1835878,2025
"soif","25-64-142-1-281T",20,"64",349218,1832023,2025
"soif","25-64-147-1-292T",20,"64",353299,1793541,2025
"soif","20-64-140-1-292T",15,"64",324995,1800595,2025
"soif","25-64-159-1-278T",20,"64",403386,1823451,2025
"soif","25-64-134-1-289T",20,"64",317539,1815812,2025
"soif","20-64-138-1-292T",15,"64",319487,1802178,2025
"soif","20-64-145-1-281T",15,"64",351322,1828107,2025
"soif","20-64-134-1-292T",15,"64",307668,1806716,2025
"soif","25-64-143-1-292T",20,"64",340716,1797163,2025
"soif","20-65-171-1-277T",15,"65",432790,1814188,2025
"soif","20-65-172-1-286T",15,"65",427577,1786170,2025
"soif","20-65-179-1-293T",15,"65",441175,1758765,2025
"soif","25-65-168-1-295T",20,"65",413464,1763834,2025
"soif","25-65-172-1-291T",20,"65",429122,1771537,2025
"soif","25-65-175-1-284T",20,"65",445653,1789176,2025
"soif","20-65-173-1-289T",15,"65",427301,1776986,2025
"soif","25-65-165-1-284T",20,"65",415474,1799790,2025
"soif","20-65-180-1-286T",15,"65",451614,1778479,2025
"soif","20-65-179-1-275T",15,"65",459531,1812838,2025
"soif","25-66-230-1-283T",20,"66",611031,1737771,2025
"soif","20-66-248-1-282T",15,"66",659565,1722794,2025
"soif","20-66-238-1-272T",15,"66",638796,1762250,2025
"soif","25-66-234-1-275T",20,"66",631680,1757428,2025
"soif","25-66-220-1-291T",20,"66",573418,1723940,2025
"soif","20-66-234-1-280T",15,"66",619276,1742658,2025
"soif","20-66-240-1-276T",15,"66",641080,1748908,2025
"soif","20-66-224-1-286T",15,"66",582928,1734750,2025
"soif","20-66-234-1-276T",15,"66",623434,1754794,2025
"soif","20-66-238-1-284T",15,"66",626739,1726142,2025
"soif","25-67-269-1-034T",20,"67",977654,2445253,2025
"soif","20-67-271-1-047T",15,"67",962907,2404950,2025
"soif","25-67-278-1-047T",20,"67",990935,2398076,2025
"soif","25-67-277-1-032T",20,"67",1003307,2443671,2025
"soif","25-67-267-1-052T",20,"67",952881,2393972,2025
"soif","25-67-281-1-026T",20,"67",1021356,2457723,2025
"soif","25-67-280-1-029T",20,"67",1014702,2450040,2025
"soif","20-67-269-1-037T",15,"67",966874,2436979,2025
"soif","25-67-270-1-053T",20,"67",961101,2387930,2025
"soif","25-67-279-1-040T",20,"67",1001005,2417789,2025
"soif","25-68-276-1-065T",20,"68",967632,2345946,2025
"soif","25-68-278-1-077T",20,"68",960963,2307454,2025
"soif","20-68-278-1-076T",15,"68",955569,2310185,2025
"soif","20-68-285-1-061T",15,"68",990855,2348435,2025
"soif","20-68-278-1-064T",15,"68",966889,2346401,2025
"soif","20-68-277-1-067T",15,"68",960897,2338268,2025
"soif","25-68-277-1-076T",20,"68",959339,2311245,2025
"soif","25-68-275-1-066T",20,"68",962779,2343905,2025
"soif","20-68-272-1-068T",15,"68",945134,2340692,2025
"soif","25-68-274-1-065T",20,"68",960977,2348078,2025
"soif","25-69-239-1-152T",20,"69",769355,2121885,2025
"soif","25-69-239-1-148T",20,"69",772707,2134013,2025
"soif","20-69-241-1-153T",15,"69",766867,2116102,2025
"soif","25-69-240-1-165T",20,"69",759639,2081123,2025
"soif","25-69-244-1-167T",20,"69",768828,2071672,2025
"soif","25-69-251-1-158T",20,"69",799630,2091784,2025
"soif","25-69-245-1-164T",20,"69",775226,2079690,2025
"soif","20-69-241-1-143T",15,"69",777351,2146440,2025
"soif","20-69-240-1-150T",15,"69",767620,2127086,2025
"soif","25-69-254-1-157T",20,"69",809104,2092049,2025
"soif","20-70-262-1-084T",15,"70",899558,2302520,2025
"soif","20-70-269-1-075T",15,"70",928781,2322876,2025
"soif","25-70-259-1-078T",20,"70",903311,2323131,2025
"soif","25-70-252-1-077T",20,"70",883308,2333884,2025
"soif","20-70-252-1-088T",15,"70",865193,2300587,2025
"soif","20-70-260-1-088T",15,"70",889135,2292449,2025
"soif","20-70-255-1-083T",15,"70",879275,2312973,2025
"soif","20-70-246-1-092T",15,"70",843460,2295026,2025
"soif","25-70-267-1-078T",20,"70",926892,2315334,2025
"soif","20-70-257-1-087T",15,"70",881639,2298375,2025
"soif","20-71-251-1-129T",15,"71",821209,2178164,2025
"soif","20-71-227-1-125T",15,"71",753210,2214409,2025
"soif","25-71-252-1-127T",20,"71",833300,2183366,2025
"soif","20-71-233-1-139T",15,"71",757067,2167050,2025
"soif","20-71-223-1-137T",15,"71",728749,2182375,2025
"soif","20-71-224-1-120T",15,"71",749097,2232226,2025
"soif","25-71-241-1-140T",20,"71",787467,2155120,2025
"soif","25-71-237-1-122T",20,"71",792915,2213612,2025
"soif","20-71-242-1-136T",15,"71",787079,2166649,2025
"soif","20-71-249-1-131T",15,"71",812833,2174474,2025
"soif","25-72-125-1-118T",20,"72",461638,2337543,2025
"soif","25-72-122-1-133T",20,"72",437413,2296082,2025
"soif","20-72-123-1-115T",15,"72",451393,2348628,2025
"soif","20-72-122-1-132T",15,"72",430905,2298752,2025
"soif","25-72-113-1-130T",20,"72",413401,2313146,2025
"soif","20-72-125-1-130T",15,"72",442028,2301684,2025
"soif","20-72-115-1-129T",15,"72",413320,2314847,2025
"soif","25-72-117-1-106T",20,"72",449611,2381871,2025
"soif","25-72-121-1-118T",20,"72",449268,2341763,2025
"soif","25-72-126-1-133T",20,"72",449119,2291563,2025
"soif","20-73-287-1-151T",15,"73",907327,2076869,2025
"soif","25-73-272-1-153T",20,"73",866860,2085621,2025
"soif","25-73-277-1-162T",20,"73",873697,2053631,2025
"soif","20-73-291-1-151T",15,"73",919293,2072452,2025
"soif","20-73-292-1-154T",15,"73",919253,2062351,2025
"soif","20-73-292-1-150T",15,"73",923139,2074809,2025
"soif","25-73-285-1-150T",20,"73",909458,2081834,2025
"soif","25-73-300-1-161T",20,"73",943524,2033512,2025
"soif","20-73-288-1-154T",15,"73",906769,2066201,2025
"soif","20-73-295-1-151T",15,"73",930776,2068829,2025
"soif","20-74-286-1-142T",15,"74",913469,2104654,2025
"soif","20-74-278-1-140T",15,"74",890701,2118901,2025
"soif","25-74-284-1-141T",20,"74",915373,2110020,2025
"soif","25-74-294-1-137T",20,"74",949384,2111146,2025
"soif","25-74-279-1-146T",20,"74",895047,2099719,2025
"soif","25-74-290-1-143T",20,"74",931020,2097283,2025
"soif","25-74-283-1-142T",20,"74",910703,2107779,2025
"soif","25-74-277-1-142T",20,"74",892703,2114040,2025
"soif","20-74-289-1-125T",15,"74",938932,2152495,2025
"soif","25-74-280-1-141T",20,"74",903636,2113698,2025
"soif","20-76-135-1-057T",15,"76",544906,2510892,2025
"soif","20-76-123-1-051T",15,"76",514992,2540714,2025
"soif","25-76-119-1-062T",20,"76",499061,2511363,2025
"soif","20-76-124-1-066T",15,"76",503626,2494851,2025
"soif","20-76-129-1-045T",15,"76",538878,2552467,2025
"soif","25-76-106-1-069T",20,"76",452805,2503876,2025
"soif","20-76-128-1-046T",15,"76",535275,2550408,2025
"soif","25-76-120-1-061T",20,"76",503045,2513921,2025
"soif","25-76-123-1-056T",20,"76",517467,2525434,2025
"soif","25-76-116-1-069T",20,"76",483147,2493324,2025
"soif","25-77-173-1-070T",20,"77",653567,2434017,2025
"soif","25-77-172-1-089T",20,"77",631032,2377589,2025
"soif","20-77-176-1-086T",15,"77",639041,2382818,2025
"soif","20-77-187-1-075T",15,"77",683326,2404386,2025
"soif","20-77-169-1-091T",15,"77",613542,2374608,2025
"soif","25-77-164-1-073T",20,"77",622862,2433102,2025
"soif","25-77-171-1-070T",20,"77",647291,2435450,2025
"soif","25-77-168-1-069T",20,"77",639269,2441846,2025
"soif","25-77-181-1-084T",20,"77",663392,2383777,2025
"soif","25-77-167-1-082T",20,"77",623191,2403416,2025
"soif","25-78-150-1-081T",20,"78",573245,2423610,2025
"soif","25-78-137-1-076T",20,"78",539157,2451103,2025
"soif","20-78-148-1-080T",15,"78",560961,2428953,2025
"soif","25-78-140-1-077T",20,"78",547601,2445611,2025
"soif","20-78-155-1-087T",15,"78",574761,2400652,2025
"soif","20-78-154-1-076T",15,"78",582760,2434618,2025
"soif","25-78-143-1-082T",20,"78",551640,2427337,2025
"soif","20-78-152-1-086T",15,"78",567158,2406350,2025
"soif","20-78-153-1-075T",15,"78",581537,2438352,2025
"soif","20-78-148-1-088T",15,"78",553487,2404560,2025
"soif","20-79-123-1-171R",20,"79",394897,2180418,2025
"soif","25-79-124-1-189T",20,"79",386859,2125876,2025
"soif","25-79-121-1-188T",20,"79",379106,2131857,2025
"soif","20-79-119-1-157T",15,"79",396804,2226267,2025
"soif","25-79-116-1-175T",20,"79",377078,2176019,2025
"soif","25-79-123-1-176T",20,"79",397022,2165371,2025
"soif","25-79-119-1-166T",20,"79",394902,2199852,2025
"soif","25-79-127-1-178T",20,"79",407253,2155358,2025
"soif","25-79-131-1-182T",20,"79",414839,2139535,2025
"soif","20-79-115-1-161T",15,"79",381195,2218335,2025
"soif","25-80-140-1-033T",20,"80",591454,2577869,2025
"soif","20-80-132-1-034T",15,"80",559274,2583089,2025
"soif","20-80-144-1-036T",15,"80",592726,2564640,2025
"soif","25-80-136-1-041T",20,"80",570857,2557732,2025
"soif","25-80-148-1-037T",20,"80",611296,2557667,2025
"soif","20-80-149-1-047T",15,"80",597601,2527089,2025
"soif","25-80-125-1-034T",20,"80",544898,2589890,2025
"soif","20-80-144-1-040T",15,"80",588774,2552659,2025
"soif","20-80-128-1-038T",15,"80",543331,2574384,2025
"soif","25-80-160-1-039T",20,"80",645344,2539413,2025
"soif","20-81-216-1-248T",15,"81",596836,1857094,2025
"soif","20-81-203-1-253T",15,"81",552823,1854801,2025
"soif","20-81-215-1-243T",15,"81",599142,1872109,2025
"soif","25-81-220-1-255T",20,"81",609021,1831868,2025
"soif","25-81-224-1-253T",20,"81",622886,1833485,2025
"soif","25-81-220-1-245T",20,"81",618998,1861267,2025
"soif","20-81-220-1-250T",15,"81",606964,1846138,2025
"soif","20-81-203-1-237T",15,"81",569293,1902208,2025
"soif","25-81-205-1-242T",20,"81",577108,1885978,2025
"soif","25-81-216-1-247T",20,"81",605428,1859253,2025
"soif","20-82-179-1-244T",15,"82",489752,1905911,2025
"soif","25-82-183-1-242T",20,"82",511509,1907364,2025
"soif","25-82-178-1-245T",20,"82",492846,1903850,2025
"soif","25-82-189-1-242T",20,"82",529009,1901919,2025
"soif","25-82-192-1-237T",20,"82",543172,1913305,2025
"soif","20-82-180-1-240T",15,"82",497393,1916354,2025
"soif","25-82-185-1-251T",20,"82",508277,1878583,2025
"soif","25-82-194-1-239T",20,"82",547343,1905453,2025
"soif","25-82-180-1-246T",20,"82",497824,1898603,2025
"soif","20-82-195-1-245T",15,"82",537274,1886682,2025
"soif","20-83-300-1-220T",15,"83",877410,1856813,2025
"soif","20-83-322-1-226T",15,"83",936733,1816461,2025
"soif","20-83-306-1-222T",15,"83",893657,1844852,2025
"soif","20-83-322-1-218T",15,"83",944830,1840580,2025
"soif","20-83-310-1-214T",15,"83",912963,1864876,2025
"soif","20-83-304-1-222T",15,"83",887053,1846723,2025
"soif","25-83-300-1-223T",20,"83",881583,1847737,2025
"soif","25-83-318-1-215T",20,"83",942798,1853394,2025
"soif","25-83-320-1-217T",20,"83",946845,1845206,2025
"soif","25-83-316-1-219T",20,"83",933431,1843265,2025
"soif","25-84-285-1-218T",20,"84",841046,1877328,2025
"soif","20-84-298-1-218T",15,"84",873246,1864552,2025
"soif","25-84-294-1-219T",20,"84",867062,1865174,2025
"soif","20-84-284-1-220T",15,"84",829077,1872259,2025
"soif","25-84-284-1-211T",20,"84",844861,1899563,2025
"soif","20-84-284-1-212T",15,"84",837646,1896179,2025
"soif","25-84-286-1-219T",20,"84",842768,1873139,2025
"soif","20-84-280-1-214T",15,"84",823385,1895092,2025
"soif","25-84-267-1-210T",20,"84",794808,1919903,2025
"soif","25-84-280-1-215T",20,"84",829122,1891253,2025
"soif","20-85-117-1-175T",15,"85",373515,2174800,2025
"soif","25-85-106-1-177T",20,"85",345133,2179240,2025
"soif","25-85-072-1-181T",20,"85",239672,2201407,2025
"soif","25-85-101-1-188T",20,"85",319119,2151985,2025
"soif","25-85-083-1-176T",20,"85",277416,2205637,2025
"soif","25-85-106-1-167T",20,"85",355359,2209610,2025
"soif","20-85-116-1-172T",15,"85",373620,2184966,2025
"soif","25-85-098-1-177T",20,"85",321518,2187127,2025
"soif","20-85-101-1-173T",15,"85",327069,2197046,2025
"soif","25-85-114-1-181T",20,"85",364981,2159466,2025
"soif","25-86-134-1-161T",20,"86",445456,2199980,2025
"soif","25-86-138-1-159T",20,"86",459302,2201344,2025
"soif","25-86-142-1-155T",20,"86",474903,2209691,2025
"soif","20-86-148-1-164T",15,"86",476924,2177088,2025
"soif","25-86-141-1-154T",20,"86",473024,2213990,2025
"soif","25-86-146-1-161T",20,"86",481681,2187414,2025
"soif","20-86-143-1-153T",15,"86",473339,2214405,2025
"soif","25-86-141-1-184T",20,"86",443319,2123511,2025
"soif","25-86-141-1-172T",20,"86",455437,2159765,2025
"soif","25-87-154-1-173T",20,"86",493672,2143740,2025
"soif","20-87-168-1-178T",15,"87",523318,2114345,2025
"soif","20-87-177-1-191T",15,"87",537264,2066876,2025
"soif","20-87-160-1-196T",15,"87",481426,2068267,2025
"soif","20-87-157-1-175T",15,"87",493604,2134315,2025
"soif","25-87-169-1-176T",20,"87",535215,2119492,2025
"soif","20-87-177-1-187T",15,"87",541248,2078100,2025
"soif","25-87-163-1-194T",20,"87",499678,2072010,2025
"soif","20-87-175-1-193T",15,"87",529257,2062929,2025
"soif","25-87-158-1-191T",20,"87",487022,2085865,2025
"soif","25-87-179-1-188T",20,"87",553497,2073495,2025
"soif","20-88-257-1-061T",15,"88",907180,2376392,2025
"soif","20-88-270-1-064T",15,"88",942849,2354962,2025
"soif","25-88-253-1-074T",20,"88",889188,2341593,2025
"soif","25-88-263-1-072T",20,"88",921249,2337223,2025
"soif","20-88-235-1-067T",15,"88",835393,2380464,2025
"soif","25-88-267-1-070T",20,"88",935513,2339757,2025
"soif","20-88-269-1-065T",15,"88",939206,2352495,2025
"soif","20-88-264-1-058T",15,"88",931476,2378228,2025
"soif","25-88-262-1-067T",20,"88",923383,2353383,2025
"soif","20-88-241-1-065T",15,"88",854898,2380484,2025
"soif","20-89-213-1-093T",15,"89",743140,2324129,2025
"soif","20-89-212-1-110T",15,"89",723121,2274901,2025
"soif","25-89-191-1-096T",20,"89",681470,2337213,2025
"soif","25-89-199-1-108T",20,"89",693345,2293437,2025
"soif","20-89-186-1-092T",15,"89",663391,2354861,2025
"soif","25-89-199-1-110T",20,"89",690877,2287126,2025
"soif","25-89-202-1-113T",20,"89",697032,2275566,2025
"soif","20-89-193-1-087T",15,"89",689671,2362797,2025
"soif","20-89-216-1-096T",15,"89",749625,2312388,2025
"soif","25-89-199-1-095T",20,"89",706468,2332104,2025
