OBJECTID,DEP,DEPB,CYCCARTE,TFIFN,FAO2,NUM_DEP,ZPOPCODE,CODE_ONF,FREQUENCY,SUM_Shape_Area
58,01,01,3,HH,1,01,2,,1,162788.525166278650000
59,01,01,3,HH,1,01,2,2O,1,513276.946177573230000
60,01,01,3,HH,1,39,1,,1,4.111894813989942
61,01,01,3,HIM,1,01,1,,1,121518620.420950580000000
62,01,01,3,HIM,1,01,1,1O,1,157739.465265862180000
63,01,01,3,HIM,1,01,1,2O,1,92996440.833880186000000
64,01,01,3,HIM,1,01,2,,1,7601641.356619697100000
65,01,01,3,HIM,1,01,2,2O,1,2515034.840200760400000
66,01,01,3,HIM,1,39,1,,1,31.913986340913734
67,01,01,3,HIM,1,39,1,2O,1,49.516211078362623
68,01,01,3,LF,1,01,1,,1,50114151.059870988000000
69,01,01,3,LF,1,01,1,1O,1,24245.597791065044000
70,01,01,3,LF,1,01,1,2O,1,1063250.197186016000000
71,01,01,3,LF,1,01,2,,1,20527434.183999285000000
72,01,01,3,LF,1,01,2,2O,1,733428.744229098200000
73,01,01,3,LF,1,71,1,,1,3.410412442296547
74,01,01,3,LF,1,71,2,,1,3.453092943063090
75,01,01,3,MP,1,01,1,,1,40230235.799371071000000
76,01,01,3,MP,1,01,1,1O,1,381781.377526065220000
77,01,01,3,MP,1,01,1,2O,1,23035654.578363571000000
78,01,01,3,MP,1,01,2,,1,3967214.152032014900000
79,01,01,3,MP,1,01,2,2O,1,458826.617005063980000
80,01,01,3,MP,1,39,1,,1,6.613982429188342
81,01,01,3,MP,1,39,1,2O,1,2.430436462940015
82,01,01,3,P5,5,01,2,,1,21275633.352242641000000
83,01,01,3,P5,5,01,2,1O,1,886.090422656792950
84,01,01,3,P5,5,01,2,2O,1,1516794.633038714800000
85,01,01,3,P5,5,38,2,,1,0.198626979835339
86,01,01,3,P5,5,71,2,,1,1.947115088153921
87,01,01,3,QB,1,01,1,,1,119969427.559036230000000
88,01,01,3,QB,1,01,1,1O,1,828909.518872870020000
89,01,01,3,QB,1,01,1,2O,1,78055665.529819176000000
90,01,01,3,QB,1,01,2,,1,22087581.320291236000000
91,01,01,3,QB,1,01,2,2O,1,9912718.981338677900000
92,01,01,3,QB,1,39,1,,1,21.762764448587976
93,01,01,3,QB,1,39,1,2O,1,10.647727469275333
94,01,01,3,SF,1,01,1,,1,162494269.643975320000000
95,01,01,3,SF,1,01,1,1O,1,45461.766443734625000
96,01,01,3,SF,1,01,1,2O,1,7307973.526066130000000
97,01,01,3,SF,1,01,2,,1,37067744.852985434000000
98,01,01,3,SF,1,01,2,2O,1,519656.566337514670000
99,01,01,3,SF,1,38,2,,1,1.822021394764761
100,01,01,3,SF,1,39,1,,1,25.557559725015658
101,01,01,3,SF,1,69,1,,1,3.091930772606990
102,01,01,3,SF,1,71,1,,1,6.506502922226530
103,01,01,3,SF,1,71,2,,1,0.120495136104415
104,01,01,3,WFH,3,01,1,,1,102221639.112078590000000
105,01,01,3,WFH,3,01,1,1O,1,188111.784588779440000
106,01,01,3,WFH,3,01,1,2M,1,384863.719197022440000
107,01,01,3,WFH,3,01,1,2O,1,27723680.618890427000000
108,01,01,3,WFH,3,01,2,,1,25103468.982096735000000
109,01,01,3,WFH,3,01,2,2M,1,96400.992749808691000
110,01,01,3,WFH,3,01,2,2O,1,2697499.502603683200000
111,01,01,3,WFH,3,38,1,,1,0.362293033356466
112,01,01,3,WFH,3,38,2,,1,5.280492860734152
113,01,01,3,WFH,3,39,1,,1,12.682079530826805
114,01,01,3,WFH,3,39,1,2O,1,5.502108809696783
115,01,01,3,WFH,3,39,2,,1,0.100756828617623
116,01,01,3,WFH,3,69,1,,1,1.037492983744637
117,01,01,3,WFH,3,69,1,2O,1,0.533616895762401
118,01,01,3,WFH,3,69,2,,1,17.176193036584159
119,01,01,3,WFH,3,69,2,2O,1,0.364960329879188
120,01,01,3,WFH,3,73,2,,1,6.009425882603555
121,02,02,3,00,0,02,1,,2,2474771240.228841800000000
122,02,02,3,00,0,02,1,1O,1,1914055.893697246700000
123,02,02,3,00,0,02,1,2M,1,37028197.041604742000000
124,02,02,3,00,0,02,1,2O,1,291041.728091816770000
125,02,02,3,00,0,02,2,,2,3509223484.862644200000000
126,02,02,3,00,0,02,2,1O,1,1082864.776354108700000
127,02,02,3,00,0,02,2,2M,1,186974.091248015580000
128,02,02,3,00,0,02,2,2O,1,1636740.955556461400000
129,02,02,3,00,0,08,1,,1,66.287517927160124
130,02,02,3,00,0,08,1,1O,1,0.297783934894166
131,02,02,3,00,0,08,1,2O,1,0.160322911215483
132,02,02,3,00,0,08,2,,1,33.257584670947530
133,02,02,3,00,0,08,2,2O,1,0.556895868739957
134,02,02,3,00,0,51,1,,1,70.014063249119289
135,02,02,3,00,0,51,2,,1,174.694278932062960
136,02,02,3,00,0,51,2,1O,1,1.023872045130963
137,02,02,3,00,0,59,1,,1,162.354040736444290
138,02,02,3,00,0,59,2,,1,163.464130996946890
139,02,02,3,00,0,60,1,,1,12.911682526258803
140,02,02,3,00,0,60,1,1O,1,3.639630162672995
141,02,02,3,00,0,60,2,,1,132.609967816208690
142,02,02,3,00,0,77,1,,1,12.349670937291121
143,02,02,3,00,0,77,2,,1,47.982412234350249
144,02,02,3,00,0,80,1,,1,55.595345102459866
145,02,02,3,00,0,80,2,,1,46.028000446059650
146,02,02,3,11,1,02,1,,1,856316.183709904440000
147,02,02,3,11,1,02,1,1O,1,374985.946017758050000
148,02,02,3,11,1,02,1,2M,1,22301116.137775533000000
149,02,02,3,11,1,02,2,,1,12824200.264551384000000
150,02,02,3,11,1,02,2,2O,1,239128.883640468470000
151,02,02,3,30,3,02,1,,1,1005982.019153360700000
152,02,02,3,30,3,02,1,1O,1,66206.820312500000000
153,02,02,3,30,3,02,2,,1,3950295.616273143800000
154,02,02,3,30,3,02,2,1O,1,6318.482378511967000
155,02,02,3,30,3,02,2,2O,1,319737.427064800170000
156,02,02,3,30,3,80,2,,1,1.423698831969263
157,02,02,3,31,3,02,1,,1,27545.609375000000000
158,02,02,3,31,3,02,2,,1,2880212.534616602100000
159,02,02,3,31,3,02,2,2O,1,461255.769922859910000
160,02,02,3,41,4,02,1,,1,704525.684815438230000
161,02,02,3,41,4,02,1,1O,1,82104.446096773812000
162,02,02,3,41,4,02,1,2O,1,489.453125000000000
163,02,02,3,41,4,02,2,,1,9214845.425523029600000
164,02,02,3,41,4,02,2,1O,1,157140.513617993270000
165,02,02,3,41,4,02,2,2O,1,1058980.396850833700000
166,02,02,3,41,4,51,2,1O,1,2.112093999541658
167,02,02,3,41,4,60,2,,1,5.038750289104428
168,02,02,3,46,4,02,2,,1,509506.656250000000000
169,02,02,3,50,5,02,2,,2,144100640.956380040000000
170,02,02,3,50,5,02,2,1O,1,3067220.719380527700000
171,02,02,3,50,5,02,2,2M,1,102326.710817607880000
172,02,02,3,50,5,02,2,2O,1,6441755.248281353200000
173,02,02,3,50,5,51,2,,1,27.401166912554523
174,02,02,3,50,5,59,2,,1,7.338122020121928
175,02,02,3,50,5,60,2,,1,37.730568448258659
176,02,02,3,50,5,77,2,,1,26.856013628727194
177,02,02,3,50,5,80,2,,1,2.110664359580369
178,02,02,3,51,5,02,2,,1,153370.593750000000000
179,02,02,3,AA,1,02,1,,1,751929.431710857320000
180,02,02,3,AA,1,02,1,1O,1,4101823.218772592000000
181,02,02,3,AA,1,02,1,2O,1,519113.354401262070000
182,02,02,3,AA,1,02,2,,1,11825753.363796705000000
183,02,02,3,AA,1,02,2,1O,1,9385449.146252557600000
184,02,02,3,AA,1,02,2,2O,1,963250.025030887100000
185,02,02,3,AA,1,51,1,,1,0.643386703813121
186,02,02,3,AA,1,60,1,,1,0.249415796845456
187,02,02,3,AA,1,60,2,,1,4.048773345850540
188,02,02,3,AA,1,60,2,1O,1,2.941471843555002
189,02,02,3,AAJ,1,02,1,,1,178787.420056819100000
190,02,02,3,AAJ,1,02,1,1O,1,2795714.957428296100000
191,02,02,3,AAJ,1,02,1,2O,1,251462.634862943000000
192,02,02,3,AAJ,1,02,2,,1,309745.107986381570000
193,02,02,3,AAJ,1,02,2,1O,1,5377638.345120628400000
194,02,02,3,AAJ,1,02,2,2O,1,119921.938379342290000
195,02,02,3,AAJ,1,08,2,,1,0.471526634473889
196,02,02,3,AAJ,1,08,2,2O,1,2.099224976384114
197,02,02,3,AAJ,1,60,1,,1,6.193416859681824
198,02,02,3,AAJ,1,60,1,1O,1,0.348996436786903
199,02,02,3,AAJ,1,60,2,,1,0.115414733029365
200,02,02,3,AAJ,1,60,2,1O,1,0.457962703751287
201,02,02,3,AF,1,02,1,,1,34417226.734083667000000
202,02,02,3,AF,1,02,1,1O,1,18399945.827625219000000
203,02,02,3,AF,1,02,1,2O,1,3603998.430869591400000
204,02,02,3,AF,1,02,2,,1,69401993.023878083000000
205,02,02,3,AF,1,02,2,1O,1,43837333.281528816000000
206,02,02,3,AF,1,02,2,2O,1,4736918.866573100000000
207,02,02,3,AF,1,08,1,,1,4.364413955337559
208,02,02,3,AF,1,08,1,2O,1,22.924710955287509
209,02,02,3,AF,1,08,2,,1,3.119641512553800
210,02,02,3,AF,1,08,2,2O,1,10.228642592433149
211,02,02,3,AF,1,51,2,,1,9.421596478759142
212,02,02,3,AF,1,59,1,,1,17.127644577058106
213,02,02,3,AF,1,59,1,1O,1,5.457109454518104
214,02,02,3,AF,1,59,1,2O,1,0.823230258302311
215,02,02,3,AF,1,59,2,,1,4.377095455500822
216,02,02,3,AF,1,60,1,,1,13.960655656443798
217,02,02,3,AF,1,60,1,1O,1,16.377767482773805
218,02,02,3,AF,1,60,2,,1,1.469982330115575
219,02,02,3,AF,1,60,2,1O,1,1.270480891237415
220,02,02,3,AF,1,80,1,,1,0.359493738784295
221,02,02,3,AFJ,1,02,1,,1,1454150.274080779400000
222,02,02,3,AFJ,1,02,1,1O,1,2702764.007269795500000
223,02,02,3,AFJ,1,02,1,2O,1,288551.398532299500000
224,02,02,3,AFJ,1,02,2,,1,2994436.476870644400000
225,02,02,3,AFJ,1,02,2,1O,1,2519726.308800170200000
226,02,02,3,AFJ,1,02,2,2O,1,189664.496959134590000
227,02,02,3,AFJ,1,51,2,,1,0.722768886593713
228,02,02,3,AFJ,1,60,1,,1,31.379064936636510
229,02,02,3,AFJ,1,60,1,1O,1,0.819623366329961
230,02,02,3,AH,1,02,1,,1,1735236.924537446800000
231,02,02,3,AH,1,02,1,1O,1,61890858.011481673000000
232,02,02,3,AH,1,02,2,,1,3134902.530976012800000
233,02,02,3,AH,1,02,2,1O,1,45437142.333778411000000
234,02,02,3,AH,1,02,2,2O,1,286230.106119512170000
235,02,02,3,AH,1,60,1,,1,91.054748016758580
236,02,02,3,AH,1,60,1,1O,1,27.364149915345070
237,02,02,3,AH,1,60,2,,1,32.847060763922919
238,02,02,3,AH,1,60,2,1O,1,33.366844397111237
239,02,02,3,AHJ,1,02,1,,1,26460.337149553452000
240,02,02,3,AHJ,1,02,1,1O,1,1822173.803889713900000
241,02,02,3,AHJ,1,02,2,,1,132660.136374603990000
242,02,02,3,AHJ,1,02,2,1O,1,2367748.161107733400000
243,02,02,3,AHJ,1,02,2,2O,1,37323.839006478222000
244,02,02,3,AHJ,1,60,1,,1,1.481791368629729
245,02,02,3,AHJ,1,60,2,,1,3.402984410017945
246,02,02,3,AHJ,1,60,2,1O,1,1.323169214309786
247,02,02,3,AJ,1,02,1,,1,241718.380029668920000
248,02,02,3,AJ,1,02,1,1O,1,320381.905953100590000
249,02,02,3,AJ,1,02,2,,1,9507581.268016364400000
250,02,02,3,AJ,1,02,2,1O,1,1515128.563998200500000
251,02,02,3,AJ,1,02,2,2O,1,364494.694387161410000
252,02,02,3,AJJ,1,02,1,,1,33426.148437500000000
253,02,02,3,AJJ,1,02,2,,1,31389.791476669816000
254,02,02,3,AJJ,1,02,2,1O,1,21640.782079540331000
255,02,02,3,CP,1,02,1,,1,230243.207477616380000
256,02,02,3,CP,1,02,1,1O,1,127178.765625000000000
257,02,02,3,CP,1,02,2,,1,2162346.420144664100000
258,02,02,3,CP,1,02,2,1O,1,1348258.645595705400000
259,02,02,3,CP,1,02,2,2O,1,81948.281724566870000
260,02,02,3,CP,1,51,2,,1,0.003278881211693
261,02,02,3,CP,1,59,1,,1,0.137028565869008
262,02,02,3,CPJ,1,02,1,,1,2310.985945365144300
263,02,02,3,CPJ,1,02,1,1O,1,57985.181365210046000
264,02,02,3,CR,1,02,1,,2,5062075.598251381900000
265,02,02,3,CR,1,02,1,1O,1,12866745.004337909000000
266,02,02,3,CR,1,02,1,2O,1,726248.224450783340000
267,02,02,3,CR,1,02,2,,1,9716887.812704157100000
268,02,02,3,CR,1,02,2,1O,1,8086303.319967778400000
269,02,02,3,CR,1,02,2,2O,1,979133.017137213730000
270,02,02,3,CR,1,08,1,,1,0.435238772635306
271,02,02,3,CR,1,08,1,2O,1,0.159154724942460
272,02,02,3,CR,1,51,1,,1,14.380294380863916
273,02,02,3,CR,1,60,1,,1,6.493859069983799
274,02,02,3,CR,1,60,1,1O,1,30.616413406537806
275,02,02,3,CR,1,60,2,,1,0.053931539708811
276,02,02,3,CR,1,60,2,1O,1,0.177360218255737
277,02,02,3,CRJ,1,02,1,,1,43243.187500000000000
278,02,02,3,CRJ,1,02,1,1O,1,80226.128227748355000
279,02,02,3,CRJ,1,02,2,,1,161237.167054088960000
280,02,02,3,CRJ,1,02,2,2O,1,120519.446236290230000
281,02,02,3,CRJ,1,60,1,1O,1,0.031712817587532
282,02,02,3,FR,1,02,1,,1,7978798.605095909000000
283,02,02,3,FR,1,02,1,1O,1,1664449.555569025000000
284,02,02,3,FR,1,02,1,2O,1,381318.270851535550000
285,02,02,3,FR,1,02,2,,1,7807086.003212481700000
286,02,02,3,FR,1,02,2,1O,1,1731011.923989063100000
287,02,02,3,FR,1,02,2,2O,1,666963.064611069740000
288,02,02,3,FR,1,08,1,,1,0.395806517941622
289,02,02,3,FR,1,51,1,,1,2.793818964891988
290,02,02,3,FR,1,59,1,1O,1,0.134997040152712
291,02,02,3,FR,1,60,1,,1,1.610641443780106
292,02,02,3,FR,1,60,1,1O,1,5.551365968072080
293,02,02,3,FRJ,1,02,1,,1,127301.343750000000000
294,02,02,3,FRJ,1,02,2,,1,56373.864026416006000
295,02,02,3,FRJ,1,02,2,1O,1,118325.556923552840000
296,02,02,3,FRJ,1,60,2,,1,0.943439283018506
297,02,02,3,HA,1,02,1,,1,10526059.501474131000000
298,02,02,3,HA,1,02,1,1O,1,690005.505676700850000
299,02,02,3,HA,1,02,1,2M,1,5055.186607951279300
300,02,02,3,HA,1,02,1,2O,1,210005.239219566400000
301,02,02,3,HA,1,02,2,,1,16253425.287521454000000
302,02,02,3,HA,1,02,2,1O,1,267170.190385889260000
303,02,02,3,HA,1,02,2,2O,1,947103.380813111900000
304,02,02,3,HA,1,51,1,,1,5.635262667432722
305,02,02,3,HA,1,51,2,,1,21.165356548255307
306,02,02,3,HA,1,60,2,,1,2.497468421433041
307,02,02,3,HA,1,77,1,,1,0.316204034245212
308,02,02,3,HA,1,77,2,,1,0.554922627048326
309,02,02,3,HAZ,1,02,1,,1,3523889.499136989500000
310,02,02,3,HAZ,1,02,1,1O,1,14681899.968951363000000
311,02,02,3,HAZ,1,02,1,2O,1,786073.223352546800000
312,02,02,3,HAZ,1,02,2,,1,31401700.648181129000000
313,02,02,3,HAZ,1,02,2,1O,1,6656644.858620696700000
314,02,02,3,HAZ,1,02,2,2O,1,1091333.739659937100000
315,02,02,3,HAZ,1,08,1,,1,0.798938925015420
316,02,02,3,HAZ,1,08,1,2O,1,0.000336895310882
317,02,02,3,HAZ,1,51,2,,1,2.509133201225407
318,02,02,3,HAZ,1,60,1,,1,1.561031316965227
319,02,02,3,HAZ,1,60,1,1O,1,0.039300930773191
320,02,02,3,HAZ,1,60,2,,1,4.597203197650961
321,02,02,3,HAZ,1,60,2,1O,1,2.828687937240056
322,02,02,3,HF,1,02,1,,2,85212935.253711373000000
323,02,02,3,HF,1,02,1,1O,1,1172394.619753827100000
324,02,02,3,HF,1,02,1,2M,1,80297.790630640637000
325,02,02,3,HF,1,02,1,2O,1,2749502.116813813300000
326,02,02,3,HF,1,02,2,,2,333669001.461723330000000
327,02,02,3,HF,1,02,2,1O,1,6212179.627445271200000
328,02,02,3,HF,1,02,2,2M,1,144.265326621146640
329,02,02,3,HF,1,02,2,2O,1,15634128.247327315000000
330,02,02,3,HF,1,08,1,,1,4.995158200176951
331,02,02,3,HF,1,08,2,,1,1.641227262667485
332,02,02,3,HF,1,51,1,,1,17.878500919710724
333,02,02,3,HF,1,51,2,,1,102.778453074838070
334,02,02,3,HF,1,59,1,,1,8.285308973978317
335,02,02,3,HF,1,59,1,2O,1,0.905286131168996
336,02,02,3,HF,1,59,2,,1,6.029316594773352
337,02,02,3,HF,1,60,1,,1,0.086889437363168
338,02,02,3,HF,1,60,2,,1,97.076315426957805
339,02,02,3,HF,1,77,1,,1,3.353138697106872
340,02,02,3,HF,1,77,2,,1,13.738064975429186
341,02,02,3,HF,1,80,2,,1,0.512298425984682
342,02,02,3,HFZ,1,02,1,,2,43637347.807786755000000
343,02,02,3,HFZ,1,02,1,1O,1,9196034.705322217200000
344,02,02,3,HFZ,1,02,1,2O,1,5734391.389979280500000
345,02,02,3,HFZ,1,02,2,,1,126453101.270727720000000
346,02,02,3,HFZ,1,02,2,1O,1,35358459.518777482000000
347,02,02,3,HFZ,1,02,2,2O,1,5918221.769811443100000
348,02,02,3,HFZ,1,08,1,,1,6.859663017067488
349,02,02,3,HFZ,1,08,1,2O,1,1.154254327457134
350,02,02,3,HFZ,1,08,2,,1,2.036160996214365
351,02,02,3,HFZ,1,51,1,,1,9.643285161327979
352,02,02,3,HFZ,1,51,2,,1,7.994574214658292
353,02,02,3,HFZ,1,59,1,,1,5.970183259525030
354,02,02,3,HFZ,1,59,1,1O,1,1.996405289957437
355,02,02,3,HFZ,1,59,1,2O,1,3.765914169220880
356,02,02,3,HFZ,1,59,2,,1,2.036836092244648
357,02,02,3,HFZ,1,60,1,,1,25.996081810715374
358,02,02,3,HFZ,1,60,1,1O,1,4.953072650313679
359,02,02,3,HFZ,1,60,2,,1,62.027673900226098
360,02,02,3,HFZ,1,60,2,1O,1,2.782216169674340
361,02,02,3,HFZ,1,77,1,,1,0.647420368425944
362,02,02,3,HFZ,1,77,2,,1,2.688680498766885
363,02,02,3,HH,1,02,1,,1,261876.610227215710000
364,02,02,3,HH,1,02,1,1O,1,279672.992982172470000
365,02,02,3,HH,1,02,1,2O,1,105051.051110698570000
366,02,02,3,HH,1,02,2,1O,1,97983.371153324377000
367,02,02,3,HH,1,60,1,,1,0.158895669959955
368,02,02,3,HH,1,60,1,1O,1,3.817691392954373
369,02,02,3,HHZ,1,02,1,,1,190373.688567549890000
370,02,02,3,HHZ,1,02,1,1O,1,2417123.707067235400000
371,02,02,3,HHZ,1,02,2,,1,718059.151812216270000
372,02,02,3,HHZ,1,02,2,1O,1,432501.448578475220000
373,02,02,3,HHZ,1,60,1,,1,0.070756058875715
374,02,02,3,HHZ,1,60,1,1O,1,2.260612519284996
375,02,02,3,HHZ,1,60,2,,1,0.029951097440510
376,02,02,3,HHZ,1,60,2,1O,1,0.879092947072138
377,02,02,3,MR,1,02,1,,1,940810.699212587090000
378,02,02,3,MR,1,02,1,1O,1,176121.609745241410000
379,02,02,3,MR,1,02,2,,1,861057.361224010820000
380,02,02,3,MR,1,02,2,1O,1,194954.914007407670000
381,02,02,3,MR,1,02,2,2O,1,73111.039062500000000
382,02,02,3,MR,1,60,1,,1,4.625382390353603
383,02,02,3,QF,1,02,1,,1,2393853.885480138500000
384,02,02,3,QF,1,02,1,1O,1,345741.379202814420000
385,02,02,3,QF,1,02,1,2O,1,84022.647325606828000
386,02,02,3,QF,1,02,2,,1,17379784.084884867000000
387,02,02,3,QF,1,02,2,1O,1,392593.986433316310000
388,02,02,3,QF,1,02,2,2O,1,457022.124071287570000
389,02,02,3,QF,1,60,2,,1,1.930342893664187
390,03,03,4,00,0,03,1,,1,5079092119.307258600000000
391,03,03,4,00,0,03,1,1O,1,2499806.234722894600000
392,03,03,4,00,0,03,1,2M,1,647076.715186012910000
393,03,03,4,00,0,03,1,2O,1,509721.101077893230000
394,03,03,4,00,0,03,2,,1,964780537.518719910000000
395,03,03,4,00,0,03,2,1O,1,842268.169435322050000
396,03,03,4,00,0,03,2,2O,1,74632.025679875485000
397,03,03,4,00,0,18,1,,1,59.568133544382995
398,03,03,4,00,0,18,2,,1,10.702795374957642
399,03,03,4,00,0,23,1,,1,8.621990578290292
400,03,03,4,00,0,23,1,2O,1,0.640208194048895
401,03,03,4,00,0,42,1,,1,29.184284963147910
402,03,03,4,00,0,42,1,2O,1,0.133936467896509
403,03,03,4,00,0,58,1,,1,65.436134163706399
404,03,03,4,00,0,58,2,,1,18.302278719737771
405,03,03,4,00,0,58,2,2O,1,0.269719240167971
406,03,03,4,00,0,63,1,,1,82.024836407446699
407,03,03,4,00,0,63,1,1O,1,0.561513052855574
408,03,03,4,00,0,63,2,,1,16.667324913703769
409,03,03,4,00,0,71,1,,1,77.658576308328804
410,03,03,4,00,0,71,2,,1,11.999082471890418
411,03,03,4,41,4,03,1,,1,13919711.801637657000000
412,03,03,4,41,4,03,1,1O,1,62606.154137337464000
413,03,03,4,41,4,03,1,2M,1,171166.504873375090000
414,03,03,4,41,4,03,1,2O,1,534537.086893324270000
415,03,03,4,41,4,03,2,,1,3756883.404291410900000
416,03,03,4,41,4,03,2,1O,1,488.774202397427360
417,03,03,4,41,4,42,1,,1,0.601610417115563
418,03,03,4,41,4,42,1,2O,1,1.175918699813402
419,03,03,4,41,4,58,2,,1,7.325518099940382
420,03,03,4,41,4,63,2,,1,0.276868308774169
421,03,03,4,41,4,71,1,,1,3.278249790892005
422,03,03,4,46,4,03,1,,1,11935248.512802145000000
423,03,03,4,46,4,03,1,1O,1,91710.687453257633000
424,03,03,4,46,4,03,2,,1,5693766.429260571500000
425,03,03,4,46,4,03,2,1O,1,71.255894849179455
426,03,03,4,46,4,42,1,,1,0.147319496177455
427,03,03,4,46,4,58,1,,1,8.083122029085644
428,03,03,4,46,4,71,1,,1,1.465148392591277
429,03,03,4,50,5,03,2,,1,10853298.937852044000000
430,03,03,4,50,5,03,2,1O,1,37819.573910284598000
431,03,03,4,50,5,03,2,2O,1,22535.777781066456000
432,03,03,4,50,5,63,2,,1,0.891025620512678
433,03,03,4,AAA,1,03,1,,1,9450147.519468391300000
434,03,03,4,AAA,1,03,1,1O,1,143923665.399948980000000
435,03,03,4,AAA,1,03,1,2O,1,932394.184512967130000
436,03,03,4,AAA,1,03,2,,1,1371623.637893162700000
437,03,03,4,AAA,1,03,2,1O,1,22541140.429351956000000
438,03,03,4,AAA,1,63,1,,1,0.357199146288774
439,03,03,4,AAJ,1,03,1,,1,4890722.720558782100000
440,03,03,4,AAJ,1,03,1,1O,1,35864524.257611692000000
441,03,03,4,AAJ,1,03,1,2O,1,1799.639602737260900
442,03,03,4,AAJ,1,03,2,,1,2701070.112791614600000
443,03,03,4,AAJ,1,03,2,1O,1,7994917.504396450700000
444,03,03,4,AAJ,1,03,2,2O,1,6.026659288499978
445,03,03,4,AAJ,1,18,1,,1,1.094746862072498
446,03,03,4,AAJ,1,58,1,,1,0.011518985093519
447,03,03,4,AF,1,03,1,,1,1051298.389414928900000
448,03,03,4,AF,1,03,1,1O,1,193749.817220865050000
449,03,03,4,AF,1,03,2,,1,84193.101562500000000
450,03,03,4,AF,1,03,2,1O,1,18.093750000000000
451,03,03,4,AF,1,58,1,,1,0.704470428771218
452,03,03,4,AH,1,03,1,,1,337160.106436279840000
453,03,03,4,AH,1,03,1,1O,1,8056226.061366321500000
454,03,03,4,BF,1,03,1,,1,3338781.567878854500000
455,03,03,4,BF,1,03,1,2M,1,421.032663091266730
456,03,03,4,BF,1,03,2,,1,860805.570312500000000
457,03,03,4,CP,1,03,1,,1,15646733.161407184000000
458,03,03,4,CP,1,03,1,1O,1,12948084.123758379000000
459,03,03,4,CP,1,03,1,2O,1,1259181.200068555800000
460,03,03,4,CP,1,03,2,,1,9378849.792497616300000
