"npp","a","pds.ana","pds.syn","w.ana","w.syn","wac.ana","wac.syn"
"18-66-226-1-277T",8,1,1,88.4147081750594,88.4147081750594,88.4147081750594,88.4147081750594
"18-66-226-1-277T",9,1,1,88.4102400107428,88.4102400107428,88.4102400107428,88.4102400107428
"18-71-240-1-126T",1,1.0595767154239,1.05956990067008,93.6766049976626,93.6760025089584,88.4094597720427,88.4094597720427
"18-71-240-1-126T",2,1.05830281120405,1.05829603084538,93.5628449212386,93.5622454806629,88.4083874017026,88.4083874017026
"18-71-240-1-126T",3,2.09501009068945,2.09501328620121,29.6283008177619,29.6283460097084,16.7420526980561,16.7419360589324
"18-71-240-1-126T",4,1.65389414696701,1.65388872281177,64.9820094876141,64.9817963708869,39.6291693689751,39.6290026088447
"18-71-240-1-126T",5,1.61094054049887,1.61093457894886,63.2920968326703,63.2918626098727,39.6277592136573,39.6275924594608
"18-71-240-1-126T",6,1.24338593148376,1.24337724885216,17.5789893113668,17.5788665563282,16.7369389195817,16.7368223160847
"18-71-240-1-126T",7,1.14261002803222,1.14260166998554,16.1596483233407,16.1595301175734,16.7425633983445,16.7424467556628
"18-71-240-1-126T",8,1.07849381848703,1.07848628273174,15.25268531047,15.2525787354465,16.7423620086778,16.7422453673991
"18-71-240-1-126T",9,1.06863804301376,1.06863071528678,15.1154040406329,15.1153003932336,16.7446937129251,16.7445770554018
"18-71-240-1-126T",10,1,1,14.1410276727689,14.1410276727689,16.7405240996376,16.7404074711634
"18-71-240-1-126T",11,1,1,14.1443020325775,14.1443020325775,16.7444003737356,16.744283718256
"18-71-240-1-126T",12,1.13415374443505,1.13414581828816,16.0381065365049,16.0379944525932,16.7405314597384,16.7404148312128
"18-71-240-1-126T",13,1,1,88.4125145622713,88.4125145622713,88.4125145622713,88.4125145622713
"18-71-241-1-122T",1,1,1,39.291022736323,39.291022736323,39.291022736323,39.291022736323
"18-71-241-1-122T",2,1,1,88.3897169897854,88.3897169897854,88.3897169897854,88.3897169897854
"18-71-241-1-122T",3,1,1,88.3964962282232,88.3964962282232,88.3964962282232,88.3964962282232
"18-72-126-1-130T",1,1,1,88.4153675740467,88.4153675740467,88.4153675740467,88.4153675740467
"18-79-117-1-171T",1,1,1,88.4010054154148,88.4010054154148,88.4010054154148,88.4010054154148
"18-84-279-1-212T",1,1,1,88.4159772158229,88.4159772158229,88.4159772158229,88.4159772158229
"18-85-076-1-172T",1,1.29268995613909,1.29268121752517,114.293900808449,114.293128179043,93.2684821094369,93.2678632621746
"18-85-076-1-172T",2,1.25750760499134,1.25749882227819,111.183426511729,111.182649981918,93.2686438695353,93.2680250211997
"18-85-076-1-172T",3,1.22289478741545,1.22288602310762,108.122730855268,108.121955955492,93.2683170687788,93.2676982226116
"18-85-087-1-177T",1,1,1,88.4155246493126,88.4155246493126,88.4155246493126,88.4155246493126
"18-85-087-1-177T",2,1,1,88.4076960752977,88.4076960752977,88.4076960752977,88.4076960752977
"18-85-101-1-177T",1,1,1,14.1400323082635,14.1400323082635,14.1400323082635,14.1400323082635
"18-85-101-1-177T",2,1,1,88.3957351348915,88.3957351348915,88.3957351348915,88.3957351348915
"18-85-101-1-177T",3,1,1,88.4153675740467,88.4153675740467,88.4153675740467,88.4153675740467
"18-85-101-1-177T",4,1,1,88.4057303789984,88.4057303789984,88.4057303789984,88.4057303789984
"18-85-101-1-177T",5,1,1,39.2895745424313,39.2895745424313,39.2895745424313,39.2895745424313
"18-85-101-1-177T",6,1,1,88.4013421631319,88.4013421631319,88.4013421631319,88.4013421631319
"18-87-167-1-182T",1,1,1,88.4143598173008,88.4143598173008,88.4143598173008,88.4143598173008
"18-87-167-1-182T",2,1,1,88.410430096492,88.410430096492,88.410430096492,88.410430096492
"18-87-167-1-182T",3,1,1,88.4099511516339,88.4099511516339,88.4099511516339,88.4099511516339
"18-87-167-1-182T",4,1,1,88.4130426143404,88.4130426143404,88.4130426143404,88.4130426143404
"18-87-167-1-182T",5,1,1,88.4133571221392,88.4133571221392,88.4133571221392,88.4133571221392
