OBJECTID,DEP,DEPB,CYCCARTE,TFIFN,FAO2,NUM_DEP,ZPOPCODE,CODE_ONF,FREQUENCY,SUM_Shape_Area
1,01,01,3,00,0,01,1,,1,2822734762.451489900000000
2,01,01,3,00,0,01,1,1O,1,526364.891358763910000
3,01,01,3,00,0,01,1,2M,1,14459352.644668402000000
4,01,01,3,00,0,01,1,2O,1,19117517.452243399000000
5,01,01,3,00,0,01,1,2S,1,867089.180068464950000
6,01,01,3,00,0,01,2,,1,1030716150.565836300000000
7,01,01,3,00,0,01,2,1O,1,26596.948695130865000
8,01,01,3,00,0,01,2,2M,1,692761.430283643770000
9,01,01,3,00,0,01,2,2O,1,1628534.272213706300000
10,01,01,3,00,0,38,1,,1,8.293067826649011
11,01,01,3,00,0,38,2,,1,24.633543968409157
12,01,01,3,00,0,38,2,2O,1,0.616021156607133
13,01,01,3,00,0,39,1,,1,169.156582729593790
14,01,01,3,00,0,39,1,2O,1,1.675237845700590
15,01,01,3,00,0,39,2,,1,53.459306312492203
16,01,01,3,00,0,69,1,,1,19.022521048046578
17,01,01,3,00,0,69,2,,1,20.694664683964437
18,01,01,3,00,0,71,1,,1,17.703755132634573
19,01,01,3,00,0,71,2,,1,37.963126778309331
20,01,01,3,00,0,73,1,,1,0.255449810356749
21,01,01,3,00,0,73,2,,1,4.141287271193179
22,01,01,3,CVM,1,01,1,,1,6947729.510320731400000
23,01,01,3,CVM,1,01,1,2O,1,16999102.105403494000000
24,01,01,3,CVM,1,39,1,,1,11.296509235910889
25,01,01,3,CWG,1,01,1,,1,62549292.035852104000000
26,01,01,3,CWG,1,01,1,1O,1,8600770.808219635900000
27,01,01,3,CWG,1,01,1,2O,1,97056207.445400313000000
28,01,01,3,CWG,1,01,2,,1,586140.549621794260000
29,01,01,3,CWG,1,39,1,,1,51.537133566438669
30,01,01,3,CWG,1,39,1,2O,1,7.616270457824364
31,01,01,3,CWJ,1,01,1,,1,35546395.817589618000000
32,01,01,3,CWJ,1,01,1,1O,1,1110631.949920407000000
33,01,01,3,CWJ,1,01,1,2O,1,32937825.841145355000000
34,01,01,3,CWJ,1,01,1,2S,1,97387.988356750313000
35,01,01,3,CWJ,1,01,2,,1,2414694.480988106200000
36,01,01,3,CWJ,1,01,2,2O,1,587965.597026923900000
37,01,01,3,CWJ,1,39,1,,1,5.883736043771625
38,01,01,3,CWJ,1,39,1,2O,1,1.079648207682619
39,01,01,3,FW,1,01,1,,1,107128310.538257350000000
40,01,01,3,FW,1,01,1,1O,1,7581167.259711585900000
41,01,01,3,FW,1,01,1,2O,1,161724967.323701050000000
42,01,01,3,FW,1,01,2,,1,164456.926878754220000
43,01,01,3,FW,1,01,2,2O,1,630001.656805504700000
44,01,01,3,FW,1,39,1,,1,16.101226546757761
45,01,01,3,FW,1,39,1,2O,1,2.228547591307347
46,01,01,3,HA,1,01,1,,1,119839650.058600540000000
47,01,01,3,HA,1,01,1,1O,1,7056649.725107906400000
48,01,01,3,HA,1,01,1,2M,1,470045.406250000000000
49,01,01,3,HA,1,01,1,2O,1,13152668.443202833000000
50,01,01,3,HA,1,01,2,,1,41679464.749594979000000
51,01,01,3,HA,1,01,2,1O,1,3205163.668179419800000
52,01,01,3,HA,1,01,2,2O,1,4841049.971539281300000
53,01,01,3,HA,1,39,1,,1,6.850243765644905
54,01,01,3,HA,1,39,1,2O,1,7.665705964286475
55,01,01,3,HA,1,71,1,,1,0.303749935701489
56,01,01,3,HA,1,71,2,,1,0.537879417320012
57,01,01,3,HH,1,01,1,,1,108025801.561784880000000
58,01,01,3,HH,1,01,1,1O,1,2229697.010053354300000
59,01,01,3,HH,1,01,1,2O,1,65798346.135482661000000
60,01,01,3,HH,1,01,2,,1,162788.525166278650000
61,01,01,3,HH,1,01,2,2O,1,513276.946177573230000
62,01,01,3,HH,1,39,1,,1,4.111894813989942
63,01,01,3,HIM,1,01,1,,1,121589257.416882140000000
64,01,01,3,HIM,1,01,1,1O,1,157739.464260823970000
65,01,01,3,HIM,1,01,1,2O,1,92925803.854617998000000
66,01,01,3,HIM,1,01,2,,1,7600834.914593296100000
67,01,01,3,HIM,1,01,2,2O,1,2515841.284613540400000
68,01,01,3,HIM,1,39,1,,1,31.914046654069317
69,01,01,3,HIM,1,39,1,2O,1,49.515456834704167
70,01,01,3,LF,1,01,1,,1,50000743.128772333000000
71,01,01,3,LF,1,01,1,1O,1,134774.743269744210000
72,01,01,3,LF,1,01,1,2O,1,1066128.964967930200000
73,01,01,3,LF,1,01,2,,1,20527098.923615031000000
74,01,01,3,LF,1,01,2,2O,1,733764.009187100920000
75,01,01,3,LF,1,71,1,,1,3.410412442296547
76,01,01,3,LF,1,71,2,,1,3.453092943063090
77,01,01,3,MP,1,01,1,,1,39966278.250288233000000
78,01,01,3,MP,1,01,1,1O,1,381523.340434389540000
79,01,01,3,MP,1,01,1,2O,1,23299870.095598929000000
80,01,01,3,MP,1,01,2,,1,3967214.149253014500000
81,01,01,3,MP,1,01,2,2O,1,458826.610045910580000
82,01,01,3,MP,1,39,1,,1,6.613982429188342
83,01,01,3,MP,1,39,1,2O,1,2.430436462940015
84,01,01,3,P5,5,01,2,,1,21248637.576594353000000
85,01,01,3,P5,5,01,2,1O,1,886.090422656792840
86,01,01,3,P5,5,01,2,2O,1,1543790.395298281500000
87,01,01,3,P5,5,38,2,,1,0.198626979835338
88,01,01,3,P5,5,71,2,,1,1.947115088153921
89,01,01,3,QB,1,01,1,,1,119415284.553650600000000
90,01,01,3,QB,1,01,1,1O,1,828909.459702044030000
91,01,01,3,QB,1,01,1,2O,1,78609808.579508334000000
92,01,01,3,QB,1,01,2,,1,22026286.973820440000000
93,01,01,3,QB,1,01,2,2O,1,9974013.320176340600000
94,01,01,3,QB,1,39,1,,1,21.762764448587976
95,01,01,3,QB,1,39,1,2O,1,10.647727469275333
96,01,01,3,SF,1,01,1,,1,162467062.257574260000000
97,01,01,3,SF,1,01,1,1O,1,51188.234704201881000
98,01,01,3,SF,1,01,1,2O,1,7329454.468374596000000
99,01,01,3,SF,1,01,2,,1,37065675.843258701000000
100,01,01,3,SF,1,01,2,2O,1,521725.580716743600000
101,01,01,3,SF,1,38,2,,1,1.822021394764957
102,01,01,3,SF,1,39,1,,1,25.557559725015658
103,01,01,3,SF,1,69,1,,1,3.091930772606990
104,01,01,3,SF,1,71,1,,1,6.506502922226530
105,01,01,3,SF,1,71,2,,1,0.120495136104415
106,01,01,3,WFH,3,01,1,,1,102224228.734269960000000
107,01,01,3,WFH,3,01,1,1O,1,196366.130098478900000
108,01,01,3,WFH,3,01,1,2M,1,384863.719197022440000
109,01,01,3,WFH,3,01,1,2O,1,27159282.636674352000000
110,01,01,3,WFH,3,01,1,2S,1,553553.993770131140000
111,01,01,3,WFH,3,01,2,,1,24721670.266965047000000
112,01,01,3,WFH,3,01,2,2M,1,96400.992749808691000
113,01,01,3,WFH,3,01,2,2O,1,3068797.285816653200000
114,01,01,3,WFH,3,01,2,2S,1,10500.915015979548000
115,01,01,3,WFH,3,38,1,,1,0.362293033356545
116,01,01,3,WFH,3,38,2,,1,5.280492860734173
117,01,01,3,WFH,3,39,1,,1,12.682079530826805
118,01,01,3,WFH,3,39,1,2O,1,5.502108809696783
119,01,01,3,WFH,3,39,2,,1,0.100756828617623
120,01,01,3,WFH,3,69,1,,1,1.037492983744637
121,01,01,3,WFH,3,69,1,2O,1,0.533616895762401
122,01,01,3,WFH,3,69,2,,1,17.176193036584159
123,01,01,3,WFH,3,69,2,2O,1,0.364960329879188
124,01,01,3,WFH,3,73,2,,1,6.009425882603533
125,02,02,3,00,0,02,1,,2,2474896748.237476800000000
126,02,02,3,00,0,02,1,1O,1,1757179.634011002000000
127,02,02,3,00,0,02,1,2M,1,37028197.041604742000000
128,02,02,3,00,0,02,1,2O,1,322410.026927238270000
129,02,02,3,00,0,02,2,,2,3509091525.971392600000000
130,02,02,3,00,0,02,2,1O,1,1163420.677883100900000
131,02,02,3,00,0,02,2,2M,1,186974.091248015580000
132,02,02,3,00,0,02,2,2O,1,1688143.950078426400000
133,02,02,3,00,0,08,1,,1,66.283017962744097
134,02,02,3,00,0,08,1,1O,1,0.297783934894166
135,02,02,3,00,0,08,1,2O,1,0.160322911215483
136,02,02,3,00,0,08,2,,1,33.257084842486790
137,02,02,3,00,0,08,2,2O,1,0.556895868739957
138,02,02,3,00,0,51,1,,1,70.016163446620880
139,02,02,3,00,0,51,2,,1,174.694278912062660
140,02,02,3,00,0,51,2,1O,1,1.023872045130963
141,02,02,3,00,0,59,1,,1,162.353040560392400
142,02,02,3,00,0,59,2,,1,163.464130996946890
143,02,02,3,00,0,60,1,,1,12.911139404918016
144,02,02,3,00,0,60,1,1O,1,3.637834410518765
145,02,02,3,00,0,60,2,,1,132.609967816208690
146,02,02,3,00,0,77,1,,1,12.349670937291121
147,02,02,3,00,0,77,2,,1,47.982412234350249
148,02,02,3,00,0,80,1,,1,55.595345102459866
149,02,02,3,00,0,80,2,,1,46.028000446059650
150,02,02,3,11,1,02,1,,1,1213349.310935237900000
151,02,02,3,11,1,02,1,1O,1,17952.815301297938000
152,02,02,3,11,1,02,1,2M,1,22301116.137775533000000
153,02,02,3,11,1,02,2,,1,12819935.117713904000000
154,02,02,3,11,1,02,2,1O,1,4265.239352071961500
155,02,02,3,11,1,02,2,2O,1,239128.769692231230000
156,02,02,3,30,3,02,1,,1,1005982.019153360700000
157,02,02,3,30,3,02,1,1O,1,66206.820312500000000
158,02,02,3,30,3,02,2,,1,3950295.613938365100000
159,02,02,3,30,3,02,2,1O,1,7545.746044538856900
160,02,02,3,30,3,02,2,2O,1,318510.162889931870000
161,02,02,3,30,3,80,2,,1,1.423698831969263
162,02,02,3,31,3,02,1,,1,27545.609375000000000
163,02,02,3,31,3,02,2,,1,2880212.623298137000000
164,02,02,3,31,3,02,2,2O,1,461255.686737532030000
165,02,02,3,41,4,02,1,,1,704525.684815438230000
166,02,02,3,41,4,02,1,1O,1,82104.446096773812000
167,02,02,3,41,4,02,1,2O,1,489.453125000000000
168,02,02,3,41,4,02,2,,1,9154684.722546141600000
169,02,02,3,41,4,02,2,1O,1,216085.573183820290000
170,02,02,3,41,4,02,2,2O,1,1060196.059450998400000
171,02,02,3,41,4,51,2,1O,1,2.112093999541658
172,02,02,3,41,4,60,2,,1,5.038750289104428
173,02,02,3,46,4,02,2,,1,509506.656250000000000
174,02,02,3,50,5,02,2,,2,143533308.979414370000000
175,02,02,3,50,5,02,2,1O,1,3529883.916636513500000
176,02,02,3,50,5,02,2,2M,1,102326.710817607880000
177,02,02,3,50,5,02,2,2O,1,6546424.016869037400000
178,02,02,3,50,5,51,2,,1,27.401166912554523
179,02,02,3,50,5,59,2,,1,7.338122020121928
180,02,02,3,50,5,60,2,,1,37.730568448258659
181,02,02,3,50,5,77,2,,1,26.856013628727194
182,02,02,3,50,5,80,2,,1,2.110664359580369
183,02,02,3,51,5,02,2,,1,153370.593750000000000
184,02,02,3,AA,1,02,1,,1,751929.774892292920000
185,02,02,3,AA,1,02,1,1O,1,4101822.863739679600000
186,02,02,3,AA,1,02,1,2O,1,519113.354401262070000
187,02,02,3,AA,1,02,2,,1,11825753.557818113000000
188,02,02,3,AA,1,02,2,1O,1,9385448.963597726100000
189,02,02,3,AA,1,02,2,2O,1,963250.025030887100000
190,02,02,3,AA,1,51,1,,1,0.643386703813121
191,02,02,3,AA,1,60,1,,1,0.249415796845456
192,02,02,3,AA,1,60,2,,1,4.046239876424275
193,02,02,3,AA,1,60,2,1O,1,2.925706608864939
194,02,02,3,AAJ,1,02,1,,1,178787.272978819960000
195,02,02,3,AAJ,1,02,1,1O,1,2795715.121669665400000
196,02,02,3,AAJ,1,02,1,2O,1,251462.619901136320000
197,02,02,3,AAJ,1,02,2,,1,309744.816085006580000
198,02,02,3,AAJ,1,02,2,1O,1,5378163.071686128200000
199,02,02,3,AAJ,1,02,2,2O,1,119397.467634235000000
200,02,02,3,AAJ,1,08,2,,1,0.471526634473889
201,02,02,3,AAJ,1,08,2,2O,1,2.099224976384114
202,02,02,3,AAJ,1,60,1,,1,6.190419256134087
203,02,02,3,AAJ,1,60,1,1O,1,0.346651637165246
204,02,02,3,AAJ,1,60,2,,1,0.115414938045053
205,02,02,3,AAJ,1,60,2,1O,1,0.457962498735591
206,02,02,3,AF,1,02,1,,1,34417225.517157182000000
207,02,02,3,AF,1,02,1,1O,1,18399946.917138122000000
208,02,02,3,AF,1,02,1,2O,1,3603998.604794597700000
209,02,02,3,AF,1,02,2,,1,69401992.399548069000000
210,02,02,3,AF,1,02,2,1O,1,43837333.570830636000000
211,02,02,3,AF,1,02,2,2O,1,4736919.204917301400000
212,02,02,3,AF,1,08,1,,1,4.364395475328073
213,02,02,3,AF,1,08,1,2O,1,22.924710955287509
214,02,02,3,AF,1,08,2,,1,3.121137517531742
215,02,02,3,AF,1,08,2,2O,1,10.228987097156557
216,02,02,3,AF,1,51,2,,1,9.421596478759142
217,02,02,3,AF,1,59,1,,1,17.127644577058106
218,02,02,3,AF,1,59,1,1O,1,5.457109454518104
219,02,02,3,AF,1,59,1,2O,1,0.823230258302311
220,02,02,3,AF,1,59,2,,1,4.377095455500822
221,02,02,3,AF,1,60,1,,1,14.026878597899293
222,02,02,3,AF,1,60,1,1O,1,16.370878505692914
223,02,02,3,AF,1,60,2,,1,1.472615665703303
224,02,02,3,AF,1,60,2,1O,1,1.279264356203033
225,02,02,3,AF,1,80,1,,1,0.359493738784295
226,02,02,3,AFJ,1,02,1,,1,1454150.185740391000000
227,02,02,3,AFJ,1,02,1,1O,1,2702764.110594658200000
228,02,02,3,AFJ,1,02,1,2O,1,288551.387485589020000
229,02,02,3,AFJ,1,02,2,,1,2994436.501081437800000
230,02,02,3,AFJ,1,02,2,1O,1,2519726.286383766700000
231,02,02,3,AFJ,1,02,2,2O,1,189664.496959134590000
232,02,02,3,AFJ,1,51,2,,1,0.722768886593713
233,02,02,3,AFJ,1,60,1,,1,31.385182918798485
234,02,02,3,AFJ,1,60,1,1O,1,0.820293014821666
235,02,02,3,AH,1,02,1,,1,1735238.822059806700000
236,02,02,3,AH,1,02,1,1O,1,61890856.172721200000000
237,02,02,3,AH,1,02,2,,1,3134899.946453436300000
238,02,02,3,AH,1,02,2,1O,1,45437144.927290395000000
239,02,02,3,AH,1,02,2,2O,1,286230.111849759820000
240,02,02,3,AH,1,60,1,,1,91.016835948256670
241,02,02,3,AH,1,60,1,1O,1,27.359190629700564
242,02,02,3,AH,1,60,2,,1,32.844357880708436
243,02,02,3,AH,1,60,2,1O,1,33.372642555889641
244,02,02,3,AHJ,1,02,1,,1,26460.352856332105000
245,02,02,3,AHJ,1,02,1,1O,1,1822173.776391884500000
246,02,02,3,AHJ,1,02,2,,1,132660.051917605980000
247,02,02,3,AHJ,1,02,2,1O,1,2367748.234005772500000
248,02,02,3,AHJ,1,02,2,2O,1,37323.860708644599000
249,02,02,3,AHJ,1,60,1,,1,1.481791368629729
250,02,02,3,AHJ,1,60,2,,1,3.398846669976303
251,02,02,3,AHJ,1,60,2,1O,1,1.323169214309786
252,02,02,3,AJ,1,02,1,,1,241718.252831825200000
253,02,02,3,AJ,1,02,1,1O,1,320382.033037120010000
254,02,02,3,AJ,1,02,2,,1,9507581.363060252700000
255,02,02,3,AJ,1,02,2,1O,1,1515128.490112504200000
256,02,02,3,AJ,1,02,2,2O,1,364494.669654482630000
257,02,02,3,AJJ,1,02,1,,1,33426.148437500000000
258,02,02,3,AJJ,1,02,2,,1,31389.773122461840000
259,02,02,3,AJJ,1,02,2,1O,1,21640.798658715466000
260,02,02,3,CP,1,02,1,,1,230243.207477616380000
261,02,02,3,CP,1,02,1,1O,1,127178.765625000000000
262,02,02,3,CP,1,02,2,,1,2161421.265213313000000
263,02,02,3,CP,1,02,2,1O,1,1348354.256755822800000
264,02,02,3,CP,1,02,2,2O,1,82777.819962070207000
265,02,02,3,CP,1,51,2,,1,0.003278881211693
266,02,02,3,CP,1,59,1,,1,0.137028565869008
267,02,02,3,CPJ,1,02,1,,1,2310.994147075534300
268,02,02,3,CPJ,1,02,1,1O,1,57985.181030661748000
269,02,02,3,CR,1,02,1,,2,5062075.061052512400000
270,02,02,3,CR,1,02,1,1O,1,12866648.824511696000000
271,02,02,3,CR,1,02,1,2O,1,726344.893756510460000
272,02,02,3,CR,1,02,2,,1,9717022.219131581500000
273,02,02,3,CR,1,02,2,1O,1,8086303.600254033700000
274,02,02,3,CR,1,02,2,2O,1,978998.325332160220000
275,02,02,3,CR,1,08,1,,1,0.435238772635306
276,02,02,3,CR,1,08,1,2O,1,0.159154724942460
277,02,02,3,CR,1,51,1,,1,14.380294380863916
278,02,02,3,CR,1,60,1,,1,6.493792483879908
279,02,02,3,CR,1,60,1,1O,1,30.616445617059373
280,02,02,3,CR,1,60,2,,1,0.053450401539213
281,02,02,3,CR,1,60,2,1O,1,0.176341296033351
282,02,02,3,CRJ,1,02,1,,1,43243.187500000000000
283,02,02,3,CRJ,1,02,1,1O,1,80226.128227748355000
284,02,02,3,CRJ,1,02,2,,1,161237.102648038040000
285,02,02,3,CRJ,1,02,2,2O,1,120519.519380893690000
286,02,02,3,CRJ,1,60,1,1O,1,0.031712817587532
287,02,02,3,FR,1,02,1,,1,7978798.602443493000000
288,02,02,3,FR,1,02,1,1O,1,1664449.561384479700000
289,02,02,3,FR,1,02,1,2O,1,381318.289682859960000
290,02,02,3,FR,1,02,2,,1,7756913.032851404500000
291,02,02,3,FR,1,02,2,1O,1,1778907.114163674400000
292,02,02,3,FR,1,02,2,2O,1,669240.843312654760000
293,02,02,3,FR,1,08,1,,1,0.395806517941622
294,02,02,3,FR,1,51,1,,1,2.793818964891988
295,02,02,3,FR,1,59,1,1O,1,0.134997040152712
296,02,02,3,FR,1,60,1,,1,1.610628807114384
297,02,02,3,FR,1,60,1,1O,1,5.551370165091075
298,02,02,3,FRJ,1,02,1,,1,127301.343750000000000
299,02,02,3,FRJ,1,02,2,,1,56373.918133901658000
300,02,02,3,FRJ,1,02,2,1O,1,118325.504940954150000
301,02,02,3,FRJ,1,60,2,,1,0.943439283018506
302,02,02,3,HA,1,02,1,,1,10480790.146377828000000
303,02,02,3,HA,1,02,1,1O,1,690005.488488005820000
304,02,02,3,HA,1,02,1,2M,1,5055.186607951279300
305,02,02,3,HA,1,02,1,2O,1,255274.604609050640000
306,02,02,3,HA,1,02,2,,1,15913658.197105216000000
307,02,02,3,HA,1,02,2,1O,1,521881.586627077190000
308,02,02,3,HA,1,02,2,2O,1,1032159.088239960500000
309,02,02,3,HA,1,51,1,,1,5.635262667432722
310,02,02,3,HA,1,51,2,,1,21.165356548255307
311,02,02,3,HA,1,60,2,,1,2.497468421433041
312,02,02,3,HA,1,77,1,,1,0.316204034245212
313,02,02,3,HA,1,77,2,,1,0.554922627048326
314,02,02,3,HAZ,1,02,1,,1,3515686.781555733600000
315,02,02,3,HAZ,1,02,1,1O,1,14681374.853124751000000
316,02,02,3,HAZ,1,02,1,2O,1,794801.068560517860000
317,02,02,3,HAZ,1,02,2,,1,31277554.947099607000000
318,02,02,3,HAZ,1,02,2,1O,1,6775906.072975591800000
319,02,02,3,HAZ,1,02,2,2O,1,1096218.189648033100000
320,02,02,3,HAZ,1,08,1,,1,0.798938925015420
321,02,02,3,HAZ,1,08,1,2O,1,0.000336895310882
322,02,02,3,HAZ,1,51,2,,1,2.509133201225407
323,02,02,3,HAZ,1,60,1,,1,1.561031316965227
324,02,02,3,HAZ,1,60,1,1O,1,0.039300930773191
325,02,02,3,HAZ,1,60,2,,1,4.597741791407151
326,02,02,3,HAZ,1,60,2,1O,1,2.831875310612895
327,02,02,3,HF,1,02,1,,2,85213425.729962766000000
328,02,02,3,HF,1,02,1,1O,1,1172394.328647338800000
329,02,02,3,HF,1,02,1,2M,1,80297.790630640637000
330,02,02,3,HF,1,02,1,2O,1,2749011.939262268600000
331,02,02,3,HF,1,02,2,,2,332801553.597363950000000
332,02,02,3,HF,1,02,2,1O,1,7066355.146489760800000
333,02,02,3,HF,1,02,2,2M,1,144.265326621146640
334,02,02,3,HF,1,02,2,2O,1,15647400.561195292000000
335,02,02,3,HF,1,08,1,,1,4.995158200176951
336,02,02,3,HF,1,08,2,,1,1.641227262667485
337,02,02,3,HF,1,51,1,,1,17.878500919710724
338,02,02,3,HF,1,51,2,,1,102.778453074838070
339,02,02,3,HF,1,59,1,,1,8.285308973978317
340,02,02,3,HF,1,59,1,2O,1,0.905286131168996
341,02,02,3,HF,1,59,2,,1,6.029316594773352
342,02,02,3,HF,1,60,1,,1,0.086889437363168
343,02,02,3,HF,1,60,2,,1,97.076315426957805
344,02,02,3,HF,1,77,1,,1,3.353138697106872
345,02,02,3,HF,1,77,2,,1,13.738064975429186
346,02,02,3,HF,1,80,2,,1,0.512298425984682
347,02,02,3,HFZ,1,02,1,,2,43637684.270377181000000
348,02,02,3,HFZ,1,02,1,1O,1,9196033.998769449100000
349,02,02,3,HFZ,1,02,1,2O,1,5734055.578873866200000
350,02,02,3,HFZ,1,02,2,,1,125486958.065448900000000
351,02,02,3,HFZ,1,02,2,1O,1,36272263.926943526000000
352,02,02,3,HFZ,1,02,2,2O,1,5970560.580143799100000
353,02,02,3,HFZ,1,08,1,,1,6.859663017067488
354,02,02,3,HFZ,1,08,1,2O,1,1.154254327457134
355,02,02,3,HFZ,1,08,2,,1,2.036160996214365
356,02,02,3,HFZ,1,51,1,,1,9.643285161327979
357,02,02,3,HFZ,1,51,2,,1,7.994574214658292
358,02,02,3,HFZ,1,59,1,,1,5.970183259525030
359,02,02,3,HFZ,1,59,1,1O,1,1.996405289957437
360,02,02,3,HFZ,1,59,1,2O,1,3.765914169220880
361,02,02,3,HFZ,1,59,2,,1,2.036836092244648
362,02,02,3,HFZ,1,60,1,,1,26.019076892045611
363,02,02,3,HFZ,1,60,1,1O,1,4.963084258303028
364,02,02,3,HFZ,1,60,2,,1,62.024851328555059
365,02,02,3,HFZ,1,60,2,1O,1,2.781364362165326
366,02,02,3,HFZ,1,77,1,,1,0.647420368425944
367,02,02,3,HFZ,1,77,2,,1,2.688680498766885
368,02,02,3,HH,1,02,1,,1,261876.658646664820000
369,02,02,3,HH,1,02,1,1O,1,279672.939244487210000
370,02,02,3,HH,1,02,1,2O,1,105051.051110698570000
371,02,02,3,HH,1,02,2,1O,1,97983.371153324377000
372,02,02,3,HH,1,60,1,,1,0.158894679943202
373,02,02,3,HH,1,60,1,1O,1,3.817692382971127
374,02,02,3,HHZ,1,02,1,,1,190373.319365026230000
375,02,02,3,HHZ,1,02,1,1O,1,2417124.077428774400000
376,02,02,3,HHZ,1,02,2,,1,718059.286681175930000
377,02,02,3,HHZ,1,02,2,1O,1,432501.302071236540000
378,02,02,3,HHZ,1,60,1,,1,0.068985479739997
379,02,02,3,HHZ,1,60,1,1O,1,2.246643926408502
380,02,02,3,HHZ,1,60,2,,1,0.029811528480380
381,02,02,3,HHZ,1,60,2,1O,1,0.875933172134751
382,02,02,3,MR,1,02,1,,1,940810.778477390650000
383,02,02,3,MR,1,02,1,1O,1,176121.540293219150000
384,02,02,3,MR,1,02,2,,1,762030.876849010820000
385,02,02,3,MR,1,02,2,1O,1,293981.398382407670000
386,02,02,3,MR,1,02,2,2O,1,73111.039062500000000
387,02,02,3,MR,1,60,1,,1,4.625382390353603
388,02,02,3,QF,1,02,1,,1,2393650.621365660300000
389,02,02,3,QF,1,02,1,1O,1,345741.349607642100000
390,02,02,3,QF,1,02,1,2O,1,84225.937486110415000
391,02,02,3,QF,1,02,2,,1,17290385.462452441000000
392,02,02,3,QF,1,02,2,1O,1,481992.612109359350000
393,02,02,3,QF,1,02,2,2O,1,457022.123979217900000
394,02,02,3,QF,1,60,2,,1,1.930342893664187
395,03,03,4,00,0,03,1,,1,5079091925.161433200000000
396,03,03,4,00,0,03,1,1O,1,2499806.062358161900000
397,03,03,4,00,0,03,1,2M,1,647076.715186012910000
398,03,03,4,00,0,03,1,2O,1,509915.406557440870000
399,03,03,4,00,0,03,2,,1,964780537.539597630000000
400,03,03,4,00,0,03,2,1O,1,842268.147865886450000
401,03,03,4,00,0,03,2,2O,1,74632.025679875485000
402,03,03,4,00,0,18,1,,1,59.568133544382995
403,03,03,4,00,0,18,2,,1,10.702795374957642
404,03,03,4,00,0,23,1,,1,8.621990578290292
405,03,03,4,00,0,23,1,2O,1,0.640208194048895
406,03,03,4,00,0,42,1,,1,29.184284963147533
407,03,03,4,00,0,42,1,2O,1,0.133936467896511
408,03,03,4,00,0,58,1,,1,65.436134163706399
409,03,03,4,00,0,58,2,,1,18.302278719737771
410,03,03,4,00,0,58,2,2O,1,0.269719240167971
411,03,03,4,00,0,63,1,,1,82.024836407446699
412,03,03,4,00,0,63,1,1O,1,0.561513052855574
413,03,03,4,00,0,63,2,,1,16.667324913703769
414,03,03,4,00,0,71,1,,1,77.658576308328804
415,03,03,4,00,0,71,2,,1,11.999082471890418
416,03,03,4,41,4,03,1,,1,13919813.430683369000000
417,03,03,4,41,4,03,1,1O,1,62606.154137337464000
418,03,03,4,41,4,03,1,2M,1,171166.504873375090000
419,03,03,4,41,4,03,1,2O,1,534435.458482005980000
420,03,03,4,41,4,03,2,,1,3756883.404291410900000
421,03,03,4,41,4,03,2,1O,1,488.774202397427360
422,03,03,4,41,4,42,1,,1,0.601610417115563
423,03,03,4,41,4,42,1,2O,1,1.175918699813402
424,03,03,4,41,4,58,2,,1,7.325518099940382
425,03,03,4,41,4,63,2,,1,0.276868308774169
426,03,03,4,41,4,71,1,,1,3.278249790892005
427,03,03,4,46,4,03,1,,1,11935248.512802145000000
428,03,03,4,46,4,03,1,1O,1,91710.687453257648000
429,03,03,4,46,4,03,2,,1,5693766.429260571500000
430,03,03,4,46,4,03,2,1O,1,71.255894849179455
431,03,03,4,46,4,42,1,,1,0.147319496177455
432,03,03,4,46,4,58,1,,1,8.083122029085644
433,03,03,4,46,4,71,1,,1,1.465148392591277
434,03,03,4,50,5,03,2,,1,10853298.937852044000000
435,03,03,4,50,5,03,2,1O,1,37819.573910284598000
436,03,03,4,50,5,03,2,2O,1,22535.777781066456000
437,03,03,4,50,5,63,2,,1,0.891025620512678
438,03,03,4,AAA,1,03,1,,1,9450147.520384283700000
439,03,03,4,AAA,1,03,1,1O,1,143923557.085688320000000
440,03,03,4,AAA,1,03,1,2O,1,932502.504506013710000
441,03,03,4,AAA,1,03,2,,1,1371623.643823278400000
442,03,03,4,AAA,1,03,2,1O,1,22541140.424154885000000
443,03,03,4,AAA,1,63,1,,1,0.357199146288774
444,03,03,4,AAJ,1,03,1,,1,4890722.450727962000000
445,03,03,4,AAJ,1,03,1,1O,1,35864521.947549358000000
446,03,03,4,AAJ,1,03,1,2O,1,1802.221919421093400
447,03,03,4,AAJ,1,03,2,,1,2701070.112791614600000
448,03,03,4,AAJ,1,03,2,1O,1,7994917.504396449800000
449,03,03,4,AAJ,1,03,2,2O,1,6.026659288499978
450,03,03,4,AAJ,1,18,1,,1,1.094746862072498
451,03,03,4,AAJ,1,58,1,,1,0.011518985093519
452,03,03,4,AF,1,03,1,,1,1051298.389414928900000
453,03,03,4,AF,1,03,1,1O,1,193749.817220865050000
454,03,03,4,AF,1,03,2,,1,84193.101562500000000
455,03,03,4,AF,1,03,2,1O,1,18.093750000000000
456,03,03,4,AF,1,58,1,,1,0.704470428771218
457,03,03,4,AH,1,03,1,,1,337160.105854810220000
458,03,03,4,AH,1,03,1,1O,1,8056226.062097517800000
459,03,03,4,BF,1,03,1,,1,3338781.567878854500000
460,03,03,4,BF,1,03,1,2M,1,421.032663091266730
461,03,03,4,BF,1,03,2,,1,860805.570312500000000
462,03,03,4,CP,1,03,1,,1,15646725.353021476000000
