npp;idp;a;campagne;espar;ess;fr;c13;d13;htot;hdec;gtot;ir5;typdom;age13;clad;ori;lib;gest;dc;sver;lign1;lign2;clexpo;cai40;cailloux;htext;text1;text2;prof1;prof2;pent2;affroc;humus;roche;topo;pro_nm;xl;yl;zp;regn;ser_86;greco
12-63-220-1-166T;719733;10;2017;15S;15;F;0.757;0.024096058384112957;13.5;2.4;0.04560179049193377;0.03300;1;18;24;1;2;0;0;;5;3;4;2;3;2;4;2;3;5;28;X;31;237;4;4;744364;6530373;565;31;G22;G
12-64-130-1-290T;741554;1;2017;2;2;F;0.269;0.00856253593834397;7.6;2.1;0.005758305418536319;0.02940;0;5;9;1;2;0;0;;6;3;3;X;X;1;;7;;9;50;X;40;230;4;4;349089;6251966;179;646;I21;I
12-64-130-1-290T;741554;4;2017;2;2;F;0.392;0.012477747538404594;8.5;3.3;0.012228192587636503;0.03110;0;8;12;1;2;0;0;;6;3;3;X;X;1;;7;;9;50;X;40;230;4;4;349089;6251966;179;646;I21;I
12-64-137-1-294R;702537;2;2017;12V;12;F;0.356;0.011331831948142948;9.4;4.9;0.010085330433847224;0.00410;;;11;0;2;0;0;3;7;10;1;2;2;1;;5;;3;40;1;31;230;4;4;365732;6232652;527;646;I21;I
12-64-137-1-294R;702537;4;2017;12V;12;F;0.410;0.013050705333535419;9.9;5.4;0.013376972966873804;0.00410;0;26;13;0;2;0;0;3;7;10;1;2;2;1;;5;;3;40;1;31;230;4;4;365732;6232652;527;646;I21;I
12-64-137-1-294R;702537;5;2017;10;10;F;0.405;0.012891550390443523;8.5;2.8;0.013052694770324067;0.00430;1;24;13;0;2;0;0;3;7;10;1;2;2;1;;5;;3;40;1;31;230;4;4;365732;6232652;527;646;I21;I
12-64-137-1-294R;702537;6;2017;10;10;F;0.321;0.01021774734649968;6.7;3.2;0.008199742245565994;0.00420;;;10;0;2;0;0;3;7;10;1;2;2;1;;5;;3;40;1;31;230;4;4;365732;6232652;527;646;I21;I
12-64-137-1-294R;702537;8;2017;7;7;F;0.478;0.015215212559585195;7.8;3.3;0.018182179008704308;0.02360;;;15;1;2;0;0;3;7;10;1;2;2;1;;5;;3;40;1;31;230;4;4;365732;6232652;527;646;I21;I
12-65-178-1-294R;725373;3;2017;13G;13;F;0.301;0.0095811275741321;8.3;4.5;0.007209798499534405;0.00520;;;10;0;2;0;0;4;4;7;4;3;3;1;;6;;5;36;X;50;230;4;4;487963;6190558;1016;94;I21;I
12-65-178-1-294R;725373;6;2017;3;3;F;1.888;0.06009690651149968;22.1;8.3;0.28365739873427853;0.02700;1;;60;1;2;0;0;4;4;7;4;3;3;1;;6;;5;36;X;50;230;4;4;487963;6190558;1016;94;I21;I
12-65-178-1-294R;725373;7;2017;22M;22;F;0.857;0.027279157245950862;20.1;7.3;0.05844559439944972;0.00850;;;27;1;2;0;0;4;4;7;4;3;3;1;;6;;5;36;X;50;230;4;4;487963;6190558;1016;94;I21;I
12-65-178-1-294R;725373;8;2017;31;31;F;0.276;0.008785352858672622;9.5;3.4;0.00606189347248411;0.00650;;;9;0;0;0;0;4;4;7;4;3;3;1;;6;;5;36;X;50;230;4;4;487963;6190558;1016;94;I21;I
12-65-178-1-294R;725373;9;2017;18M;18;F;0.903;0.0287433827223963;14.8;5.2;0.06488818649580964;0.00170;;;29;1;2;0;0;4;4;7;4;3;3;1;;6;;5;36;X;50;230;4;4;487963;6190558;1016;94;I21;I
12-65-178-1-294R;725373;10;2017;17C;17;F;1.254;0.039916059727447356;21.4;7.1;0.12513684724554744;0.01030;0;72;40;1;2;0;0;4;4;7;4;3;3;1;;6;;5;36;X;50;230;4;4;487963;6190558;1016;94;I21;I
12-65-178-1-294R;725373;12;2017;17C;17;F;0.357;0.011363662936761328;11.5;5.1;0.010142069171059486;0.01000;;;11;0;0;0;0;4;4;7;4;3;3;1;;6;;5;36;X;50;230;4;4;487963;6190558;1016;94;I21;I
12-67-280-4-037R;742606;1;2017;13G;13;F;0.468;0.014896902673401404;11.3;8.0;0.01742937612787964;0.03660;0;10;15;1;2;2;0;4;2;7;;X;X;1;;9;;7;0;X;50;330;9;4;1056649;6854662;128;679;C41;C
12-67-280-4-037R;742606;2;2017;49SN;49;F;0.260;0.008276057040778557;6.2;1.5;0.005379437076506062;0.01800;;;8;1;2;2;0;4;2;7;;X;X;1;;9;;7;0;X;50;330;9;4;1056649;6854662;128;679;C41;C
12-67-280-4-037R;742606;4;2017;22M;22;F;0.712;0.022663663896285897;10.3;4.3;0.040341321735388895;0.02550;1;17;23;1;2;2;0;4;2;7;;X;X;1;;9;;7;0;X;50;330;9;4;1056649;6854662;128;679;C41;C
12-67-280-4-047R;719776;2;2017;25B;25;F;0.993;0.031608171698050413;17.4;6.3;0.07846728624041015;0.02000;0;40;32;0;2;2;4;4;10;10;;2;3;2;6;7;3;8;0;X;50;330;0;4;1046042;6824477;150;673;C41;C
12-67-280-4-047R;719776;3;2017;25B;25;F;2.312;0.07359324568569241;17.3;6.3;0.4253689600633021;0.01240;;;74;0;2;2;4;4;10;10;;2;3;2;6;7;3;8;0;X;50;330;0;4;1046042;6824477;150;673;C41;C
12-67-280-4-047R;719776;4;2017;25B;25;F;1.892;0.0602242304659732;20.3;5.9;0.2848606101040532;0.01420;;;60;0;2;2;4;4;10;10;;2;3;2;6;7;3;8;0;X;50;330;0;4;1046042;6824477;150;673;C41;C
12-67-280-4-047R;719776;5;2017;2;2;F;1.496;0.04761915897309509;18.1;7.7;0.17809565455937562;0.02380;1;52;48;0;2;2;4;4;10;10;;2;3;2;6;7;3;8;0;X;50;330;0;4;1046042;6824477;150;673;C41;C
12-67-280-4-047R;719776;7;2017;49SN;49;F;0.252;0.008021409131831525;7.1;1.4;0.005053487753053861;0.00800;;;8;1;0;2;4;4;10;10;;2;3;2;6;7;3;8;0;X;50;330;0;4;1046042;6824477;150;673;C41;C
12-67-281-1-032R;730127;1;2017;49PS;49;F;0.244;0.0077667612228844935;11.5;1.9;0.00473772434595954;0.01010;;;8;0;0;0;0;4;4;9;;X;X;2;9;3;8;9;0;X;40;233;8;4;1064493;6868405;119;679;C41;C
12-69-243-3-152R;715098;2;2017;14;14;F;0.273;0.008689859892817486;9.6;3.0;0.005930829376847934;0.02950;0;9;9;1;2;2;0;6;2;9;4;3;3;1;;4;;4;16;X;50;230;4;4;827333;6548388;267;712;C20;C
12-69-243-3-152R;715098;4;2017;14;14;F;0.292;0.009294648676566687;8.2;2.3;0.006785093533893683;0.02600;0;10;9;1;2;2;0;6;2;9;4;3;3;1;;4;;4;16;X;50;230;4;4;827333;6548388;267;712;C20;C
12-69-244-1-152R;711374;3;2017;14;14;F;0.331;0.010536057232683471;12.3;6.7;0.008718587360045573;0.02480;0;9;11;1;2;2;0;6;2;10;;3;3;1;;4;;3;4;X;50;230;0;4;831025;6547482;210;712;C20;C
12-69-244-1-152R;711374;9;2017;14;14;F;0.344;0.0109498600847224;12.2;6.7;0.009416879672861263;0.01810;0;10;11;1;2;2;0;6;2;10;;3;3;1;;4;;3;4;X;50;230;0;4;831025;6547482;210;712;C20;C
12-70-249-1-088R;714267;2;2017;22M;22;F;0.370;0.011777465788800255;11.5;4.8;0.010894155854640236;0.01500;;;12;1;2;2;0;5;10;9;;X;X;1;;6;;9;4;X;50;230;7;4;911533;6734032;235;702;C20;C
12-70-249-1-088R;714267;5;2017;22M;22;F;0.643;0.02046732568161774;12.6;6.7;0.03290122603320052;0.01010;;;20;1;2;2;0;5;10;9;;X;X;1;;6;;9;4;X;50;230;7;4;911533;6734032;235;702;C20;C
12-70-249-1-088R;714267;10;2017;17C;17;F;0.753;0.02396873442963944;18.7;8.3;0.04512114256379624;0.01150;0;23;24;1;2;2;0;5;10;9;;X;X;1;;6;;9;4;X;50;230;7;4;911533;6734032;235;702;C20;C
12-70-249-1-088R;714267;11;2017;17C;17;F;0.483;0.01537436750267709;17.0;9.0;0.018564548759482585;0.01750;;;15;0;2;2;0;5;10;9;;X;X;1;;6;;9;4;X;50;230;7;4;911533;6734032;235;702;C20;C
12-70-249-1-088R;714267;14;2017;17C;17;F;0.261;0.008307888029396937;10.5;2.4;0.005420896939181501;0.01290;;;8;1;1;2;0;5;10;9;;X;X;1;;6;;9;4;X;50;230;7;4;911533;6734032;235;702;C20;C
12-70-260-1-079R;746738;1;2017;13C;13;F;0.252;0.008021409131831525;7.4;3.9;0.005053487753053861;0.02220;1;13;8;1;2;2;0;4;1;9;;X;1;2;6;5;4;8;0;X;50;230;0;4;953584;6749262;287;218;C51;C
12-70-260-1-079R;746738;3;2017;12V;12;F;0.284;0.009040000767619656;8.4;5.2;0.006418400545009956;0.01010;0;16;9;1;2;2;0;4;1;9;;X;1;2;6;5;4;8;0;X;50;230;0;4;953584;6749262;287;218;C51;C
12-71-228-4-134R;776530;1;2017;14;14;F;0.299;0.009517465596895341;8.1;2.9;0.007114305533679267;0.03650;0;5;10;1;2;0;0;3;3;7;;1;1;1;;5;;9;0;X;50;230;0;4;801391;6617756;293;716;B92;B
12-71-228-4-134R;776530;3;2017;14;14;F;0.242;0.0077030992456477345;8.1;1.8;0.00466037504361688;0.03410;0;5;8;1;2;0;0;3;3;7;;1;1;1;;5;;9;0;X;50;230;0;4;801391;6617756;293;716;B92;B
12-71-248-1-126R;713331;4;2017;2;2;F;0.490;0.015597184423005743;9.7;5.0;0.019106550918182037;0.03780;0;10;16;1;2;0;0;4;6;6;;X;X;1;;7;;9;0;X;40;230;8;4;869535;6621199;183;17;C51;C
12-71-248-1-126R;713331;5;2017;2;2;F;0.308;0.009803944494460754;8.3;2.2;0.00754903726073478;0.02840;0;11;10;1;2;0;0;4;6;6;;X;X;1;;7;;9;0;X;40;230;8;4;869535;6621199;183;17;C51;C
12-72-124-1-116R;777430;1;2017;23PC;23;F;1.329;0.042303383873825776;9.2;2.5;0.14055299292078616;0.01320;0;60;42;1;2;0;0;;0;2;;X;X;1;;1;;9;0;X;30;233;0;4;508747;6777929;94;723;B61;B
12-72-126-1-120R;733988;1;2017;14;14;F;0.344;0.0109498600847224;8.4;3.1;0.009416879672861263;0.04100;0;6;11;1;2;2;0;6;6;5;;3;3;1;;8;;4;0;X;99;506;0;4;510615;6764468;126;727;B61;B
12-76-124-1-050R;729397;1;2017;12V;12;F;0.635;0.020212677772670707;12.5;6.3;0.03208762596411475;0.00810;;;20;1;2;1;0;6;3;9;;1;1;1;;5;;6;0;X;50;506;0;4;576573;6975907;157;761;B10;B
12-76-124-1-050R;729397;5;2017;25M;25;F;0.314;0.009994930426171026;11.6;1.5;0.007846020384544256;0.02480;1;11;10;0;2;1;0;6;3;9;;1;1;1;;5;;6;0;X;50;506;0;4;576573;6975907;157;761;B10;B
12-76-124-1-050R;729397;6;2017;12V;12;F;0.306;0.009740282517223994;11.4;4.7;0.007451316125676356;0.00400;0;13;10;1;2;1;0;6;3;9;;1;1;1;;5;;6;0;X;50;506;0;4;576573;6975907;157;761;B10;B
12-76-124-1-070T;719090;1;2017;22M;22;F;0.748;0.023809579486547546;11.3;3.7;0.044523913639843905;0.00510;0;27;24;1;2;1;0;4;7;8;2;2;2;1;;4;;4;36;X;45;330;5;4;556078;6915780;82;273;B32;B
12-80-140-1-037R;776876;1;2017;29MA;29;F;1.050;0.03342253804929802;12.8;3.0;0.08773416237940732;0.03030;1;34;33;1;2;2;0;6;2;8;;X;X;1;;6;;9;0;X;50;234;8;4;638001;6997796;40;804;B22;B
12-80-140-1-037R;776876;2;2017;22M;22;F;1.195;0.03803803139896299;17.3;4.5;0.11363861880440193;0.02750;0;35;38;1;2;2;0;6;2;8;;X;X;1;;6;;9;0;X;50;234;8;4;638001;6997796;40;804;B22;B
12-81-217-1-252R;741148;1;2017;17C;17;F;0.442;0.014069296969323549;13.4;5.9;0.015546573151102522;0.03500;;;14;0;2;1;0;5;9;5;2;1;1;1;;5;;7;6;X;40;810;9;4;647643;6276743;298;812;G80;G
12-81-217-1-252R;741148;5;2017;17C;17;F;0.293;0.009326479665185067;11.4;3.7;0.006831646354748061;0.01350;;;9;0;2;1;0;5;9;5;2;1;1;1;;5;;7;6;X;40;810;9;4;647643;6276743;298;812;G80;G
12-83-311-1-234R;776587;1;2017;57A;57;R;0.351;0.011172677005051052;6.7;3.0;0.0098040240719323;0.02170;0;10;11;1;2;2;0;3;2;7;;4;4;1;;7;;4;4;X;55;310;0;4;946822;6234287;111;837;J23;J
12-83-311-1-234R;776587;3;2017;57A;57;R;0.371;0.011809296777418635;6.0;2.4;0.010953122761055785;0.03090;0;9;12;1;2;2;0;3;2;7;;4;4;1;;7;;4;4;X;55;310;0;4;946822;6234287;111;837;J23;J
12-83-311-1-234R;776587;7;2017;57A;57;R;0.429;0.01365549411728462;6.9;3.6;0.014645517440787756;0.02600;;;14;1;2;2;0;3;2;7;;4;4;1;;7;;4;4;X;55;310;0;4;946822;6234287;111;837;J23;J
12-84-278-1-221R;703877;2;2017;33G;33;F;0.337;0.010727043164393745;8.0;2.5;0.00903753386600173;0.01910;0;10;11;1;2;1;0;5;9;7;;5;5;1;;4;;4;0;X;55;338;0;4;861877;6306630;66;845;J22;J
12-84-278-1-221R;703877;3;2017;33B;33;F;0.401;0.012764226435970005;8.3;3.9;0.012796137002059931;0.02050;;;13;1;2;1;0;5;9;7;;5;5;1;;4;;4;0;X;55;338;0;4;861877;6306630;66;845;J22;J
12-84-278-1-221R;703877;5;2017;33G;33;F;1.608;0.05118422969835354;21.3;7.0;0.20576060338738122;0.01310;0;64;51;1;2;1;0;5;9;7;;5;5;1;;4;;4;0;X;55;338;0;4;861877;6306630;66;845;J22;J
12-86-127-1-162R;716529;1;2017;5;5;F;0.428;0.01362366312866624;6.7;1.5;0.01457731954767288;0.01600;0;24;14;0;2;0;0;3;5;6;;1;1;1;;7;;4;0;0;50;330;0;4;470400;6638042;105;863;B81;B
12-86-127-1-162R;716529;2;2017;5;5;F;0.391;0.012445916549786216;6.7;2.6;0.012165883427416025;0.01030;0;24;12;0;2;0;0;3;5;6;;1;1;1;;7;;4;0;0;50;330;0;4;470400;6638042;105;863;B81;B
12-86-137-1-159T;769492;1;2017;2;2;F;0.655;0.02084929754503829;8.5;1.4;0.034140724730000196;0.02950;0;18;21;1;2;0;0;4;3;5;;X;X;2;2;8;7;9;0;X;50;230;0;4;503399;6636373;70;862;B81;B
12-87-157-1-186R;728613;1;2017;2;2;F;1.454;0.04628225745112317;17.3;8.1;0.16823600583483272;0.01070;;;46;1;2;0;0;;8;3;2;0;0;1;;4;;8;10;X;31;230;4;4;535724;6535491;251;872;G11;G
12-87-157-1-186R;728613;2;2017;2;2;F;0.273;0.008689859892817486;7.5;2.8;0.005930829376847934;0.01200;;;9;0;1;0;0;;8;3;2;0;0;1;;4;;8;10;X;31;230;4;4;535724;6535491;251;872;G11;G
12-87-157-1-186R;728613;3;2017;2;2;F;1.130;0.03596901713876835;16.2;4.1;0.10161247341702058;0.02020;;;36;1;2;0;0;;8;3;2;0;0;1;;4;;8;10;X;31;230;4;4;535724;6535491;251;872;G11;G
12-87-157-1-186R;728613;5;2017;2;2;F;0.412;0.013114367310772177;11.4;7.7;0.013507798330095341;0.01030;;;13;1;2;0;0;;8;3;2;0;0;1;;4;;8;10;X;31;230;4;4;535724;6535491;251;872;G11;G
12-88-259-4-059R;769680;1;2017;13G;13;F;0.318;0.010122254380644544;7.8;3.8;0.008047192232612412;0.00650;;;10;1;2;0;0;4;6;7;3;4;4;1;;4;;2;25;0;55;911;9;4;970432;6810159;290;886;D12;D
12-88-259-4-059R;769680;2;2017;25B;25;F;2.052;0.06531718864491384;22.6;4.3;0.335077177748408;0.04940;;;65;1;2;0;0;4;6;7;3;4;4;1;;4;;2;25;0;55;911;9;4;970432;6810159;290;886;D12;D
12-88-259-4-059R;769680;4;2017;13G;13;F;0.726;0.023109297736943202;15.6;11.2;0.04194337539255191;0.01140;1;48;23;0;2;0;0;4;6;7;3;4;4;1;;4;;2;25;0;55;911;9;4;970432;6810159;290;886;D12;D
12-88-259-4-059R;769680;6;2017;17C;17;F;0.317;0.010090423392026164;13.5;5.5;0.007996660538180735;0.02490;;;10;1;1;0;0;4;6;7;3;4;4;1;;4;;2;25;0;55;911;9;4;970432;6810159;290;886;D12;D
12-88-259-4-059R;769680;7;2017;25B;25;F;1.608;0.05118422969835354;19.3;7.5;0.20576060338738122;0.05290;0;;51;0;2;0;0;4;6;7;3;4;4;1;;4;;2;25;0;55;911;9;4;970432;6810159;290;886;D12;D
13-02-181-2-036R;871337;1;2018;49SN;49;F;0.242;0.0077030992456477345;5.8;1.5;0.00466037504361688;0.02020;;;8;0;2;2;0;;3;3;;0;2;2;6;9;3;8;;X;55;330;7;4;760058;6959570;90;25;B22;B
13-02-181-2-036R;871337;5;2018;17C;17;F;0.242;0.0077030992456477345;8.3;3.0;0.00466037504361688;0.00460;;;8;1;0;2;0;;3;3;;0;2;2;6;9;3;8;;X;55;330;7;4;760058;6959570;90;25;B22;B
13-02-181-2-036R;871337;8;2018;17C;17;F;0.661;0.021040283476748568;15.0;10.6;0.034769068445327005;0.01260;0;23;21;1;2;2;0;;3;3;;0;2;2;6;9;3;8;;X;55;330;7;4;760058;6959570;90;25;B22;B
13-02-181-2-036R;871337;9;2018;17C;17;F;0.670;0.021326762374313978;12.8;5.1;0.03572232697697591;0.01090;0;23;21;1;2;2;0;;3;3;;0;2;2;6;9;3;8;;X;55;330;7;4;760058;6959570;90;25;B22;B
13-02-181-2-036R;871337;10;2018;17C;17;F;0.755;0.024032396406876197;17.2;2.8;0.04536114821797882;0.02540;;;24;0;2;2;0;;3;3;;0;2;2;6;9;3;8;;X;55;330;7;4;760058;6959570;90;25;B22;B
13-02-181-2-036R;871337;13;2018;17C;17;F;1.399;0.04453155307711232;23.3;7.3;0.1557491068872003;0.02720;;;45;1;2;2;0;;3;3;;0;2;2;6;9;3;8;;X;55;330;7;4;760058;6959570;90;25;B22;B
13-02-182-2-033R;836552;1;2018;19;19;F;0.244;0.0077667612228844935;7.9;3.3;0.00473772434595954;0.01890;0;11;8;1;2;2;0;4;5;6;2;1;1;1;;9;;9;10;X;55;911;5;4;766198;6967999;186;27;B23;B
13-02-182-2-033R;836552;2;2018;19;19;F;0.365;0.011618310845708359;8.8;4.7;0.010601708646708879;0.02230;0;11;12;1;2;2;0;4;5;6;2;1;1;1;;9;;9;10;X;55;911;5;4;766198;6967999;186;27;B23;B
13-02-184-1-045R;814144;5;2018;14;14;F;0.327;0.010408733278209955;11.3;7.3;0.008509139454936638;0.01700;0;8;11;1;2;2;4;6;4;6;4;0;0;1;;1;;9;12;X;40;230;2;4;760338;6929723;84;514;B43;B
13-02-184-1-045R;814144;8;2018;14;14;F;0.458;0.014578592787217614;11.2;8.5;0.016692488741364166;0.02280;0;9;15;1;2;2;4;6;4;6;4;0;0;1;;1;;9;12;X;40;230;2;4;760338;6929723;84;514;B43;B
13-07-248-1-185T;840905;3;2018;52;52;R;1.188;0.03781521447863433;14.3;6.1;0.11231118700154397;0.00900;0;45;38;1;2;0;0;5;3;8;3;2;2;1;;4;;6;26;X;30;230;5;4;806551;6445605;1025;429;G42;G
13-07-248-1-185T;840905;4;2018;52;52;R;1.806;0.0574867654447926;18.5;11.3;0.2595527459832386;0.00870;0;64;58;1;2;0;0;5;3;8;3;2;2;1;;4;;6;26;X;30;230;5;4;806551;6445605;1025;429;G42;G
13-10-193-1-086R;858365;1;2018;64;64;R;0.331;0.010536057232683471;8.6;3.2;0.008718587360045573;0.02660;0;8;11;1;2;2;0;2;9;9;1;0;0;1;;6;;4;7;X;40;230;4;4;744749;6798372;229;514;B52;B
13-10-193-1-086R;858365;2;2018;64;64;R;0.414;0.013178029288008934;9.2;4.4;0.013639260313089246;0.03600;;;13;1;2;2;0;2;9;9;1;0;0;1;;6;;4;7;X;40;230;4;4;744749;6798372;229;514;B52;B
13-10-193-1-086R;858365;3;2018;64;64;R;0.360;0.011459155902616465;8.1;3.8;0.010313240312354817;0.02880;0;8;11;1;2;2;0;2;9;9;1;0;0;1;;6;;4;7;X;40;230;4;4;744749;6798372;229;514;B52;B
13-12-198-1-227T;804589;1;2018;5;5;F;1.198;0.03813352436481812;10.6;2.9;0.11420990547263027;0.00560;0;75;38;0;2;2;3;;6;1;;4;4;1;;9;;3;0;0;45;332;1;4;614205;6371332;383;464;F40;F
13-12-204-1-222R;857194;2;2018;2;2;F;0.772;0.024573523213388643;8.0;3.0;0.047426899801840075;0.00900;0;;25;1;2;0;0;5;7;7;3;2;2;1;;4;;3;33;X;40;110;2;4;638049;6380169;402;127;G50;G
13-12-204-1-222R;857194;3;2018;2;2;F;0.598;0.019034931193790683;7.0;2.2;0.028457222134717068;0.00660;0;48;19;1;2;0;0;5;7;7;3;2;2;1;;4;;3;33;X;40;110;2;4;638049;6380169;402;127;G50;G
13-14-110-2-077R;865131;1;2018;13G;13;F;1.529;0.0486695815975016;27.3;3.4;0.18603947565644985;0.03520;1;29;49;0;2;0;0;4;9;6;3;X;X;1;;9;;9;16;X;40;500;9;4;506181;6910465;77;141;B31;B
13-14-110-2-077R;865131;3;2018;17C;17;F;2.903;0.09240535995915444;24.0;2.1;0.6706318999035634;0.01760;;;92;0;2;0;0;4;9;6;3;X;X;1;;9;;9;16;X;40;500;9;4;506181;6910465;77;141;B31;B
13-14-110-2-077R;865131;4;2018;17C;17;F;0.715;0.02275915686214103;23.5;15.8;0.0406819928910771;0.01390;0;31;23;0;2;0;0;4;9;6;3;X;X;1;;9;;9;16;X;40;500;9;4;506181;6910465;77;141;B31;B
13-14-110-2-077R;865131;5;2018;17C;17;F;2.521;0.08024592230693363;25.4;1.7;0.5057499253394492;0.01900;;;80;1;2;0;0;4;9;6;3;X;X;1;;9;;9;16;X;40;500;9;4;506181;6910465;77;141;B31;B
13-22-031-1-124R;816358;1;2018;31;31;F;0.249;0.007925916165976387;9.8;2.2;0.004933882813320301;0.02100;;;8;0;2;0;0;4;8;6;;X;X;1;;6;;9;0;X;31;234;0;4;221986;6850292;144;223;A11;A
13-22-031-1-124R;816358;4;2018;31;31;F;0.546;0.017379719785634972;9.8;1.4;0.023723317507391737;0.01660;1;30;18;0;2;0;0;4;8;6;;X;X;1;;6;;9;0;X;31;234;0;4;221986;6850292;144;223;A11;A
13-22-031-1-124R;816358;10;2018;2;2;F;0.746;0.023745917509310786;11.5;4.0;0.04428613615486462;0.01430;;;24;1;2;0;0;4;8;6;;X;X;1;;6;;9;0;X;31;234;0;4;221986;6850292;144;223;A11;A
13-22-031-1-124R;816358;14;2018;23PM;23;F;1.072;0.03412281979890236;9.6;2.4;0.09144915706105833;0.00550;0;;34;1;2;0;0;4;8;6;;X;X;1;;6;;9;0;X;31;234;0;4;221986;6850292;144;223;A11;A
13-22-031-3-117R;805764;3;2018;2;2;F;0.235;0.007480282325319081;6.0;1.4;0.004394665866124961;0.01650;0;8;8;1;2;0;0;2;10;4;;X;X;1;;6;;9;0;X;31;234;0;4;229072;6871062;86;296;A11;A
13-22-031-3-117R;805764;4;2018;2;2;F;0.281;0.008944507801764518;7.4;3.1;0.006283516730739574;0.02910;0;9;9;1;2;0;0;2;10;4;;X;X;1;;6;;9;0;X;31;234;0;4;229072;6871062;86;296;A11;A
13-22-044-1-123R;815620;2;2018;15S;15;F;0.402;0.012796057424588385;10.8;4.8;0.012860037711711327;0.03620;0;11;13;0;2;0;0;4;8;4;;X;X;1;;6;;9;0;X;40;230;0;4;261639;6839776;143;223;A12;A
13-22-044-1-123R;815620;3;2018;15S;15;F;0.454;0.014451268832744097;10.8;5.2;0.01640219012516455;0.03550;0;10;14;0;2;0;0;4;8;4;;X;X;1;;6;;9;0;X;40;230;0;4;261639;6839776;143;223;A12;A
13-23-168-1-165T;859514;4;2018;13G;13;F;1.166;0.03711493272902999;19.7;4.0;0.10819002890512243;0.02460;1;54;37;1;2;2;0;5;10;10;;X;X;2;4;8;4;9;;X;40;230;9;4;589020;6587901;330;236;G12;G
13-23-168-1-165T;859514;5;2018;25M;25;F;0.802;0.02552845287194001;10.1;1.9;0.051184548008239725;0.00940;;;25;1;1;2;0;5;10;10;;X;X;2;4;8;4;9;;X;40;230;9;4;589020;6587901;330;236;G12;G
13-23-168-1-165T;859514;6;2018;12V;12;F;0.656;0.02088112853365667;11.2;7.1;0.034245050795196935;0.00710;;;21;1;2;2;0;5;10;10;;X;X;2;4;8;4;9;;X;40;230;9;4;589020;6587901;330;236;G12;G
13-23-168-1-165T;859514;9;2018;25M;25;F;1.240;0.03947042588679005;11.0;1.6;0.12235832024904915;0.01950;0;;39;1;2;2;0;5;10;10;;X;X;2;4;8;4;9;;X;40;230;9;4;589020;6587901;330;236;G12;G
13-23-168-1-165T;859514;11;2018;25M;25;F;0.365;0.011618310845708359;9.0;1.7;0.010601708646708879;0.02400;;;12;1;1;2;0;5;10;10;;X;X;2;4;8;4;9;;X;40;230;9;4;589020;6587901;330;236;G12;G
13-23-168-1-165T;859514;12;2018;22M;22;F;0.730;0.023236621691416718;17.5;3.0;0.042406834586835515;0.00780;;;23;1;2;2;0;5;10;10;;X;X;2;4;8;4;9;;X;40;230;9;4;589020;6587901;330;236;G12;G
13-23-168-1-165T;859514;16;2018;22M;22;F;0.373;0.011872958754655393;15.5;12.0;0.011071534038716154;0.00270;;;12;1;2;2;0;5;10;10;;X;X;2;4;8;4;9;;X;40;230;9;4;589020;6587901;330;236;G12;G
13-23-168-1-165T;859514;21;2018;31;31;F;0.274;0.008721690881435864;10.0;5.0;0.005974358253783568;0.00160;;;9;0;0;2;0;5;10;10;;X;X;2;4;8;4;9;;X;40;230;9;4;589020;6587901;330;236;G12;G
13-23-168-1-165T;859514;22;2018;22M;22;F;0.528;0.016806761990504147;19.0;14.6;0.022184925827465472;0.00920;;;17;0;2;2;0;5;10;10;;X;X;2;4;8;4;9;;X;40;230;9;4;589020;6587901;330;236;G12;G
13-24-154-1-216R;855586;1;2018;13G;13;F;0.252;0.008021409131831525;7.1;2.0;0.005053487753053861;0.02050;1;6;8;1;2;0;0;4;2;6;;0;0;2;9;3;4;6;1;X;50;230;8;4;494863;6449920;74;241;F23;F
13-24-154-1-216R;855586;2;2018;2;2;F;0.281;0.008944507801764518;7.1;2.3;0.006283516730739574;0.02390;0;7;9;1;2;0;0;4;2;6;;0;0;2;9;3;4;6;1;X;50;230;8;4;494863;6449920;74;241;F23;F
13-24-162-1-199R;844590;1;2018;14;14;F;0.292;0.009294648676566687;6.0;3.1;0.006785093533893683;;0;4;9;1;2;2;0;2;0;4;;X;X;1;;6;;9;1;X;99;230;0;4;536651;6492096;277;872;G11;G
13-24-162-1-199R;844590;3;2018;14;14;F;0.235;0.007480282325319081;5.5;2.8;0.004394665866124961;;0;4;8;1;2;2;0;2;0;4;;X;X;1;;6;;9;1;X;99;230;0;4;536651;6492096;277;872;G11;G
13-27-111-2-072R;828603;2;2018;25M;25;F;0.315;0.010026761414789406;10.2;2.2;0.007896074614146657;0.02160;0;8;10;0;1;1;0;5;4;9;1;2;2;1;;4;;3;18;X;40;506;3;4;513693;6923755;35;271;B31;B
13-27-111-2-072R;828603;3;2018;25M;25;F;0.347;0.011045353050577538;11.2;4.1;0.009581843771376013;0.01610;0;11;11;0;2;1;0;5;4;9;1;2;2;1;;4;;3;18;X;40;506;3;4;513693;6923755;35;271;B31;B
13-27-111-2-072R;828603;7;2018;25M;25;F;0.440;0.014005634992086789;12.0;5.7;0.015406198491295469;0.01370;;;14;0;2;1;0;5;4;9;1;2;2;1;;4;;3;18;X;40;506;3;4;513693;6923755;35;271;B31;B
