OBJECTID,DEP,DEPB,CYCCARTE,TFIFN,FAO2,NUM_DEP,ZPOPCODE,CODE_ONF,FREQUENCY,SUM_Shape_Area
59,01,01,3,QB,1,01,2,2O,1,9909816.511587569500000
60,01,01,3,SF,1,01,1,,4,162666955.361460480000000
61,01,01,3,SF,1,01,1,1O,1,43787.849252673681000
62,01,01,3,SF,1,01,1,2O,1,7136996.938724121100000
63,01,01,3,SF,1,01,2,,3,37065887.912553616000000
64,01,01,3,SF,1,01,2,2O,1,521515.448374040830000
65,01,01,3,WFH,3,01,1,,4,102369157.904513120000000
66,01,01,3,WFH,3,01,1,1O,1,188111.873454846880000
67,01,01,3,WFH,3,01,1,2M,1,384863.719197022440000
68,01,01,3,WFH,3,01,1,2O,3,27576181.846023142000000
69,01,01,3,WFH,3,01,2,,5,25103497.418701809000000
70,01,01,3,WFH,3,01,2,2M,1,96400.992749808691000
71,01,01,3,WFH,3,01,2,2O,2,2697499.992998449600000
72,02,02,3,00,0,02,1,,8,2474771632.807798400000000
73,02,02,3,00,0,02,1,1O,3,1914046.810371212700000
74,02,02,3,00,0,02,1,2M,1,37028197.041604742000000
75,02,02,3,00,0,02,1,2O,2,291041.841506991770000
76,02,02,3,00,0,02,2,,8,3509235915.511399700000000
