"","npp","ser_86","esspre","sver","vh","hm"
"248","21-40-140-1-259T","F21","51","6",168.328224002779,16.2
"249","21-40-140-1-265T","F21","51","4",24.4384653558881,9.4
"250","21-40-140-1-267T","F21","02","6",78.0346978394002,22
"251","21-40-142-1-261T","F21","51","2",2.74659260473126,4.8
"252","21-40-142-1-263T","F21","51","5",20.4260968194149,9.4
"253","21-40-144-1-255T","F21","51","2",30.1721037270067,7.1
"254","21-40-144-1-259T","F21","51","2",18.9170120684677,7.1
"255","21-40-146-1-255T","F21","51","6",111.92364761132,12.7
"256","21-40-146-1-257T","F21","51","5",184.614130492784,24.7
"257","21-40-148-1-249T","F21","02","2",9.15503680211357,10.7
"258","21-40-148-1-257T","F21","51","6",114.088741524746,19.9
"259","21-40-148-1-259T","F21","51","6",231.930005949266,25.8
"260","21-40-150-1-251T","F21","51","6",126.036490441751,15.2
"261","21-40-150-1-253T","F21","51","6",56.3815264024177,15.6
"262","21-40-150-1-255T","F21","51","6",57.7739145086446,14.8
"263","21-40-150-1-257T","F21","51","6",140.433650719251,22.4
"264","21-40-154-1-255T","F21","51","2",59.5271287699674,10
"265","21-40-154-1-257T","F21","51","6",125.142444939134,20.5
"266","21-40-156-1-255T","F21","07","2",4.56228605185208,8.1
"267","21-47-150-1-245T","F21","51","6",157.67909556578,17.1
"268","21-47-152-1-247T","F21","51","6",35.8732111831632,12.7
"269","21-47-152-1-251T","F21","51","5",83.7732239628512,18.6
