"","npp","ser_86","esspre","sver","vh","hm"
"294","21-88-264-1-053T","D11","52","4",107.96216987123,14.7
"295","21-88-264-1-055T","D11","61","5",269.662529913734,28
"296","21-88-264-1-057T","D11","02","4",113.193206614874,24
"297","21-88-264-1-059T","D11","61","5",445.961736218254,35.4
"298","21-88-264-1-065T","D11","24","5",164.776324051566,20.6
"299","21-88-264-1-067T","D11","61","4",31.974803804424,9.5
"300","21-88-264-1-071T","D11","13","5",718.422759794131,27.2
"301","21-88-265-1-052T","D11","62","6",407.744415194279,20.9
"302","21-88-265-1-054T","D11","52","4",121.897876535396,12.4
"303","21-88-265-1-056T","D11","61","6",376.299986445647,23.5
"304","21-88-265-1-058T","D11","61","6",398.454316824689,23.2
"305","21-88-265-1-064T","D11","15","5",46.4571142796072,23.4
"306","21-88-265-1-066T","D11","61","4",1068.52565217091,35.2
"307","21-88-265-1-070T","D11","62","4",144.875495807212,20.8
"308","21-88-266-1-053T","D11","61","5",536.290169892151,33.1
"309","21-88-266-1-057T","D11","61","5",548.808105698216,44.3
"310","21-88-266-1-061T","D11","64","6",122.083348099742,24.2
"311","21-88-266-1-065T","D11","62","6",187.668740842756,20.6
"312","21-88-266-1-069T","D11","62","4",199.1941729753,19.8
"313","21-88-267-1-052T","D11","62","4",139.084256114429,17
"314","21-88-267-1-054T","D11","09","2",135.590184585559,26.1
"315","21-88-267-1-058T","D11","12","4",39.9784773667107,12.8
"316","21-88-267-1-062T","D11","09","5",228.63304854216,25.5
"317","21-88-267-1-064T","D11","61","4",209.569611446811,40.3
"318","21-88-267-1-066T","D11","62","6",457.369641159243,36.9
"319","21-88-267-1-068T","D11","09","4",95.2393903448543,16.6
"320","21-88-267-1-072T","D11","61","5",240.739659978281,17.9
"321","21-88-268-1-055T","D11","62","6",647.562510754672,33
"322","21-88-268-1-059T","D11","12","5",14.9733920083958,15.4
"323","21-88-268-1-063T","D11","61","4",220.254073295975,32.7
"324","21-88-268-1-067T","D11","61","4",307.91249003153,31.5
"325","21-88-268-1-071T","D11","62","4",378.085476036378,32.4
"326","21-88-269-1-058T","D11","61","4",383.180513332477,25
"327","21-88-269-1-062T","D11","61","6",449.344354749604,37.7
"328","21-88-269-1-064T","D11","62","5",217.529030529139,19.9
"329","21-88-269-1-066T","D11","09","5",141.510062889061,19.1
"330","21-88-269-1-072T","D11","02","4",45.8872822410001,18.2
"331","21-88-269-1-074T","D11","61","5",323.037400680717,33.4
"332","21-88-270-1-057T","D11","62","6",319.914890967799,21.7
"333","21-88-270-1-061T","D11","62","4",82.1958998977517,16.2
"334","21-88-270-1-065T","D11","15","4",436.875758670901,30.3
"335","21-88-270-1-073T","D11","61","6",753.590463780699,31.5
"336","21-90-270-1-077T","D11","03","5",188.578933019578,26.3
"337","21-90-271-1-076T","D11","61","4",139.360230310416,20.1
"338","21-90-273-1-076T","D11","03","5",228.882236027423,26.7
"339","22-54-260-1-054T","D11","09","5",181.986474151269,24.5
"340","22-54-262-1-054T","D11","09","6",190.432401173823,27.2
"341","22-54-263-1-051T","D11","62","6",411.318704036814,30.2
"342","22-54-264-1-050T","D11","62","6",69.5817928847386,12.7
"343","22-54-265-1-049T","D11","61","4",172.345625186926,19.2
"344","22-54-265-1-051T","D11","61","6",342.918935846005,32.6
"345","22-57-265-1-033T","D11","62","4",96.3937178654215,33
"346","22-57-266-1-044T","D11","13","5",186.516172952525,30
"347","22-57-266-1-046T","D11","52","4",164.268905259651,12.5
"348","22-57-266-1-048T","D11","61","5",358.454134190687,35.6
"349","22-57-267-1-027T","D11","03","6",333.494330853669,34.2
"350","22-57-267-1-047T","D11","62","4",36.6723942524645,22.7
"351","22-57-268-1-030T","D11","52","6",135.008343243444,24.7
"352","22-57-268-1-046T","D11","12","4",74.4183235582197,30.8
"353","22-57-269-1-027T","D11","09","5",253.689029073955,27.8
"354","22-57-269-1-029T","D11","03","6",440.325225751229,35.4
"355","22-57-269-1-031T","D11","09","6",384.750441354336,35.3
"356","22-57-269-1-045T","D11","62","6",212.436955169142,23.3
"357","22-57-270-1-028T","D11","52","6",80.4781908633074,14.2
"358","22-57-270-1-030T","D11","52","6",72.7390239072563,29
