"","npp","ser_86","esspre","sver","vh","hm"
"203","21-41-160-1-129T","B70","24","5",158.366659768803,25.5
"204","21-41-161-1-120T","B70","52","6",212.427782365534,23.6
"205","21-41-161-1-122T","B70","02","5",135.505775392781,29
"206","21-41-161-1-126T","B70","03","5",128.209848357614,23
"207","21-41-161-1-128T","B70","52","5",327.989912127927,24.4
"208","21-41-161-1-130T","B70","33","4",193.850165215957,20.5
"209","21-41-162-1-121T","B70","02","5",270.782126914947,26.5
"210","21-41-162-1-125T","B70","02","5",379.3388143117,25.5
"211","21-41-162-1-133T","B70","64","6",317.559876877269,28.7
"212","21-41-163-1-124T","B70","02","5",193.837964884763,29.1
"213","21-41-163-1-128T","B70","02","6",53.6997046788303,20.4
"214","21-41-163-1-130T","B70","25","5",112.486365998631,12.6
"215","21-41-163-1-132T","B70","03","5",121.726512888173,21.1
"216","21-41-164-1-125T","B70","25","6",53.824572164081,11.6
"217","21-41-164-1-127T","B70","12","6",130.231393447182,16.5
"218","21-41-164-1-131T","B70","02","5",243.855391786377,30.1
"219","21-41-165-1-118T","B70","52","5",216.83856470719,23.9
"220","21-41-165-1-120T","B70","02","6",112.909210198931,22.6
"221","21-41-165-1-124T","B70","02","6",296.05928757385,21.1
"222","21-41-165-1-126T","B70","02","6",185.068153351221,24.2
"223","21-41-165-1-128T","B70","53","6",90.2430183075858,19.1
"224","21-41-165-1-132T","B70","02","6",65.0764225175946,19.8
"225","21-41-166-1-125T","B70","02","5",76.0219104471393,17.5
"226","21-41-166-1-129T","B70","02","4",40.8437556158365,18.5
"227","21-41-167-1-118T","B70","53","6",104.309055506304,23.6
"228","21-41-167-1-122T","B70","52","6",98.9594863969018,16.2
"229","21-41-167-1-124T","B70","02","5",53.4902781743342,18.2
"230","21-41-167-1-126T","B70","02","6",86.6449073607467,23.7
"231","21-41-167-1-128T","B70","02","6",11.3687455243986,14.2
"232","21-41-167-1-130T","B70","52","5",226.04438321688,25.8
"233","21-41-168-1-119T","B70","02","5",301.713946191067,24.2
"234","21-41-168-1-123T","B70","10","6",177.204766352215,21.3
