npp,depbdv2,anrefbdv,codeTFVdis,codeTFVdiN,dist_bdfor
23-24-167-1-216T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-24-152-1-221T,24,2012,FF2G53-53,,1_DANS_BDFOR
23-15-201-1-204T,15,2010,FF1G01-01,,1_DANS_BDFOR
23-33-146-1-223T,33,2009,FF32,,1_DANS_BDFOR
23-33-122-1-231T,33,2009,FF31,,1_DANS_BDFOR
23-33-134-1-227T,33,2009,LA4,,1_DANS_BDFOR
23-15-204-1-203T,15,2010,FF1-09-09,,1_DANS_BDFOR
23-24-174-1-213T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-24-171-1-214T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-24-165-1-216T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-24-168-1-215T,24,2012,FF1-10-10,,1_DANS_BDFOR
23-24-159-1-218T,24,2012,FF2-51-51,,1_DANS_BDFOR
23-15-202-1-203T,15,2010,FF1-00-00,,1_DANS_BDFOR
23-19-190-1-207T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-33-132-1-227T,33,2009,FF1-00-00,,4_HORS_BDFOR
23-19-193-1-206T,19,2012,FF32,,1_DANS_BDFOR
23-24-178-1-211T,24,2012,FO1,,1_DANS_BDFOR
23-24-163-1-216T,24,2012,FF1-10-10,,1_DANS_BDFOR
23-24-169-1-214T,24,2012,FF31,,1_DANS_BDFOR
23-24-157-1-218T,24,2012,FF31,,1_DANS_BDFOR
23-19-181-1-210T,19,2012,FF1G01-01,,1_DANS_BDFOR
23-24-160-1-217T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-33-139-1-224T,33,2009,FF1-00-00,,1_DANS_BDFOR
23-15-200-1-203T,15,2010,FF1-00-00,,1_DANS_BDFOR
23-15-197-1-204T,15,2010,FF1-00-00,,1_DANS_BDFOR
23-19-188-1-207T,19,2012,FF1-10-10,,1_DANS_BDFOR
23-33-124-1-229T,33,2009,FF2-51-51,,1_DANS_BDFOR
23-15-203-1-202T,15,2010,FF32,,1_DANS_BDFOR
23-19-182-1-209T,19,2012,FF1G01-01,,1_DANS_BDFOR
23-24-164-1-215T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-24-167-1-214T,24,2012,FF2-51-51,,1_DANS_BDFOR
23-33-140-1-223T,33,2009,FF1-00-00,,1_DANS_BDFOR
23-15-201-1-202T,15,2010,FF1G01-01,,1_DANS_BDFOR
23-33-137-1-224T,33,2009,FF1-00-00,,1_DANS_BDFOR
23-24-149-1-220T,24,2012,FF31,,1_DANS_BDFOR
23-15-210-1-199T,15,2010,FF32,,1_DANS_BDFOR
23-33-122-1-229T,33,2009,FF0,,1_DANS_BDFOR
23-15-198-1-203T,15,2010,FF1-00-00,,1_DANS_BDFOR
23-15-207-1-200T,15,2010,FF1-00-00,,1_DANS_BDFOR
23-19-189-1-206T,19,2012,FF2-52-52,,1_DANS_BDFOR
23-24-168-1-213T,24,2012,FF2-80-80,,1_DANS_BDFOR
23-19-195-1-204T,19,2012,FF32,,1_DANS_BDFOR
23-24-174-1-211T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-24-171-1-212T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-33-141-1-222T,33,2009,FF31,,1_DANS_BDFOR
23-33-138-1-223T,33,2009,FF32,,1_DANS_BDFOR
23-15-211-1-198T,15,2010,FF1-00-00,,1_DANS_BDFOR
23-33-135-1-224T,33,2009,FF1G01-01,,1_DANS_BDFOR
23-24-153-1-218T,24,2012,FF2-51-51,,1_DANS_BDFOR
23-24-150-1-219T,24,2012,FF2-51-51,,1_DANS_BDFOR
23-33-126-1-227T,33,2009,FF2-51-51,,1_DANS_BDFOR
23-33-147-1-220T,33,2009,FF1-00-00,,1_DANS_BDFOR
23-19-193-1-204T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-15-208-1-199T,15,2010,FF2G61-61,,1_DANS_BDFOR
23-19-181-1-208T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-33-120-1-229T,33,2009,FF1G01-01,,1_DANS_BDFOR
23-19-187-1-206T,19,2012,FF2-00-00,,1_DANS_BDFOR
23-19-196-1-203T,19,2012,FF2-00-00,,1_DANS_BDFOR
23-24-163-1-214T,24,2012,FF2-00-00,,1_DANS_BDFOR
23-24-160-1-215T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-24-151-1-218T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-24-148-1-219T,24,2012,FF1G01-01,,2_BDFOR_15m
23-15-206-1-199T,15,2010,LA4,,4_HORS_BDFOR
23-24-157-1-216T,24,2012,FF31,,1_DANS_BDFOR
23-33-124-1-227T,33,2009,FF0,,3_BDFOR_25m
23-15-209-1-198T,15,2010,FF1-09-09,,1_DANS_BDFOR
23-15-200-1-201T,15,2010,FF1-00-00,,1_DANS_BDFOR
23-19-185-1-206T,19,2012,FF32,,1_DANS_BDFOR
23-19-188-1-205T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-19-194-1-203T,19,2012,FF31,,1_DANS_BDFOR
23-19-179-1-208T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-24-170-1-211T,24,2012,FF1-10-10,,1_DANS_BDFOR
23-24-176-1-209T,24,2012,FF2G53-53,,1_DANS_BDFOR
23-24-158-1-215T,24,2012,FF2G53-53,,1_DANS_BDFOR
23-33-143-1-220T,33,2009,FF31,,1_DANS_BDFOR
23-33-134-1-223T,33,2009,FF1G01-01,,1_DANS_BDFOR
23-24-155-1-216T,24,2012,FF2-81-81,,1_DANS_BDFOR
23-24-152-1-217T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-15-210-1-197T,15,2010,FF1-09-09,,4_HORS_BDFOR
23-33-146-1-219T,33,2009,FF1-00-00,,1_DANS_BDFOR
23-15-204-1-199T,15,2010,FF1-00,,4_HORS_BDFOR
23-19-195-1-202T,19,2012,FF31,,1_DANS_BDFOR
23-24-168-1-211T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-24-147-1-218T,24,2012,FF2-51-51,,1_DANS_BDFOR
23-24-153-1-216T,24,2012,FF02,,1_DANS_BDFOR
23-33-120-1-227T,33,2009,LA4,,1_DANS_BDFOR
23-19-190-1-203T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-33-117-1-228T,33,2009,FF2-51-51,,1_DANS_BDFOR
23-33-132-1-223T,33,2009,FF1-00-00,,1_DANS_BDFOR
23-19-178-1-207T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-33-126-1-225T,33,2009,FF2-51-51,,1_DANS_BDFOR
23-24-172-1-209T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-24-151-1-216T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-24-166-1-211T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-24-154-1-215T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-17-139-1-220T,17,2014,LA4,,1_DANS_BDFOR
23-33-124-1-225T,33,2009,FF0,,1_DANS_BDFOR
23-19-188-1-203T,19,2012,FF0,,1_DANS_BDFOR
23-33-135-1-221T,33,2009,FF0,,1_DANS_BDFOR
23-19-191-1-202T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-19-176-1-207T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-24-152-1-215T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-24-167-1-210T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-24-158-1-213T,24,2012,LA4,,1_DANS_BDFOR
23-24-164-1-211T,24,2012,FF2G53-53,,1_DANS_BDFOR
23-24-149-1-216T,24,2012,FF32,,1_DANS_BDFOR
23-19-195-1-200T,19,2012,FF2-00-00,,1_DANS_BDFOR
23-33-122-1-225T,33,2009,FF2-51-51,,2_BDFOR_15m
23-17-140-1-219T,17,2014,FF31,,1_DANS_BDFOR
23-17-137-1-220T,17,2014,FF2-51-51,,1_DANS_BDFOR
23-19-189-1-202T,19,2012,FF1-00-00,,2_BDFOR_15m
23-15-204-1-197T,15,2010,FF1G01-01,,1_DANS_BDFOR
23-19-183-1-204T,19,2012,FF31,,1_DANS_BDFOR
23-15-207-1-196T,15,2010,FF1-00,,1_DANS_BDFOR
23-19-186-1-203T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-19-192-1-201T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-15-198-1-199T,15,2010,FF1-00-00,,1_DANS_BDFOR
23-19-180-1-205T,19,2012,FF1-00,,4_HORS_BDFOR
23-24-174-1-207T,19,2012,FF1G01-01,,1_DANS_BDFOR
23-24-156-1-213T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-24-147-1-216T,24,2012,FO3,,1_DANS_BDFOR
23-15-208-1-195T,15,2010,FF1-00,,4_HORS_BDFOR
23-24-162-1-211T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-17-141-1-218T,17,2014,FF32,,1_DANS_BDFOR
23-24-153-1-214T,24,2012,FF31,,1_DANS_BDFOR
23-15-205-1-196T,15,2010,FF31,,1_DANS_BDFOR
23-24-150-1-215T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-33-132-1-221T,33,2009,FF1-00,,1_DANS_BDFOR
23-15-196-1-199T,15,2010,FF1-00-00,,1_DANS_BDFOR
23-17-138-1-219T,17,2014,FF2-51-51,,1_DANS_BDFOR
23-33-120-1-225T,33,2009,FF2-51-51,,1_DANS_BDFOR
23-19-184-1-203T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-17-135-1-220T,17,2014,FF1-00-00,,1_DANS_BDFOR
23-19-181-1-204T,19,2012,FF32,,1_DANS_BDFOR
23-19-187-1-202T,19,2012,FF1-00-00,,2_BDFOR_15m
23-19-193-1-200T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-33-117-1-226T,33,2009,FF2-51-51,,1_DANS_BDFOR
23-24-169-1-208T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-24-172-1-207T,24,2012,FF2-51-51,,1_DANS_BDFOR
23-24-160-1-211T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-24-166-1-209T,24,2012,FF1-00-00,,4_HORS_BDFOR
23-15-203-1-196T,15,2010,FF1-00-00,,1_DANS_BDFOR
23-15-197-1-198T,15,2010,FF1-00-00,,1_DANS_BDFOR
23-17-136-1-219T,17,2014,LA4,,1_DANS_BDFOR
23-17-139-1-218T,17,2014,FF1-00-00,,1_DANS_BDFOR
23-33-133-1-220T,33,2009,FF1G01-01,,1_DANS_BDFOR
23-24-147-1-215T,24,2012,FF01,,1_DANS_BDFOR
23-19-194-1-199T,19,2012,FF2-00-00,,1_DANS_BDFOR
23-19-185-1-202T,19,2012,FF1-00-00,,2_BDFOR_15m
23-19-179-1-204T,19,2012,FF1G01-01,,2_BDFOR_15m
23-19-176-1-205T,19,2012,FF1G01-01,,1_DANS_BDFOR
23-19-188-1-201T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-24-161-1-210T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-24-167-1-208T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-33-122-1-223T,33,2009,FF1G01-01,,1_DANS_BDFOR
23-17-137-1-218T,17,2014,FF2-51-51,,1_DANS_BDFOR
23-19-195-1-198T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-19-180-1-203T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-33-131-1-220T,33,2009,FF1G01-01,,1_DANS_BDFOR
23-19-192-1-199T,19,2012,FF32,,1_DANS_BDFOR
23-19-189-1-200T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-24-171-1-206T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-24-159-1-210T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-24-168-1-207T,24,2012,FF1G01-01,,4_HORS_BDFOR
23-16-144-1-215T,16,2014,FF1-00-00,,1_DANS_BDFOR
23-19-196-1-197T,19,2012,FF2-90-90,,1_DANS_BDFOR
23-17-141-1-216T,17,2014,FF2-51-51,,1_DANS_BDFOR
23-17-138-1-217T,17,2014,FF1-00-00,,4_HORS_BDFOR
23-19-193-1-198T,19,2012,FF31,,1_DANS_BDFOR
23-19-190-1-199T,19,2012,FF1-00-00,,4_HORS_BDFOR
23-15-208-1-193T,15,2010,FF1-09-09,,1_DANS_BDFOR
23-33-117-1-224T,33,2009,FF2-51-51,,1_DANS_BDFOR
23-19-187-1-200T,19,2012,FF32,,1_DANS_BDFOR
23-24-166-1-207T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-17-136-1-217T,17,2014,FF1-00-00,,1_DANS_BDFOR
23-16-142-1-215T,16,2014,FF2-51-51,,1_DANS_BDFOR
23-33-130-1-219T,33,2009,FF1-00-00,,1_DANS_BDFOR
23-19-188-1-199T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-15-209-1-192T,15,2010,FF1-09-09,,1_DANS_BDFOR
23-15-200-1-195T,15,2010,FF1-00-00,,1_DANS_BDFOR
23-19-197-1-196T,19,2012,FF2-90-90,,1_DANS_BDFOR
23-33-118-1-223T,33,2009,FO3,,1_DANS_BDFOR
23-19-185-1-200T,19,2012,FF31,,1_DANS_BDFOR
23-24-164-1-207T,24,2012,FF2G53-53,,1_DANS_BDFOR
23-19-173-1-204T,19,2012,FF1-00,,1_DANS_BDFOR
23-24-158-1-209T,24,2012,FF31,,1_DANS_BDFOR
23-24-149-1-212T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-16-143-1-214T,16,2014,FF1-00-00,,1_DANS_BDFOR
23-17-137-1-216T,17,2014,FF1-10-10,,1_DANS_BDFOR
23-33-116-1-223T,33,2009,FF2-51-51,,1_DANS_BDFOR
23-19-195-1-196T,19,2012,FF32,,1_DANS_BDFOR
23-19-192-1-197T,19,2012,FF2-00-00,,1_DANS_BDFOR
23-19-177-1-202T,19,2012,FF1G01-01,,1_DANS_BDFOR
23-19-189-1-198T,19,2012,FF31,,1_DANS_BDFOR
23-24-171-1-204T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-19-174-1-203T,19,2012,FP,,1_DANS_BDFOR
23-33-122-1-221T,33,2009,FF1-00-00,,1_DANS_BDFOR
23-19-180-1-201T,19,2012,FF1-00-00,,4_HORS_BDFOR
23-19-186-1-199T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-24-162-1-207T,24,2012,FF1-10-10,,1_DANS_BDFOR
23-16-147-1-212T,16,2014,FF1-00-00,,1_DANS_BDFOR
23-17-135-1-216T,17,2014,FF1-00-00,,1_DANS_BDFOR
23-15-208-1-191T,15,2010,FF2G61-61,,1_DANS_BDFOR
23-16-141-1-214T,16,2014,FF1-00-00,,1_DANS_BDFOR
23-33-120-1-221T,33,2009,FF2-51-51,,1_DANS_BDFOR
23-33-123-1-220T,33,2009,FF1-00-00,,1_DANS_BDFOR
23-33-117-1-222T,33,2009,FF1-00-00,,1_DANS_BDFOR
23-19-184-1-199T,19,2012,FF1-00-00,,4_HORS_BDFOR
23-19-196-1-195T,19,2012,FF32,,1_DANS_BDFOR
23-19-175-1-202T,19,2012,FF1G01-01,,1_DANS_BDFOR
23-24-172-1-203T,24,2012,FF1-10-10,,1_DANS_BDFOR
23-17-136-1-215T,17,2014,FF1-00,,1_DANS_BDFOR
23-33-118-1-221T,33,2009,FF0,,1_DANS_BDFOR
23-15-206-1-191T,15,2010,FF31,,2_BDFOR_15m
23-15-203-1-192T,15,2010,FF1-00-00,,1_DANS_BDFOR
23-19-194-1-195T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-24-164-1-205T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-19-191-1-196T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-19-188-1-197T,19,2012,FF2-90-90,,1_DANS_BDFOR
23-19-179-1-200T,19,2012,FF1G01-01,,1_DANS_BDFOR
23-24-161-1-206T,24,2012,FF32,,2_BDFOR_15m
23-24-170-1-203T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-15-204-1-191T,15,2010,FF1-00-00,,1_DANS_BDFOR
23-33-116-1-221T,33,2009,FF0,,1_DANS_BDFOR
23-24-171-1-202T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-19-192-1-195T,19,2012,FF2-90-90,,1_DANS_BDFOR
23-24-156-1-207T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-24-168-1-203T,24,2012,FF01,,1_DANS_BDFOR
23-15-202-1-191T,15,2010,FF1-00-00,,1_DANS_BDFOR
23-16-144-1-211T,16,2014,FF1-00,,4_HORS_BDFOR
23-24-153-1-208T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-33-120-1-219T,33,2009,FF31,,2_BDFOR_15m
23-16-141-1-212T,16,2014,FF1-00-00,,1_DANS_BDFOR
23-19-187-1-196T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-15-199-1-192T,15,2010,FF1-00-00,,1_DANS_BDFOR
23-19-181-1-198T,19,2012,FF1-10-10,,1_DANS_BDFOR
23-19-184-1-197T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-19-190-1-195T,19,2012,FF2-63-63,,1_DANS_BDFOR
23-24-169-1-202T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-24-163-1-204T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-24-154-1-207T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-17-127-1-216T,17,2014,LA4,,1_DANS_BDFOR
23-15-203-1-190T,15,2010,FF1-00-00,,2_BDFOR_15m
23-33-118-1-219T,33,2009,FF0,,1_DANS_BDFOR
23-19-173-1-200T,19,2012,FF1-00-00,,2_BDFOR_15m
23-19-185-1-196T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-24-161-1-204T,24,2012,FF1-10-10,,1_DANS_BDFOR
23-16-143-1-210T,16,2014,FF1-00-00,,1_DANS_BDFOR
23-16-140-1-211T,16,2014,FF1-00-00,,1_DANS_BDFOR
23-19-189-1-194T,19,2012,FF32,,1_DANS_BDFOR
23-15-204-1-189T,15,2010,FF1-00-00,,1_DANS_BDFOR
23-15-201-1-190T,15,2010,FF1-00-00,,1_DANS_BDFOR
23-19-192-1-193T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-19-195-1-192T,19,2012,FF2-64-64,,1_DANS_BDFOR
23-33-122-1-217T,33,2009,FF1-00,,4_HORS_BDFOR
23-33-116-1-219T,33,2009,FF2-51-51,,1_DANS_BDFOR
23-19-186-1-195T,19,2012,FF32,,1_DANS_BDFOR
23-33-119-1-218T,33,2009,FF1-14-14,,1_DANS_BDFOR
23-19-177-1-198T,19,2012,FF32,,1_DANS_BDFOR
23-24-168-1-201T,24,2012,FF1-10-10,,1_DANS_BDFOR
23-24-165-1-202T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-19-196-1-191T,19,2012,FF0,,1_DANS_BDFOR
23-16-147-1-208T,16,2014,FF2-51-51,,1_DANS_BDFOR
23-19-193-1-192T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-63-205-1-188T,63,2009,FF2G61-61,,1_DANS_BDFOR
23-19-187-1-194T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-19-181-1-196T,19,2012,FF2-64-64,,1_DANS_BDFOR
23-33-120-1-217T,33,2009,FF1-00-00,,1_DANS_BDFOR
23-24-172-1-199T,24,2012,FF01,,1_DANS_BDFOR
23-24-169-1-200T,24,2012,FF1-00-00,,2_BDFOR_15m
23-17-136-1-211T,17,2014,FF2-51-51,,1_DANS_BDFOR
23-19-194-1-191T,19,2012,FF1G01-01,,1_DANS_BDFOR
23-17-133-1-212T,17,2014,FF1G01-01,,1_DANS_BDFOR
23-63-203-1-188T,15,2010,FF32,,1_DANS_BDFOR
23-19-185-1-194T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-19-173-1-198T,19,2012,FF31,,1_DANS_BDFOR
23-19-191-1-192T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-24-152-1-205T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-16-143-1-208T,16,2014,FF1-00-00,,1_DANS_BDFOR
23-33-116-1-217T,33,2009,FF1G01-01,,1_DANS_BDFOR
23-63-207-1-186T,63,2009,FF2G61-61,,1_DANS_BDFOR
23-19-189-1-192T,19,2012,FF2-00-00,,1_DANS_BDFOR
23-33-119-1-216T,33,2009,FF1G01-01,,1_DANS_BDFOR
23-24-168-1-199T,24,2012,FF1-00,,4_HORS_BDFOR
23-24-156-1-203T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-87-171-1-198T,87,2010,FF1-00-00,,1_DANS_BDFOR
23-17-132-1-211T,17,2014,FF1-00-00,,1_DANS_BDFOR
23-19-190-1-191T,19,2012,FF31,,1_DANS_BDFOR
23-63-202-1-187T,63,2009,LA4,,1_DANS_BDFOR
23-19-187-1-192T,19,2012,FF32,,1_DANS_BDFOR
23-19-193-1-190T,19,2012,FF32,,1_DANS_BDFOR
23-24-166-1-199T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-24-160-1-201T,24,2012,FF1-10-10,,1_DANS_BDFOR
23-63-206-1-185T,63,2009,FF1-09-09,,4_HORS_BDFOR
23-19-194-1-189T,19,2012,FF2-00,,4_HORS_BDFOR
23-19-200-1-187T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-33-115-1-216T,33,2009,FF2-51-51,,1_DANS_BDFOR
23-19-179-1-194T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-24-152-1-203T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-24-161-1-200T,24,2012,LA4,,1_DANS_BDFOR
23-16-140-1-207T,16,2014,FF1-00,,4_HORS_BDFOR
23-19-195-1-188T,19,2012,FF31,,1_DANS_BDFOR
23-19-189-1-190T,19,2012,FF2G61-61,,1_DANS_BDFOR
23-19-192-1-189T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-19-186-1-191T,19,2012,FF31,,1_DANS_BDFOR
23-87-171-1-196T,87,2010,FF1-00-00,,1_DANS_BDFOR
23-87-174-1-195T,87,2010,FF1-00,,1_DANS_BDFOR
23-24-153-1-202T,24,2012,FF1-10-10,,1_DANS_BDFOR
23-24-159-1-200T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-16-150-1-203T,16,2014,FF1-00-00,,1_DANS_BDFOR
23-17-126-1-211T,17,2014,FF1-00-00,,1_DANS_BDFOR
23-19-196-1-187T,19,2012,FF2-64-64,,1_DANS_BDFOR
23-19-187-1-190T,19,2012,FF2-91-91,,2_BDFOR_15m
23-19-184-1-191T,19,2012,FF1-09-09,,1_DANS_BDFOR
23-87-172-1-195T,87,2010,FF1-10-10,,1_DANS_BDFOR
23-87-169-1-196T,87,2010,FF1-00-00,,4_HORS_BDFOR
23-19-199-1-186T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-19-193-1-188T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-19-181-1-192T,19,2012,FF2-64-64,,2_BDFOR_15m
23-24-163-1-198T,24,2012,FF1G01-01,,1_DANS_BDFOR
23-24-157-1-200T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-24-160-1-199T,24,2012,FF2G61-61,,1_DANS_BDFOR
23-19-197-1-186T,19,2012,FF2-90-90,,1_DANS_BDFOR
23-63-206-1-183T,63,2009,FF32,,1_DANS_BDFOR
23-63-200-1-185T,63,2009,FF32,,1_DANS_BDFOR
23-19-188-1-189T,19,2012,FO2,,1_DANS_BDFOR
23-19-191-1-188T,19,2012,FF2-90-90,,1_DANS_BDFOR
23-24-158-1-199T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-16-152-1-201T,16,2014,FF1-00-00,,1_DANS_BDFOR
23-24-161-1-198T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-87-167-1-196T,87,2010,FF1-00-00,,1_DANS_BDFOR
23-16-143-1-204T,16,2014,FF1-10-10,,1_DANS_BDFOR
23-17-131-1-208T,17,2014,FF1-00-00,,1_DANS_BDFOR
23-63-204-1-183T,63,2009,LA4,,1_DANS_BDFOR
23-16-146-1-203T,16,2014,FF1G01-01,,1_DANS_BDFOR
23-19-183-1-190T,19,2012,FF02,,1_DANS_BDFOR
23-17-122-1-211T,17,2014,FF1-00,,1_DANS_BDFOR
23-63-201-1-184T,63,2009,FF32,,1_DANS_BDFOR
23-19-192-1-187T,19,2012,FF02,,1_DANS_BDFOR
23-87-177-1-192T,87,2010,FF02,,1_DANS_BDFOR
23-87-165-1-196T,87,2010,FF1-00-00,,1_DANS_BDFOR
23-24-159-1-198T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-16-147-1-202T,16,2014,FF1G01-01,,1_DANS_BDFOR
23-16-150-1-201T,16,2014,LA4,,1_DANS_BDFOR
23-19-196-1-185T,19,2012,FF1-09-09,,1_DANS_BDFOR
23-87-166-1-195T,87,2010,FF1-10-10,,1_DANS_BDFOR
23-19-187-1-188T,19,2012,FF1-09-09,,1_DANS_BDFOR
23-19-184-1-189T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-87-160-1-197T,87,2010,FF1-00-00,,1_DANS_BDFOR
23-87-175-1-192T,87,2010,FF1-00,,1_DANS_BDFOR
23-87-172-1-193T,87,2010,FF1-00-00,,1_DANS_BDFOR
23-24-157-1-198T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-17-133-1-206T,17,2014,FF1-00-00,,4_HORS_BDFOR
23-63-200-1-183T,63,2009,FF32,,1_DANS_BDFOR
23-16-145-1-202T,16,2014,FF1-00-00,,1_DANS_BDFOR
23-16-148-1-201T,16,2014,FF1-00-00,,1_DANS_BDFOR
23-19-191-1-186T,19,2012,FF2G61-61,,1_DANS_BDFOR
23-19-197-1-184T,19,2012,FF1G01-01,,1_DANS_BDFOR
23-19-185-1-188T,19,2012,FF0,,1_DANS_BDFOR
23-24-164-1-195T,24,2012,FF31,,4_HORS_BDFOR
23-33-115-1-212T,33,2009,FF0,,1_DANS_BDFOR
23-19-188-1-187T,19,2012,FF2G61-61,,1_DANS_BDFOR
23-16-149-1-200T,16,2014,FF1G01-01,,1_DANS_BDFOR
23-16-152-1-199T,16,2014,FF1-00-00,,4_HORS_BDFOR
23-24-155-1-198T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-87-161-1-196T,87,2010,FF03,,1_DANS_BDFOR
23-16-140-1-203T,16,2014,FF1G01-01,,1_DANS_BDFOR
23-19-192-1-185T,19,2012,FF1G01-01,,1_DANS_BDFOR
23-16-143-1-202T,16,2014,FF1-00-00,,1_DANS_BDFOR
23-19-195-1-184T,19,2012,FF1-09-09,,1_DANS_BDFOR
23-63-201-1-182T,63,2009,FF2G61-61,,1_DANS_BDFOR
23-19-186-1-187T,19,2012,FF2G61-61,,1_DANS_BDFOR
23-19-183-1-188T,19,2012,FF32,,1_DANS_BDFOR
23-87-162-1-195T,87,2010,FF1-00,,1_DANS_BDFOR
23-16-138-1-203T,16,2014,FF1G01-01,,1_DANS_BDFOR
23-87-159-1-196T,87,2010,FF1-00-00,,1_DANS_BDFOR
23-63-199-1-182T,19,2012,FF1-00-00,,1_DANS_BDFOR
23-17-123-1-208T,17,2014,FF1-00-00,,1_DANS_BDFOR
23-19-184-1-187T,19,2012,FF0,,1_DANS_BDFOR
23-19-181-1-188T,87,2010,FF2G61-61,,1_DANS_BDFOR
23-16-151-1-198T,16,2014,FF2G53-53,,1_DANS_BDFOR
23-16-145-1-200T,16,2014,LA4,,1_DANS_BDFOR
23-24-157-1-196T,24,2012,FF1-00-00,,1_DANS_BDFOR
23-19-188-1-185T,19,2012,LA4,,1_DANS_BDFOR
23-19-182-1-187T,19,2012,FF1-00-00,,4_HORS_BDFOR
23-19-185-1-186T,19,2012,FF32,,1_DANS_BDFOR
23-19-191-1-184T,19,2012,FF31,,1_DANS_BDFOR
23-87-179-1-188T,87,2010,FF1-00-00,,1_DANS_BDFOR
