npp,depbdv2,anrefbdv,codeTFVdis,codeTFVdiN,dist_bdfor
23-56-066-1-155T,56,2016,FF1-00,,1_DANS_BDFOR
23-37-130-1-133T,37,2011,LA4,,4_HORS_BDFOR
23-37-136-1-131T,37,2011,FF02,,1_DANS_BDFOR
23-49-094-1-145T,44,2009,FF1-00-00,,1_DANS_BDFOR
23-49-100-1-143T,49,2008,LA4,,4_HORS_BDFOR
23-44-088-1-147T,44,2009,FF1G01-01,,1_DANS_BDFOR
23-41-161-1-122T,41,2011,FF2-80-80,,4_HORS_BDFOR
23-45-182-1-115T,45,2010,FF1-00-00,,4_HORS_BDFOR
23-18-170-1-119T,18,2005,FF1-00-00,,1_DANS_BDFOR
23-41-155-1-124T,41,2011,FF1G01-01,,1_DANS_BDFOR
23-41-164-1-121T,41,2011,FF1-00-00,,1_DANS_BDFOR
23-41-167-1-120T,41,2011,FF1-00-00,,1_DANS_BDFOR
23-41-158-1-123T,41,2011,FF1-00-00,,1_DANS_BDFOR
23-44-091-1-146T,44,2009,FF1-00-00,,1_DANS_BDFOR
23-44-076-1-151T,44,2009,FF1-00-00,,4_HORS_BDFOR
23-44-079-1-150T,44,2009,FF31,,1_DANS_BDFOR
23-56-067-1-154T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-72-128-1-133T,72,2019,FF1-00-00,,1_DANS_BDFOR
23-49-119-1-136T,49,2008,FF1-00,,4_HORS_BDFOR
23-41-165-1-120T,41,2011,FF31,,1_DANS_BDFOR
23-41-159-1-122T,41,2011,FF1-00-00,,1_DANS_BDFOR
23-49-121-1-135T,49,2008,FP,,1_DANS_BDFOR
23-41-156-1-123T,41,2011,FO1,,3_BDFOR_25m
23-56-071-1-152T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-41-144-1-127T,41,2011,FF1-00-00,,1_DANS_BDFOR
23-49-120-1-135T,49,2008,FF32,,1_DANS_BDFOR
23-45-175-1-116T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-49-108-1-139T,49,2008,FP,,4_HORS_BDFOR
23-41-163-1-120T,41,2011,FF1-00-00,,1_DANS_BDFOR
23-44-096-1-143T,44,2009,FP,,4_HORS_BDFOR
23-41-169-1-118T,41,2011,FF1-00-00,,1_DANS_BDFOR
23-41-157-1-122T,41,2011,FF1-00-00,,1_DANS_BDFOR
23-45-172-1-117T,45,2010,FF2G53-53,,1_DANS_BDFOR
23-41-166-1-119T,41,2011,FF1G01-01,,2_BDFOR_15m
23-56-072-1-151T,56,2016,FF2-51-51,,1_DANS_BDFOR
23-41-154-1-123T,41,2011,FF1-00-00,,1_DANS_BDFOR
23-45-160-1-121T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-56-066-1-153T,56,2016,FF1-00-00,,4_HORS_BDFOR
23-37-136-1-129T,37,2011,FF1-00-00,,1_DANS_BDFOR
23-49-112-1-137T,49,2008,FF1-14-14,,1_DANS_BDFOR
23-41-167-1-118T,41,2011,FF2-52-52,,1_DANS_BDFOR
23-41-161-1-120T,45,2010,FF2-52-52,,1_DANS_BDFOR
23-45-164-1-119T,45,2010,LA4,,1_DANS_BDFOR
23-45-176-1-115T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-44-079-1-148T,44,2009,FF1-00,,4_HORS_BDFOR
23-41-155-1-122T,41,2011,FF1-00-00,,1_DANS_BDFOR
23-41-149-1-124T,41,2011,FF2-80-80,,1_DANS_BDFOR
23-37-137-1-128T,37,2011,FF01,,1_DANS_BDFOR
23-41-143-1-126T,41,2011,FF1-00-00,,1_DANS_BDFOR
23-37-131-1-130T,72,2019,FF1-00-00,,1_DANS_BDFOR
23-45-178-1-114T,45,2010,FP,,2_BDFOR_15m
23-49-107-1-138T,49,2008,FF1-00-00,,1_DANS_BDFOR
23-72-119-1-134T,72,2019,FF2-51-51,,1_DANS_BDFOR
23-56-058-1-155T,56,2016,FF1-00-00,,4_HORS_BDFOR
23-56-055-1-156T,56,2016,FO1,,2_BDFOR_15m
23-41-156-1-121T,41,2011,FF1-00-00,,1_DANS_BDFOR
23-45-171-1-116T,45,2010,FF1-00-00,,2_BDFOR_15m
23-45-165-1-118T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-45-162-1-119T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-41-144-1-125T,41,2011,FF1-00-00,,1_DANS_BDFOR
23-45-159-1-120T,45,2010,FF32,,1_DANS_BDFOR
23-56-056-1-155T,56,2016,FF32,,4_HORS_BDFOR
23-45-175-1-114T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-56-059-1-154T,56,2016,FP,,1_DANS_BDFOR
23-49-114-1-135T,49,2008,LA4,,1_DANS_BDFOR
23-45-172-1-115T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-49-108-1-137T,49,2008,FP,,1_DANS_BDFOR
23-45-169-1-116T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-41-148-1-123T,41,2011,LA4,,1_DANS_BDFOR
23-44-078-1-147T,44,2009,FP,,2_BDFOR_15m
23-45-160-1-119T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-56-054-1-155T,56,2016,FF2-81-81,,1_DANS_BDFOR
23-56-069-1-150T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-41-139-1-126T,41,2011,FF1G01-01,,1_DANS_BDFOR
23-72-121-1-132T,72,2019,FF1-00-00,,1_DANS_BDFOR
23-49-109-1-136T,49,2008,FF1-00-00,,1_DANS_BDFOR
23-72-130-1-129T,72,2019,FP,,4_HORS_BDFOR
23-72-127-1-130T,72,2019,FF1-00-00,,1_DANS_BDFOR
23-72-118-1-133T,72,2019,FF1-00-00,,4_HORS_BDFOR
23-45-161-1-118T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-45-167-1-116T,45,2010,FF1-00-00,,2_BDFOR_15m
23-44-085-1-144T,44,2009,FF1-00,,4_HORS_BDFOR
23-45-158-1-119T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-44-088-1-143T,44,2009,FF1G01-01,,1_DANS_BDFOR
23-72-128-1-129T,72,2019,FF1-00,,1_DANS_BDFOR
23-72-125-1-130T,72,2019,FF1-10-10,,1_DANS_BDFOR
23-72-122-1-131T,72,2019,FF2-51-51,,1_DANS_BDFOR
23-45-171-1-114T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-45-177-1-112T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-41-153-1-120T,41,2011,FF1-00-00,,1_DANS_BDFOR
23-44-080-1-145T,44,2009,FF1-00-00,,1_DANS_BDFOR
23-45-165-1-116T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-44-074-1-147T,44,2009,FF0,,1_DANS_BDFOR
23-72-129-1-128T,72,2019,FO1,,1_DANS_BDFOR
23-72-126-1-129T,72,2019,FF1-10-10,,4_HORS_BDFOR
23-72-132-1-127T,72,2019,FF1-00-00,,4_HORS_BDFOR
23-45-175-1-112T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-56-053-1-154T,56,2016,FF32,,1_DANS_BDFOR
23-72-117-1-132T,72,2019,FF1-00-00,,1_DANS_BDFOR
23-56-050-1-155T,56,2016,FF2-51-51,,1_DANS_BDFOR
23-72-123-1-130T,72,2019,FF2G53-53,,1_DANS_BDFOR
23-49-108-1-135T,49,2008,FF1G01-01,,3_BDFOR_25m
23-45-178-1-111T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-45-160-1-117T,45,2010,FF1G01-01,,1_DANS_BDFOR
23-45-169-1-114T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-45-157-1-118T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-45-166-1-115T,45,2010,FF1-49-49,,1_DANS_BDFOR
23-56-069-1-148T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-56-066-1-149T,56,2016,FF1-00-00,,4_HORS_BDFOR
23-44-091-1-140T,44,2009,FF1G01-01,,1_DANS_BDFOR
23-45-161-1-116T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-45-179-1-110T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-45-176-1-111T,45,2010,FF31,,1_DANS_BDFOR
23-45-170-1-113T,45,2010,FF32,,4_HORS_BDFOR
23-72-123-1-129T,72,2019,FP,,1_DANS_BDFOR
23-45-167-1-114T,45,2010,FF1-49-49,,1_DANS_BDFOR
23-41-134-1-125T,41,2011,FP,,3_BDFOR_25m
23-72-116-1-131T,72,2019,FF1-00,,4_HORS_BDFOR
23-56-058-1-151T,56,2016,FF2-51-51,,1_DANS_BDFOR
23-56-049-1-154T,56,2016,FF2-51-51,,1_DANS_BDFOR
23-72-113-1-132T,72,2019,FF1-00-00,,1_DANS_BDFOR
23-53-104-1-135T,49,2008,FO1,,2_BDFOR_15m
23-45-177-1-110T,45,2010,FF1-49-49,,1_DANS_BDFOR
23-45-180-1-109T,45,2010,FF1G01-01,,1_DANS_BDFOR
23-72-128-1-127T,72,2019,FF1-00-00,,1_DANS_BDFOR
23-41-139-1-123T,41,2011,FP,,1_DANS_BDFOR
23-45-174-1-111T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-45-159-1-116T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-45-165-1-114T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-49-095-1-138T,49,2008,FF1G01-01,,1_DANS_BDFOR
23-49-092-1-139T,49,2008,FF1-00-00,,4_HORS_BDFOR
23-56-053-1-152T,56,2016,LA4,,4_HORS_BDFOR
23-72-126-1-127T,72,2019,FF2-52-52,,1_DANS_BDFOR
23-41-153-1-118T,41,2011,FF01,,1_DANS_BDFOR
23-72-120-1-129T,72,2019,FF2G53-53,,1_DANS_BDFOR
23-41-138-1-123T,41,2011,FF1-00-00,,1_DANS_BDFOR
23-72-129-1-126T,72,2019,FF1G01-01,,1_DANS_BDFOR
23-45-175-1-110T,45,2010,FF2-52-52,,1_DANS_BDFOR
23-56-047-1-154T,56,2016,FF1-00,,2_BDFOR_15m
23-72-123-1-128T,72,2019,FF2G53-53,,1_DANS_BDFOR
23-56-041-1-156T,56,2016,LA4,,1_DANS_BDFOR
23-45-157-1-116T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-41-151-1-118T,41,2011,FF1G01-01,,1_DANS_BDFOR
23-45-172-1-111T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-45-160-1-115T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-45-163-1-114T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-44-084-1-141T,44,2009,FF32,,4_HORS_BDFOR
23-56-066-1-147T,56,2016,FO3,,1_DANS_BDFOR
23-41-145-1-120T,41,2011,FF1G01-01,,1_DANS_BDFOR
23-72-124-1-127T,72,2019,FF2-51-51,,1_DANS_BDFOR
23-56-051-1-152T,56,2016,NEVB1,,1_DANS_BDFOR
23-56-054-1-151T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-53-103-1-134T,53,2006,FP,,4_HORS_BDFOR
23-56-060-1-149T,56,2016,FF32,,1_DANS_BDFOR
23-56-057-1-150T,56,2016,FF2G53-53,,1_DANS_BDFOR
23-45-176-1-109T,45,2010,FF1G01-01,,1_DANS_BDFOR
23-45-170-1-111T,45,2010,FF1-00-00,,4_HORS_BDFOR
23-72-118-1-129T,72,2019,FF1-00-00,,4_HORS_BDFOR
23-53-106-1-133T,53,2006,FF1-00,,4_HORS_BDFOR
23-45-173-1-110T,45,2010,FF2G53-53,,1_DANS_BDFOR
23-49-094-1-137T,49,2008,FF2G53-53,,4_HORS_BDFOR
23-44-088-1-139T,44,2009,FF1-00,,4_HORS_BDFOR
23-72-128-1-125T,72,2019,FF1G01-01,,1_DANS_BDFOR
23-56-064-1-147T,56,2016,FF1-00-00,,4_HORS_BDFOR
23-72-119-1-128T,72,2019,FF2-51-51,,1_DANS_BDFOR
23-72-122-1-127T,72,2019,FF1-00-00,,1_DANS_BDFOR
23-56-052-1-151T,56,2016,FF31,,1_DANS_BDFOR
23-45-180-1-107T,45,2010,FF1G01-01,,1_DANS_BDFOR
23-45-177-1-108T,45,2010,FF2G53-53,,1_DANS_BDFOR
23-45-159-1-114T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-56-065-1-146T,56,2016,FF31,,1_DANS_BDFOR
23-56-056-1-149T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-56-071-1-144T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-72-117-1-128T,72,2019,FP,,1_DANS_BDFOR
23-56-062-1-147T,56,2016,FF1-00-00,,2_BDFOR_15m
23-56-059-1-148T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-45-166-1-111T,45,2010,FF1-14-14,,1_DANS_BDFOR
23-45-175-1-108T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-49-090-1-137T,49,2008,FF1-00,,4_HORS_BDFOR
23-72-111-1-130T,72,2019,FF1G01-01,,1_DANS_BDFOR
23-45-172-1-109T,45,2010,FF2G53-53,,1_DANS_BDFOR
23-44-087-1-138T,44,2009,LA4,,4_HORS_BDFOR
23-35-072-1-143T,35,2010,FF1-00-00,,1_DANS_BDFOR
23-41-142-1-119T,41,2011,FF1-00-00,,1_DANS_BDFOR
23-41-148-1-117T,41,2011,FF1G01-01,,1_DANS_BDFOR
23-35-081-1-140T,35,2010,FF1-00,,1_DANS_BDFOR
23-35-075-1-142T,35,2010,FF1-00-00,,1_DANS_BDFOR
23-56-057-1-148T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-56-069-1-144T,56,2016,FF2-51-51,,1_DANS_BDFOR
23-72-115-1-128T,72,2019,FF2-51-51,,1_DANS_BDFOR
23-56-063-1-146T,56,2016,FF2-51-51,,1_DANS_BDFOR
23-72-118-1-127T,72,2019,FF2-51-51,,1_DANS_BDFOR
23-72-130-1-123T,72,2019,FF1-00-00,,1_DANS_BDFOR
23-72-121-1-126T,72,2019,FF02,,1_DANS_BDFOR
23-45-167-1-110T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-45-158-1-113T,45,2010,FF1-00,,3_BDFOR_25m
23-53-100-1-133T,53,2006,FF1-00-00,,1_DANS_BDFOR
23-45-164-1-111T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-56-070-1-143T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-56-061-1-146T,56,2016,FF31,,1_DANS_BDFOR
23-72-128-1-123T,72,2019,FP,,4_HORS_BDFOR
23-41-143-1-118T,41,2011,FF1-00-00,,1_DANS_BDFOR
23-72-116-1-127T,72,2019,FF2G53-53,,1_DANS_BDFOR
23-56-049-1-150T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-72-119-1-126T,72,2019,FF1-00-00,,1_DANS_BDFOR
23-45-168-1-109T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-45-171-1-108T,45,2010,FF2-52-52,,1_DANS_BDFOR
23-45-156-1-113T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-56-059-1-146T,56,2016,FF2-00-00,,1_DANS_BDFOR
23-72-126-1-123T,72,2019,FF31,,1_DANS_BDFOR
23-56-056-1-147T,56,2016,FF1-00-00,,4_HORS_BDFOR
23-45-169-1-108T,45,2010,FF31,,1_DANS_BDFOR
23-72-117-1-126T,72,2019,FF2-51-51,,1_DANS_BDFOR
23-45-166-1-109T,45,2010,FF1G01-01,,3_BDFOR_25m
23-56-044-1-151T,56,2016,FF1-00-00,,4_HORS_BDFOR
23-45-163-1-110T,45,2010,FF1G01-01,,1_DANS_BDFOR
23-45-175-1-106T,45,2010,FF1-00-00,,2_BDFOR_15m
23-56-057-1-146T,56,2016,FF2-51-51,,1_DANS_BDFOR
23-72-127-1-122T,72,2019,FF2-51-51,,1_DANS_BDFOR
23-53-106-1-129T,53,2006,FF1-00,,3_BDFOR_25m
23-45-164-1-109T,45,2010,FF1G01-01,,1_DANS_BDFOR
23-35-088-1-135T,35,2010,FF1-00-00,,1_DANS_BDFOR
23-45-161-1-110T,45,2010,FF1G01-01,,1_DANS_BDFOR
23-45-158-1-111T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-41-143-1-116T,41,2011,FF32,,1_DANS_BDFOR
23-56-049-1-148T,56,2016,FF32,,1_DANS_BDFOR
23-72-122-1-123T,72,2019,FF02,,1_DANS_BDFOR
23-72-125-1-122T,72,2019,FF31,,2_BDFOR_15m
23-53-101-1-130T,53,2006,FF1-00,,1_DANS_BDFOR
23-72-131-1-120T,72,2019,FF1-00-00,,2_BDFOR_15m
23-56-052-1-147T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-72-119-1-124T,72,2019,FP,,1_DANS_BDFOR
23-45-174-1-105T,45,2010,FF1-00,,4_HORS_BDFOR
23-35-089-1-134T,35,2010,FF1G01-01,,1_DANS_BDFOR
23-45-156-1-111T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-56-065-1-142T,56,2016,FF2-51-51,,1_DANS_BDFOR
23-56-068-1-141T,56,2016,FF1G01-01,,1_DANS_BDFOR
23-56-044-1-149T,56,2016,FF31,,1_DANS_BDFOR
23-72-114-1-125T,72,2019,FF1-00,,4_HORS_BDFOR
23-56-053-1-146T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-56-050-1-147T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-45-178-1-103T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-53-096-1-131T,53,2006,FF0,,4_HORS_BDFOR
23-45-163-1-108T,45,2010,FF31,,1_DANS_BDFOR
23-35-078-1-137T,35,2010,FF1-00,,4_HORS_BDFOR
23-45-157-1-110T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-45-166-1-107T,45,2010,FF2G53-53,,1_DANS_BDFOR
23-35-084-1-135T,35,2010,FF1-00,,1_DANS_BDFOR
23-35-072-1-139T,35,2010,FF1-00-00,,1_DANS_BDFOR
23-72-130-1-119T,72,2019,FF1G01-01,,1_DANS_BDFOR
23-56-066-1-141T,56,2016,FP,,4_HORS_BDFOR
23-41-142-1-115T,41,2011,FF1G01-01,,1_DANS_BDFOR
23-56-051-1-146T,56,2016,FF1-00-00,,4_HORS_BDFOR
23-56-048-1-147T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-56-045-1-148T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-45-164-1-107T,45,2010,FF1G01-01,,1_DANS_BDFOR
23-29-036-1-151T,29,2005,FF31,,1_DANS_BDFOR
23-53-106-1-127T,53,2006,FF1G01-01,,1_DANS_BDFOR
23-45-161-1-108T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-45-167-1-106T,45,2010,FF2G53-53,,1_DANS_BDFOR
23-56-067-1-140T,56,2016,FF2-51-51,,1_DANS_BDFOR
23-72-131-1-118T,72,2019,FF1-00-00,,1_DANS_BDFOR
23-56-055-1-144T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-56-049-1-146T,56,2016,NEVB1,,2_BDFOR_15m
23-72-125-1-120T,72,2019,FF02,,1_DANS_BDFOR
23-29-034-1-151T,29,2005,FF1-00-00,,1_DANS_BDFOR
23-53-107-1-126T,53,2006,FF1-00-00,,4_HORS_BDFOR
23-56-043-1-148T,56,2016,NEVB3,,1_DANS_BDFOR
23-53-098-1-129T,53,2006,FF1-00-00,,4_HORS_BDFOR
23-29-031-1-152T,29,2005,FF1-00-00,,1_DANS_BDFOR
23-53-095-1-130T,53,2006,FP,,2_BDFOR_15m
23-45-165-1-106T,45,2010,FF1G01-01,,1_DANS_BDFOR
23-53-101-1-128T,53,2006,FP,,1_DANS_BDFOR
23-53-104-1-127T,53,2006,FF1-00-00,,4_HORS_BDFOR
23-35-080-1-135T,35,2010,FF1-00-00,,4_HORS_BDFOR
23-41-135-1-116T,41,2011,FF1-00-00,,4_HORS_BDFOR
23-45-162-1-107T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-41-141-1-114T,41,2011,FF1G01-01,,1_DANS_BDFOR
23-45-159-1-108T,45,2010,FF1G01-01,,1_DANS_BDFOR
23-35-074-1-137T,35,2010,FP,,4_HORS_BDFOR
23-56-062-1-141T,56,2016,LA4,,4_HORS_BDFOR
23-72-132-1-117T,72,2019,FF1G01-01,,1_DANS_BDFOR
23-56-056-1-143T,56,2016,FF31,,4_HORS_BDFOR
23-72-126-1-119T,72,2019,FF2-00-00,,1_DANS_BDFOR
23-72-117-1-122T,72,2019,FF1-00-00,,1_DANS_BDFOR
23-29-032-1-151T,29,2005,FF32,,1_DANS_BDFOR
23-56-053-1-144T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-29-020-1-155T,29,2005,LA4,,3_BDFOR_25m
23-29-035-1-150T,29,2005,FF1-00-00,,4_HORS_BDFOR
23-45-163-1-106T,45,2010,FF2-52-52,,1_DANS_BDFOR
23-72-124-1-119T,72,2019,FF2-80-80,,1_DANS_BDFOR
23-41-139-1-114T,41,2011,FF1-00-00,,1_DANS_BDFOR
23-45-170-1-103T,45,2010,FF1-00,,1_DANS_BDFOR
23-56-042-1-147T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-29-039-1-148T,29,2005,FF1-00-00,,4_HORS_BDFOR
23-29-021-1-154T,29,2005,FO1,,1_DANS_BDFOR
23-29-018-1-155T,29,2005,FO1,,1_DANS_BDFOR
23-28-143-1-112T,28,2012,FF1G01-01,,4_HORS_BDFOR
23-35-073-1-136T,35,2010,FF31,,1_DANS_BDFOR
23-72-131-1-116T,72,2019,FF1-00-00,,1_DANS_BDFOR
23-56-052-1-143T,56,2016,FF1-00-00,,4_HORS_BDFOR
23-56-043-1-146T,56,2016,FF2-00,,1_DANS_BDFOR
23-56-040-1-147T,56,2016,FF1-00-00,,4_HORS_BDFOR
23-41-134-1-115T,41,2011,FF1-00-00,,1_DANS_BDFOR
23-72-125-1-118T,72,2019,FF2-51-51,,1_DANS_BDFOR
23-72-116-1-121T,72,2019,FF1-00,,1_DANS_BDFOR
23-29-031-1-150T,29,2005,FF1-00-00,,1_DANS_BDFOR
23-56-062-1-139T,56,2016,FF1-00,,1_DANS_BDFOR
23-72-132-1-115T,72,2019,FF1-00,,4_HORS_BDFOR
23-35-071-1-136T,35,2010,FF31,,1_DANS_BDFOR
23-28-144-1-111T,28,2012,FF1-00-00,,1_DANS_BDFOR
23-29-035-1-148T,29,2005,FF1-00-00,,1_DANS_BDFOR
23-72-129-1-116T,72,2019,FF2-51-51,,1_DANS_BDFOR
23-29-029-1-150T,29,2005,FF1-00-00,,2_BDFOR_15m
23-29-038-1-147T,29,2005,FF1-00-00,,1_DANS_BDFOR
23-53-099-1-126T,53,2006,FF1G01-01,,1_DANS_BDFOR
23-35-078-1-133T,35,2010,FF1-00-00,,4_HORS_BDFOR
23-72-130-1-115T,72,2019,FF2G53-53,,1_DANS_BDFOR
23-29-039-1-146T,29,2005,FF1-00,,1_DANS_BDFOR
23-56-045-1-144T,56,2016,FF32,,1_DANS_BDFOR
23-56-060-1-139T,56,2016,FF1-00,,4_HORS_BDFOR
23-56-057-1-140T,56,2016,FF2-00,,1_DANS_BDFOR
23-29-027-1-150T,29,2005,FF31,,1_DANS_BDFOR
23-53-103-1-124T,53,2006,FF1-00-00,,1_DANS_BDFOR
23-35-073-1-134T,35,2010,FF1-00-00,,1_DANS_BDFOR
23-28-140-1-111T,28,2012,FF1-00-00,,1_DANS_BDFOR
23-35-067-1-136T,35,2010,FF2-80-80,,1_DANS_BDFOR
23-56-061-1-138T,56,2016,FF32,,4_HORS_BDFOR
23-35-064-1-137T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-72-131-1-114T,72,2019,FF1G01-01,,1_DANS_BDFOR
23-56-040-1-145T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-29-034-1-147T,29,2005,FF31,,1_DANS_BDFOR
23-53-092-1-127T,53,2006,FF1-00-00,,4_HORS_BDFOR
23-72-122-1-117T,72,2019,NEVB1,,4_HORS_BDFOR
23-56-043-1-144T,56,2016,FF1-00-00,,2_BDFOR_15m
23-28-147-1-108T,28,2012,FF1-00-00,,1_DANS_BDFOR
23-72-111-1-120T,72,2019,FF1G01-01,,1_DANS_BDFOR
23-35-065-1-136T,35,2010,FF1G01-01,,1_DANS_BDFOR
23-72-132-1-113T,72,2019,FP,,1_DANS_BDFOR
23-56-044-1-143T,56,2016,FF1-00-00,,2_BDFOR_15m
23-56-041-1-144T,56,2016,FF1-00,,1_DANS_BDFOR
23-53-093-1-126T,53,2006,FF1-00-00,,1_DANS_BDFOR
23-53-108-1-121T,53,2006,FF1-00-00,,1_DANS_BDFOR
23-29-026-1-149T,29,2005,FF0,,4_HORS_BDFOR
23-45-166-1-101T,45,2010,FF1-00-00,,4_HORS_BDFOR
23-72-124-1-115T,72,2019,FF1-00,,4_HORS_BDFOR
23-72-121-1-116T,72,2019,FF1-00-00,,1_DANS_BDFOR
23-56-045-1-142T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-56-060-1-137T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-35-066-1-135T,35,2010,FF1-00-00,,1_DANS_BDFOR
23-29-033-1-146T,29,2005,FF32,,1_DANS_BDFOR
23-29-036-1-145T,29,2005,FF1-00-00,,1_DANS_BDFOR
23-72-112-1-119T,72,2019,FP,,4_HORS_BDFOR
23-35-067-1-134T,35,2010,FF1-00-00,,1_DANS_BDFOR
23-72-134-1-111T,72,2019,FF1-49A49,,1_DANS_BDFOR
23-28-143-1-108T,28,2012,FF1-00-00,,1_DANS_BDFOR
23-28-152-1-105T,28,2012,FF1-00-00,,1_DANS_BDFOR
23-56-055-1-138T,56,2016,FF31,,1_DANS_BDFOR
23-72-128-1-113T,72,2019,FP,,1_DANS_BDFOR
23-56-040-1-143T,56,2016,FF1-00,,4_HORS_BDFOR
23-56-043-1-142T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-29-028-1-147T,29,2005,FF1-00-00,,1_DANS_BDFOR
23-45-165-1-100T,45,2010,FP,,2_BDFOR_15m
23-28-153-1-104T,28,2012,FF1-00-00,,1_DANS_BDFOR
23-56-041-1-142T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-56-050-1-139T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-72-129-1-112T,72,2019,FF1G01-01,,1_DANS_BDFOR
23-45-166-1-099T,45,2010,FF1-00-00,,1_DANS_BDFOR
23-77-175-1-096T,77,2012,FF1G01-01,,1_DANS_BDFOR
23-29-032-1-145T,29,2005,FF1-00-00,,1_DANS_BDFOR
23-53-093-1-124T,53,2006,FF2-64-64,,1_DANS_BDFOR
23-35-072-1-131T,35,2010,FO1,,4_HORS_BDFOR
23-53-096-1-123T,53,2006,FF1-00,,4_HORS_BDFOR
23-45-163-1-100T,45,2010,FF31,,1_DANS_BDFOR
23-35-069-1-132T,35,2010,FF1G01-01,,1_DANS_BDFOR
23-77-176-1-095T,77,2012,FF1-00-00,,1_DANS_BDFOR
23-56-036-1-143T,56,2016,NEVB1,,1_DANS_BDFOR
23-72-115-1-116T,72,2019,FF1-00-00,,2_BDFOR_15m
23-56-033-1-144T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-72-109-1-118T,72,2019,FF1G01-01,,1_DANS_BDFOR
23-29-018-1-149T,29,2005,FF1-00,,3_BDFOR_25m
23-28-152-1-103T,28,2012,FF1-00-00,,1_DANS_BDFOR
23-56-061-1-134T,56,2016,FF1-10-10,,1_DANS_BDFOR
23-56-037-1-142T,56,2016,FF1-00-00,,1_DANS_BDFOR
23-72-116-1-115T,72,2019,FF1-10-10,,4_HORS_BDFOR
23-56-058-1-135T,56,2016,FF31,,1_DANS_BDFOR
23-35-083-1-126T,35,2010,FF1G01-01,,1_DANS_BDFOR
23-53-092-1-123T,53,2006,FF1-00,,4_HORS_BDFOR
23-35-068-1-131T,35,2010,FF1-00,,4_HORS_BDFOR
